gene_symbol,gene_name
ENSG00000257151,PWAR6
ENSG00000186297,GABRA5
ENSG00000034053,APBA2
ENSG00000140319,SRP14
ENSG00000197535,MYO5A
ENSG00000128989,ARPP19
ENSG00000182718,ANXA2
ENSG00000074696,HACD3
ENSG00000169032,MAP2K1
ENSG00000174444,RPL4
ENSG00000129009,ISLR
ENSG00000140545,MFGE8
ENSG00000166819,PLIN1
ENSG00000185518,SV2B
ENSG00000206172,HBA1
ENSG00000127561,SYNGR3
ENSG00000162078,ZG16B
ENSG00000267795,SMIM22
ENSG00000166780,C16orf45
ENSG00000103316,CRYM
ENSG00000122254,HS3ST2
ENSG00000166501,PRKCB
ENSG00000182601,HS3ST4
ENSG00000090238,YPEL3
ENSG00000087250,MT3
ENSG00000103034,NDRG4
ENSG00000171724,VAT1L
ENSG00000183011,NAA38
ENSG00000161970,RPL26
ENSG00000170315,UBB
ENSG00000073969,NSF
ENSG00000108960,MMD
ENSG00000141367,CLTC
ENSG00000180616,SSTR2
ENSG00000181409,AATK
ENSG00000141424,SLC39A6
ENSG00000150656,CNDP1
ENSG00000197971,MBP
ENSG00000088832,FKBP1A
ENSG00000089199,CHGB
ENSG00000125869,LAMP5
ENSG00000125814,NAPB
ENSG00000101439,CST3
ENSG00000101460,MAP1LC3A
ENSG00000101443,WFDC2
ENSG00000124207,CSE1L
ENSG00000026559,KCNG1
ENSG00000064787,BCAS1
ENSG00000054803,CBLN4
ENSG00000104964,AES
ENSG00000167658,EEF2
ENSG00000099797,TECR
ENSG00000105640,RPL18A
ENSG00000099308,MAST3
ENSG00000187664,HAPLN4
ENSG00000105711,SCN1B
ENSG00000105290,APLP1
ENSG00000167641,PPP1R14A
ENSG00000174521,TTC9B
ENSG00000105372,RPS19
ENSG00000204851,PNMA8B
ENSG00000063177,RPL18
ENSG00000087086,FTL
ENSG00000104888,SLC17A7
ENSG00000142541,RPL13A
ENSG00000126583,PRKCG
ENSG00000108107,RPL28
ENSG00000131100,ATP6V1E1
ENSG00000100030,MAPK1
ENSG00000099953,MMP11
ENSG00000100095,SEZ6L
ENSG00000100285,NEFH
ENSG00000100097,LGALS1
ENSG00000100316,RPL3
ENSG00000142192,APP
ENSG00000142168,SOD1
ENSG00000198888,MT-ND1
ENSG00000186160,CYP4Z1
ENSG00000116299,KIAA1324
ENSG00000160710,ADAR
ENSG00000160752,FDPS
ENSG00000035687,ADSS
ENSG00000115738,ID2
ENSG00000162975,KCNF1
ENSG00000136541,ERMN
ENSG00000115648,MLPH
ENSG00000136068,FLNB
ENSG00000153266,FEZF2
ENSG00000080822,CLDND1
ENSG00000154917,RAB6B
ENSG00000013297,CLDN11
ENSG00000188001,TPRG1
ENSG00000189058,APOD
ENSG00000145284,SCD5
ENSG00000152583,SPARCL1
ENSG00000109654,TRIM2
ENSG00000170561,IRX2
ENSG00000154153,RETREG1
ENSG00000250722,SELENOP
ENSG00000164403,SHROOM1
ENSG00000113140,SPARC
ENSG00000112186,CAP2
ENSG00000112697,TMEM30A
ENSG00000135317,SNX14
ENSG00000135549,PKIB
ENSG00000136238,RAC1
ENSG00000121716,PILRB
ENSG00000182220,ATP6AP2
ENSG00000147604,RPL7
ENSG00000136960,ENPP2
ENSG00000107295,SH3GL2
ENSG00000167081,PBX3
ENSG00000177542,SLC25A22
ENSG00000177697,CD151
ENSG00000175356,SCUBE2
ENSG00000135387,CAPRIN1
ENSG00000124939,SCGB2A1
ENSG00000245532,NEAT1
ENSG00000109846,CRYAB
ENSG00000237949,LINC00844
ENSG00000197746,PSAP
ENSG00000107758,PPP3CB
ENSG00000197430,OPALIN
ENSG00000171314,PGAM1
ENSG00000099194,SCD
ENSG00000120049,KCNIP2
ENSG00000059915,PSD
ENSG00000205592,MUC19
ENSG00000018236,CNTN1
ENSG00000184613,NELL2
ENSG00000167552,TUBA1A
ENSG00000139329,LUM
ENSG00000120694,HSPH1
ENSG00000214548,MEG3
ENSG00000170540,ARL6IP1
ENSG00000166509,CLEC3A
ENSG00000108518,PFN1
ENSG00000109099,PMP22
ENSG00000173786,CNP
ENSG00000132475,H3F3B
ENSG00000132872,SYT4
ENSG00000171867,PRNP
ENSG00000078804,TP53INP2
ENSG00000197457,STMN3
ENSG00000197766,CFD
ENSG00000105695,MAG
ENSG00000086548,CEACAM6
ENSG00000160307,S100B
ENSG00000212907,MT-ND4L
ENSG00000116251,RPL22
ENSG00000184292,TACSTD2
ENSG00000187514,PTMA
ENSG00000114391,RPL24
ENSG00000170027,YWHAG
ENSG00000101856,PGRMC1
ENSG00000071553,ATP6AP1
ENSG00000137154,RPS6
ENSG00000110321,EIF4G2
ENSG00000139629,GALNT6
ENSG00000089157,RPLP0
ENSG00000140264,SERF2
ENSG00000108387,SEPT4
ENSG00000134759,ELP2
ENSG00000166347,CYB5A
ENSG00000221983,UBA52
ENSG00000105193,RPS16
ENSG00000170889,RPS9
ENSG00000112306,RPS12
ENSG00000138326,RPS24
