gene_symbol,gene_name
ENSG00000187288,CIDEC
ENSG00000187094,CCK
ENSG00000163630,SYNPR
ENSG00000121552,CSTA
ENSG00000153002,CPB1
ENSG00000152583,SPARCL1
ENSG00000145349,CAMK2D
ENSG00000131711,MAP1B
ENSG00000171617,ENC1
ENSG00000271824,SMIM32
ENSG00000019582,CD74
ENSG00000206503,HLA-A
ENSG00000204287,HLA-DRA
ENSG00000135346,CGA
ENSG00000058091,CDK14
ENSG00000196937,FAM3C
ENSG00000169906,S100G
ENSG00000104722,NEFM
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000142089,IFITM3
ENSG00000255823,MTRNR2L8
ENSG00000134339,SAA2
ENSG00000173432,SAA1
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000095739,BAMBI
ENSG00000013588,GPRC5A
ENSG00000111341,MGP
ENSG00000170421,KRT8
ENSG00000135426,TESPA1
ENSG00000229117,RPL41
ENSG00000214548,MEG3
ENSG00000166710,B2M
ENSG00000188536,HBA2
ENSG00000206172,HBA1
ENSG00000103316,CRYM
ENSG00000171346,KRT15
ENSG00000171345,KRT19
ENSG00000131095,GFAP
ENSG00000132639,SNAP25
ENSG00000087460,GNAS
ENSG00000197766,CFD
ENSG00000255974,CYP2A6
ENSG00000100285,NEFH
ENSG00000183036,PCP4
ENSG00000160180,TFF3
ENSG00000160182,TFF1
ENSG00000198938,MT-CO3
ENSG00000187608,ISG15
ENSG00000078369,GNB1
ENSG00000187730,GABRD
ENSG00000067606,PRKCZ
ENSG00000116251,RPL22
ENSG00000097021,ACOT7
ENSG00000074800,ENO1
ENSG00000171603,CLSTN1
ENSG00000116688,MFN2
ENSG00000142634,EFHD2
ENSG00000159363,ATP13A2
ENSG00000162545,CAMK2N1
ENSG00000158828,PINK1
ENSG00000076864,RAP1GAP
ENSG00000057757,PITHD1
ENSG00000117632,STMN1
ENSG00000142669,SH3BGRL3
ENSG00000130770,ATP5IF1
ENSG00000121769,FABP3
ENSG00000121753,ADGRB2
ENSG00000121905,HPCA
ENSG00000020129,NCDN
ENSG00000142937,RPS8
ENSG00000117450,PRDX1
ENSG00000173660,UQCRH
ENSG00000186160,CYP4Z1
ENSG00000162366,PDZK1IP1
ENSG00000162373,BEND5
ENSG00000162374,ELAVL4
ENSG00000085832,EPS15
ENSG00000162378,ZYG11B
ENSG00000157216,SSBP3
ENSG00000116133,DHCR24
ENSG00000184292,TACSTD2
ENSG00000154027,AK5
ENSG00000142875,PRKACB
ENSG00000221986,MYBPHL
ENSG00000134243,SORT1
ENSG00000197106,SLC6A17
ENSG00000134248,LAMTOR5
ENSG00000116459,ATP5PB
ENSG00000155366,RHOC
ENSG00000163399,ATP1A1
ENSG00000134258,VTCN1
ENSG00000266472,MRPS21
ENSG00000159377,PSMB4
ENSG00000197747,S100A10
ENSG00000189334,S100A14
ENSG00000143578,CREB3L4
ENSG00000169242,EFNA1
ENSG00000185499,MUC1
ENSG00000160752,FDPS
ENSG00000160753,RUSC1
ENSG00000143320,CRABP2
ENSG00000158710,TAGLN2
ENSG00000162734,PEA15
ENSG00000215845,TSTD1
ENSG00000158864,NDUFS2
ENSG00000248485,PCP4L1
ENSG00000162747,FCGR3B
ENSG00000185630,PBX1
ENSG00000143198,MGST3
ENSG00000143153,ATP1B1
ENSG00000197959,DNM3
ENSG00000163435,ELF3
ENSG00000117266,CDK18
ENSG00000162896,PIGR
ENSG00000123689,G0S2
ENSG00000082482,KCNK2
ENSG00000143742,SRP9
ENSG00000163041,H3F3A
ENSG00000203685,STUM
ENSG00000143761,ARF1
ENSG00000171863,RPS7
ENSG00000134308,YWHAQ
ENSG00000115756,HPCAL1
ENSG00000084731,KIF3C
ENSG00000115194,SLC30A3
ENSG00000119801,YPEL5
ENSG00000013016,EHD3
ENSG00000152154,TMEM178A
ENSG00000138078,PREPL
ENSG00000115310,RTN4
ENSG00000143947,RPS27A
ENSG00000055813,CCDC85A
ENSG00000119866,BCL11A
ENSG00000014641,MDH1
ENSG00000119865,CNRIP1
ENSG00000135940,COX5B
ENSG00000040933,INPP4A
ENSG00000170500,LONRF2
ENSG00000175874,CREG2
ENSG00000135968,GCC2
ENSG00000175701,SMIM37
ENSG00000144119,C1QL2
ENSG00000152082,MZT2B
ENSG00000115762,PLEKHB2
ENSG00000168280,KIF5C
ENSG00000153234,NR4A2
ENSG00000115233,PSMD14
ENSG00000128656,CHN1
ENSG00000154518,ATP5MC3
ENSG00000170035,UBE2E3
ENSG00000115252,PDE1A
ENSG00000144369,FAM171B
ENSG00000204262,COL5A2
ENSG00000115419,GLS
ENSG00000144339,TMEFF2
ENSG00000196950,SLC39A10
ENSG00000119013,NDUFB3
ENSG00000078018,MAP2
ENSG00000144406,UNC80
ENSG00000115365,LANCL1
ENSG00000115414,FN1
ENSG00000118242,MREG
ENSG00000197756,RPL37A
ENSG00000115461,IGFBP5
ENSG00000127824,TUBA4A
ENSG00000116106,EPHA4
ENSG00000116120,FARSB
ENSG00000171951,SCG2
ENSG00000153820,SPHKAP
ENSG00000153823,PID1
ENSG00000187957,DNER
ENSG00000066248,NGEF
ENSG00000115648,MLPH
ENSG00000172428,COPS9
ENSG00000130294,KIF1A
ENSG00000157103,SLC6A1
ENSG00000157152,SYN2
ENSG00000144713,RPL32
ENSG00000144711,IQSEC1
ENSG00000197885,NKIRAS1
ENSG00000174748,RPL15
ENSG00000163539,CLASP2
ENSG00000168028,RPSA
ENSG00000188846,RPL14
ENSG00000168036,CTNNB1
ENSG00000181061,HIGD1A
ENSG00000012223,LTF
ENSG00000010256,UQCRC1
ENSG00000164061,BSN
ENSG00000164076,CAMKV
ENSG00000162244,RPL29
ENSG00000153266,FEZF2
ENSG00000269028,MTRNR2L12
ENSG00000154174,TOMM70
ENSG00000114391,RPL24
ENSG00000144834,TAGLN3
ENSG00000114573,ATP6V1A
ENSG00000172020,GAP43
ENSG00000065518,NDUFB4
ENSG00000114631,PODXL2
ENSG00000074416,MGLL
ENSG00000184897,H1FX
ENSG00000196353,CPNE4
ENSG00000175040,CHST2
ENSG00000070087,PFN2
ENSG00000169282,KCNAB1
ENSG00000163536,SERPINI1
ENSG00000121858,TNFSF10
ENSG00000114450,GNB4
ENSG00000161203,AP2M1
ENSG00000058866,DGKG
ENSG00000156976,EIF4A2
ENSG00000157005,SST
ENSG00000189058,APOD
ENSG00000182899,RPL35A
ENSG00000169020,ATP5ME
ENSG00000168993,CPLX1
ENSG00000163956,LRPAP1
ENSG00000168824,NSG1
ENSG00000072832,CRMP1
ENSG00000179010,MRFAP1
ENSG00000163993,S100P
ENSG00000169851,PCDH7
ENSG00000163682,RPL9
ENSG00000163683,SMIM14
ENSG00000154277,UCHL1
ENSG00000109180,OCIAD1
ENSG00000171476,HOPX
ENSG00000169116,PARM1
ENSG00000118816,CCNI
ENSG00000152795,HNRNPDL
ENSG00000177432,NAP1L5
ENSG00000145335,SNCA
ENSG00000196616,ADH1B
ENSG00000138814,PPP3CA
ENSG00000109332,UBE2D3
ENSG00000168772,CXXC4
ENSG00000109475,RPL34
ENSG00000145362,ANK2
ENSG00000138650,PCDH10
ENSG00000109390,NDUFC1
ENSG00000153130,SCOC
ENSG00000183090,FREM3
ENSG00000145423,SFRP2
ENSG00000061918,GUCY1B1
ENSG00000109472,CPE
ENSG00000164106,SCRG1
ENSG00000151729,SLC25A4
ENSG00000186493,C5orf38
ENSG00000215218,UBE2QL1
ENSG00000145592,RPL37
ENSG00000083720,OXCT1
ENSG00000152932,RAB3C
ENSG00000164326,CARTPT
ENSG00000145741,BTF3
ENSG00000171530,TBCA
ENSG00000186468,RPS23
ENSG00000164176,EDIL3
ENSG00000127184,COX7C
ENSG00000081189,MEF2C
ENSG00000175471,MCTP1
ENSG00000175426,PCSK1
ENSG00000198961,PJA2
ENSG00000134986,NREP
ENSG00000134982,APC
ENSG00000169567,HINT1
ENSG00000164405,UQCRQ
ENSG00000213585,VDAC1
ENSG00000113558,SKP1
ENSG00000145824,CXCL14
ENSG00000132563,REEP2
ENSG00000164587,RPS14
ENSG00000211445,GPX3
ENSG00000197043,ANXA6
ENSG00000113140,SPARC
ENSG00000155511,GRIA1
ENSG00000055163,CYFIP2
ENSG00000170231,FABP6
ENSG00000145864,GABRB2
ENSG00000022355,GABRA1
ENSG00000113327,GABRG2
ENSG00000113739,STC2
ENSG00000170091,NSG2
ENSG00000145920,CPLX2
ENSG00000074317,SNCB
ENSG00000169230,PRELID1
ENSG00000161011,SQSTM1
ENSG00000050748,MAPK9
ENSG00000137267,TUBB2A
ENSG00000124785,NRN1
ENSG00000152954,NRSN1
ENSG00000196230,TUBB
ENSG00000137331,IER3
ENSG00000204525,HLA-C
ENSG00000234745,HLA-B
ENSG00000213719,CLIC1
ENSG00000204389,HSPA1A
ENSG00000243649,CFB
ENSG00000198502,HLA-DRB5
ENSG00000196126,HLA-DRB1
ENSG00000196735,HLA-DQA1
ENSG00000240065,PSMB9
ENSG00000231500,RPS18
ENSG00000186577,SMIM29
ENSG00000124614,RPS10
ENSG00000124664,SPDEF
ENSG00000137409,MTCH1
ENSG00000124702,KLHDC3
ENSG00000096384,HSP90AB1
ENSG00000001561,ENPP4
ENSG00000096006,CRISP3
ENSG00000156508,EEF1A1
ENSG00000112695,COX7A2
ENSG00000118407,FILIP1
ENSG00000112706,IMPG1
ENSG00000146242,TPBG
ENSG00000065609,SNAP91
ENSG00000272398,CD24
ENSG00000112290,WASF1
ENSG00000277443,MARCKS
ENSG00000164434,FABP7
ENSG00000111912,NCOA7
ENSG00000172673,THEMIS
ENSG00000118523,CTGF
ENSG00000112306,RPS12
ENSG00000164506,STXBP5
ENSG00000120265,PCMT1
ENSG00000091831,ESR1
ENSG00000074706,IPCEF1
ENSG00000188191,PRKAR1B
ENSG00000075624,ACTB
ENSG00000189043,NDUFA4
ENSG00000106541,AGR2
ENSG00000173467,AGR3
ENSG00000172115,CYCS
ENSG00000086300,SNX10
ENSG00000164600,NEUROD6
ENSG00000173852,DPY19L1
ENSG00000106624,AEBP1
ENSG00000015676,NUDCD3
ENSG00000122679,RAMP3
ENSG00000170419,VSTM2A
ENSG00000106153,CHCHD2
ENSG00000106089,STX1A
ENSG00000165215,CLDN3
ENSG00000189143,CLDN4
ENSG00000106682,EIF4H
ENSG00000106211,HSPB1
ENSG00000170027,YWHAG
ENSG00000075223,SEMA3C
ENSG00000186472,PCLO
ENSG00000170381,SEMA3E
ENSG00000164692,COL1A2
ENSG00000106236,NPTX2
ENSG00000166448,TMEM130
ENSG00000241468,ATP5MF
ENSG00000160862,AZGP1
ENSG00000128564,VGF
ENSG00000233123,LINC01007
ENSG00000189056,RELN
ENSG00000105976,MET
ENSG00000128609,NDUFA5
ENSG00000004059,ARF5
ENSG00000174697,LEP
ENSG00000090266,NDUFB2
ENSG00000106123,EPHB6
ENSG00000159763,PIP
ENSG00000171130,ATP6V0E2
ENSG00000106538,RARRES2
ENSG00000082014,SMARCD3
ENSG00000106615,RHEB
ENSG00000205542,TMSB4X
ENSG00000047230,CTPS2
ENSG00000156298,TSPAN7
ENSG00000130985,UBA1
ENSG00000102226,USP11
ENSG00000102265,TIMP1
ENSG00000102109,PCSK1N
ENSG00000102003,SYP
ENSG00000179222,MAGED1
ENSG00000102316,MAGED2
ENSG00000198034,RPS4X
ENSG00000186462,NAP1L2
ENSG00000131263,RLIM
ENSG00000131174,COX7B
ENSG00000102144,PGK1
ENSG00000186310,NAP1L3
ENSG00000184515,BEX5
ENSG00000198932,GPRASP1
ENSG00000102409,BEX4
ENSG00000133134,BEX2
ENSG00000182916,TCEAL7
ENSG00000166681,BEX3
ENSG00000133142,TCEAL4
ENSG00000196507,TCEAL3
ENSG00000123562,MORF4L2
ENSG00000123560,PLP1
ENSG00000005022,SLC25A5
ENSG00000198918,RPL39
ENSG00000125356,NDUFA1
ENSG00000022267,FHL1
ENSG00000281508,AL078639.1
ENSG00000010404,IDS
ENSG00000235961,PNMA6A
ENSG00000203879,GDI1
ENSG00000079459,FDFT1
ENSG00000164733,CTSB
ENSG00000147408,CSGALNACT1
ENSG00000147416,ATP6V1B2
ENSG00000254092,AC015468.3
ENSG00000179388,EGR3
ENSG00000277586,NEFL
ENSG00000104765,BNIP3L
ENSG00000240694,PNMA2
ENSG00000092964,DPYSL2
ENSG00000120899,PTK2B
ENSG00000120875,DUSP4
ENSG00000133872,SARAF
ENSG00000156675,RAB11FIP1
ENSG00000078668,VDAC3
ENSG00000169139,UBE2V2
ENSG00000082556,OPRK1
ENSG00000008988,RPS20
ENSG00000198846,TOX
ENSG00000198363,ASPH
ENSG00000169085,VXN
ENSG00000147604,RPL7
ENSG00000104435,STMN2
ENSG00000123124,WWP1
ENSG00000123119,NECAB1
ENSG00000156467,UQCRB
ENSG00000156482,RPL30
ENSG00000147669,POLR2K
ENSG00000070756,PABPC1
ENSG00000164924,YWHAZ
ENSG00000104490,NCALD
ENSG00000155096,AZIN1
ENSG00000155097,ATP6V1C1
ENSG00000164830,OXR1
ENSG00000147684,NDUFB9
ENSG00000176956,LY6H
ENSG00000261678,SCRT1
ENSG00000161016,RPL8
ENSG00000181404,WASHC1
ENSG00000137154,RPS6
ENSG00000155886,SLC24A2
ENSG00000107105,ELAVL2
ENSG00000086061,DNAJA1
ENSG00000165272,AQP3
ENSG00000165280,VCP
ENSG00000107372,ZFAND5
ENSG00000198963,RORB
ENSG00000106772,PRUNE2
ENSG00000165119,HNRNPK
ENSG00000165023,DIRAS2
ENSG00000198785,GRIN3A
ENSG00000198121,LPAR1
ENSG00000136867,SLC31A2
ENSG00000136888,ATP6V1G1
ENSG00000148219,ASTN2
ENSG00000148180,GSN
ENSG00000136942,RPL35
ENSG00000197958,RPL12
ENSG00000136854,STXBP1
ENSG00000106976,DNM1
ENSG00000197694,SPTAN1
ENSG00000196358,NTNG2
ENSG00000148303,RPL7A
ENSG00000130558,OLFM1
ENSG00000244187,TMEM141
ENSG00000107223,EDF1
ENSG00000188229,TUBB4B
ENSG00000185201,IFITM2
ENSG00000184524,CEND1
ENSG00000177542,SLC25A22
ENSG00000177600,RPLP2
ENSG00000177685,CRACR2B
ENSG00000183020,AP2A2
ENSG00000117983,MUC5B
ENSG00000078902,TOLLIP
ENSG00000117984,CTSD
ENSG00000129757,CDKN1C
ENSG00000166313,APBB1
ENSG00000166441,RPL27A
ENSG00000050165,DKK3
ENSG00000133816,MICAL2
ENSG00000110700,RPS13
ENSG00000134333,LDHA
ENSG00000165973,NELL1
ENSG00000110429,FBXO3
ENSG00000019505,SYT13
ENSG00000149091,DGKZ
ENSG00000167986,DDB1
ENSG00000011347,SYT7
ENSG00000167996,FTH1
ENSG00000124939,SCGB2A1
ENSG00000162188,GNG3
ENSG00000133321,RARRES3
ENSG00000176340,COX8A
ENSG00000173113,TRMT112
ENSG00000126432,PRDX5
ENSG00000149806,FAU
ENSG00000245532,NEAT1
ENSG00000172500,FIBP
ENSG00000174684,B4GAT1
ENSG00000110092,CCND1
ENSG00000085733,CTTN
ENSG00000165434,PGM2L1
ENSG00000149273,RPS3
ENSG00000062282,DGAT2
ENSG00000149269,PAK1
ENSG00000170290,SLN
ENSG00000137726,FXYD6
ENSG00000167283,ATP5MG
ENSG00000118181,RPS25
ENSG00000154096,THY1
ENSG00000137642,SORL1
ENSG00000109971,HSPA8
ENSG00000166257,SCN3B
ENSG00000154146,NRGN
ENSG00000084234,APLP2
ENSG00000067057,PFKP
ENSG00000178372,CALML5
ENSG00000165629,ATP5F1C
ENSG00000107485,GATA3
ENSG00000170324,FRMPD2
ENSG00000165443,PHYHIPL
ENSG00000156515,HK1
ENSG00000180817,PPA1
ENSG00000148660,CAMK2G
ENSG00000138326,RPS24
ENSG00000165678,GHITM
ENSG00000173267,SNCG
ENSG00000148671,ADIRF
ENSG00000232110,AL353751.1
ENSG00000171314,PGAM1
ENSG00000099194,SCD
ENSG00000166136,NDUFB8
ENSG00000148798,INA
ENSG00000173915,ATP5MD
ENSG00000151892,GFRA1
ENSG00000198825,INPP5F
ENSG00000065154,OAT
ENSG00000176171,BNIP3
ENSG00000130643,CALY
ENSG00000004478,FKBP4
ENSG00000118971,CCND2
ENSG00000010278,CD9
ENSG00000139190,VAMP1
ENSG00000111640,GAPDH
ENSG00000111669,TPI1
ENSG00000111674,ENO2
ENSG00000089818,NECAP1
ENSG00000139112,GABARAPL1
ENSG00000246705,H2AFJ
ENSG00000008394,MGST1
ENSG00000048540,LMO3
ENSG00000111716,LDHB
ENSG00000111726,CMAS
ENSG00000205592,MUC19
ENSG00000181418,DDN
ENSG00000167588,GPD1
ENSG00000139629,GALNT6
ENSG00000111057,KRT18
ENSG00000123349,PFDN5
ENSG00000135390,ATP5MC2
ENSG00000135447,PPP1R1A
ENSG00000197728,RPS26
ENSG00000196465,MYL6B
ENSG00000092841,MYL6
ENSG00000110955,ATP5F1B
ENSG00000110958,PTGES3
ENSG00000196531,NACA
ENSG00000090382,LYZ
ENSG00000166006,KCNC2
ENSG00000067715,SYT1
ENSG00000139220,PPFIA2
ENSG00000070961,ATP2B1
ENSG00000173598,NUDT4
ENSG00000177889,UBE2N
ENSG00000184752,NDUFA12
ENSG00000089009,RPL6
ENSG00000151176,PLBD2
ENSG00000135116,HRK
ENSG00000089220,PEBP1
ENSG00000224982,TMEM233
ENSG00000089157,RPLP0
ENSG00000111775,COX6A1
ENSG00000088986,DYNLL1
ENSG00000157782,CABP1
ENSG00000089053,ANAPC5
ENSG00000150991,UBC
ENSG00000256193,LINC00507
ENSG00000132341,RAN
ENSG00000150459,SAP18
ENSG00000122026,RPL21
ENSG00000186184,POLR1D
ENSG00000133083,DCLK1
ENSG00000133110,POSTN
ENSG00000102804,TSC22D1
ENSG00000133112,TPT1
ENSG00000136143,SUCLA2
ENSG00000136156,ITM2B
ENSG00000136099,PCDH8
ENSG00000136153,LMO7
ENSG00000100804,PSMB5
ENSG00000129559,NEDD8
ENSG00000129514,FOXA1
ENSG00000186469,GNG2
ENSG00000100650,SRSF5
ENSG00000176903,PNMA1
ENSG00000165553,NGB
ENSG00000183648,NDUFB1
ENSG00000100604,CHGA
ENSG00000100605,ITPK1
ENSG00000165943,MOAP1
ENSG00000165949,IFI27
ENSG00000227051,C14orf132
ENSG00000168350,DEGS2
ENSG00000166165,CKB
ENSG00000126214,KLC1
ENSG00000156411,ATP5MPL
ENSG00000182636,NDN
ENSG00000128739,SNRPN
ENSG00000034053,APBA2
ENSG00000166922,SCG5
ENSG00000134138,MEIS2
ENSG00000166963,MAP1A
ENSG00000140264,SERF2
ENSG00000255302,EID1
ENSG00000104112,SCG3
ENSG00000197535,MYO5A
ENSG00000128989,ARPP19
ENSG00000182718,ANXA2
ENSG00000103657,HERC1
ENSG00000169032,MAP2K1
ENSG00000174444,RPL4
ENSG00000137818,RPLP1
ENSG00000067225,PKM
ENSG00000156642,NPTN
ENSG00000129009,ISLR
ENSG00000178741,COX5A
ENSG00000198794,SCAMP5
ENSG00000140391,TSPAN3
ENSG00000185787,MORF4L1
ENSG00000140545,MFGE8
ENSG00000166819,PLIN1
ENSG00000242173,ARHGDIG
ENSG00000127585,FBXL16
ENSG00000007516,BAIAP3
ENSG00000140990,NDUFB10
ENSG00000140988,RPS2
ENSG00000205937,RNPS1
ENSG00000167978,SRRM2
ENSG00000103363,ELOB
ENSG00000103145,HCFC1R1
ENSG00000267795,SMIM22
ENSG00000184602,SNN
ENSG00000166780,C16orf45
ENSG00000166783,MARF1
ENSG00000134419,RPS15A
ENSG00000170540,ARL6IP1
ENSG00000122254,HS3ST2
ENSG00000166501,PRKCB
ENSG00000176046,NUPR1
ENSG00000178952,TUFM
ENSG00000174938,SEZ6L2
ENSG00000149927,DOC2A
ENSG00000149925,ALDOA
ENSG00000090238,YPEL3
ENSG00000099365,STX1B
ENSG00000103490,PYCARD
ENSG00000129636,ITFG1
ENSG00000087258,GNAO1
ENSG00000167005,NUDT21
ENSG00000087250,MT3
ENSG00000103034,NDRG4
ENSG00000140937,CDH11
ENSG00000159720,ATP6V0D1
ENSG00000166848,TERF2IP
ENSG00000171724,VAT1L
ENSG00000166509,CLEC3A
ENSG00000140945,CDH13
ENSG00000230989,HSBP1
ENSG00000135709,KIAA0513
ENSG00000131143,COX4I1
ENSG00000140941,MAP1LC3B
ENSG00000167526,RPL13
ENSG00000178773,CPNE7
ENSG00000007168,PAFAH1B1
ENSG00000181885,CLDN7
ENSG00000183011,NAA38
ENSG00000170043,TRAPPC1
ENSG00000161970,RPL26
ENSG00000065559,MAP2K4
ENSG00000170315,UBB
ENSG00000124422,USP22
ENSG00000109107,ALDOC
ENSG00000198242,RPL23A
ENSG00000063015,SEZ6
ENSG00000160551,TAOK1
ENSG00000006125,AP2B1
ENSG00000108298,RPL19
ENSG00000141736,ERBB2
ENSG00000141753,IGFBP4
ENSG00000128422,KRT17
ENSG00000173812,EIF1
ENSG00000033627,ATP6V0A1
ENSG00000131469,RPL27
ENSG00000186868,MAPT
ENSG00000173917,HOXB2
ENSG00000159199,ATP5MC1
ENSG00000108821,COL1A1
ENSG00000154975,CA10
ENSG00000108960,MMD
ENSG00000264364,DYNLL2
ENSG00000108395,TRIM37
ENSG00000141367,CLTC
ENSG00000108654,DDX5
ENSG00000154229,PRKCA
ENSG00000108946,PRKAR1A
ENSG00000172809,RPL38
ENSG00000109062,SLC9A3R1
ENSG00000132471,WBP2
ENSG00000161547,SRSF2
ENSG00000108639,SYNGR2
ENSG00000108679,LGALS3BP
ENSG00000173821,RNF213
ENSG00000171246,NPTX1
ENSG00000175866,BAIAP2
ENSG00000181409,AATK
ENSG00000169689,CENPX
ENSG00000141433,ADCYAP1
ENSG00000082397,EPB41L3
ENSG00000173482,PTPRM
ENSG00000178127,NDUFV2
ENSG00000141404,GNAL
ENSG00000141424,SLC39A6
ENSG00000134779,TPGS2
ENSG00000101489,CELF4
ENSG00000152234,ATP5F1A
ENSG00000041353,RAB27B
ENSG00000166562,SEC11C
ENSG00000197971,MBP
ENSG00000088832,FKBP1A
ENSG00000198053,SIRPA
ENSG00000125868,DSTN
ENSG00000125814,NAPB
ENSG00000101439,CST3
ENSG00000125971,DYNLRB1
ENSG00000101460,MAP1LC3A
ENSG00000166619,BLCAP
ENSG00000053438,NNAT
ENSG00000124107,SLPI
ENSG00000101443,WFDC2
ENSG00000196562,SULF2
ENSG00000054793,ATP9A
ENSG00000182463,TSHZ2
ENSG00000124172,ATP5F1E
ENSG00000171858,RPS21
ENSG00000101210,EEF1A2
ENSG00000197457,STMN3
ENSG00000167468,GPX4
ENSG00000099624,ATP5F1D
ENSG00000115286,NDUFS7
ENSG00000115268,RPS15
ENSG00000104904,OAZ1
ENSG00000104964,AES
ENSG00000167658,EEF2
ENSG00000167676,PLIN4
ENSG00000130255,RPL36
ENSG00000178531,CTXN1
ENSG00000233927,RPS28
ENSG00000127445,PIN1
ENSG00000105401,CDC37
ENSG00000065989,PDE4A
ENSG00000167815,PRDX2
ENSG00000008441,NFIX
ENSG00000099797,TECR
ENSG00000099795,NDUFB7
ENSG00000105393,BABAM1
ENSG00000130303,BST2
ENSG00000105640,RPL18A
ENSG00000099308,MAST3
ENSG00000105649,RAB3A
ENSG00000130522,JUND
ENSG00000130520,LSM4
ENSG00000105701,FKBP8
ENSG00000006016,CRLF1
ENSG00000006015,REX1BD
ENSG00000105696,TMEM59L
ENSG00000187664,HAPLN4
ENSG00000250067,YJEFN3
ENSG00000105220,GPI
ENSG00000089356,FXYD3
ENSG00000126267,COX6B1
ENSG00000004776,HSPB6
ENSG00000105270,CLIP3
ENSG00000161281,COX7A1
ENSG00000174521,TTC9B
ENSG00000105223,PLD3
ENSG00000105372,RPS19
ENSG00000105409,ATP1A3
ENSG00000130208,APOC1
ENSG00000125743,SNRPD2
ENSG00000182013,PNMA8A
ENSG00000204851,PNMA8B
ENSG00000063177,RPL18
ENSG00000087086,FTL
ENSG00000142541,RPL13A
ENSG00000196961,AP2A1
ENSG00000105568,PPP2R1A
ENSG00000126583,PRKCG
ENSG00000170906,NDUFA3
ENSG00000108107,RPL28
ENSG00000083845,RPS5
ENSG00000131100,ATP6V1E1
