gene_symbol,gene_name
ENSG00000267871,ZNF460-AS1
ENSG00000093010,COMT
ENSG00000241973,PI4KA
ENSG00000099953,MMP11
ENSG00000240972,MIF
ENSG00000100095,SEZ6L
ENSG00000169184,MN1
ENSG00000100219,XBP1
ENSG00000100285,NEFH
ENSG00000128245,YWHAH
ENSG00000100234,TIMP3
ENSG00000100362,PVALB
ENSG00000100097,LGALS1
ENSG00000100146,SOX10
ENSG00000221890,NPTXR
ENSG00000100316,RPL3
ENSG00000183569,SERHL2
ENSG00000130540,SULT4A1
ENSG00000100427,MLC1
ENSG00000130487,KLHDC7B
ENSG00000142192,APP
ENSG00000159082,SYNJ1
ENSG00000184221,OLIG1
ENSG00000159228,CBR1
ENSG00000160223,ICOSLG
ENSG00000142173,COL6A2
ENSG00000187730,GABRD
ENSG00000116251,RPL22
ENSG00000074800,ENO1
ENSG00000159363,ATP13A2
ENSG00000117115,PADI2
ENSG00000158828,PINK1
ENSG00000173369,C1QB
ENSG00000169504,CLIC4
ENSG00000117632,STMN1
ENSG00000198830,HMGN2
ENSG00000158195,WASF2
ENSG00000116871,MAP7D1
ENSG00000065978,YBX1
ENSG00000117408,IPO13
ENSG00000142937,RPS8
ENSG00000186160,CYP4Z1
ENSG00000142700,DMRTA2
ENSG00000116209,TMEM59
ENSG00000162407,PLPP3
ENSG00000134716,CYP2J2
ENSG00000116675,DNAJC6
ENSG00000174021,GNG5
ENSG00000171492,LRRC8D
ENSG00000122406,RPL5
ENSG00000117525,F3
ENSG00000117519,CNN3
ENSG00000134215,VAV3
ENSG00000116299,KIAA1324
ENSG00000134222,PSRC1
ENSG00000134243,SORT1
ENSG00000116473,RAP1A
ENSG00000159164,SV2A
ENSG00000118298,CA14
ENSG00000143418,CERS2
ENSG00000159377,PSMB4
ENSG00000197747,S100A10
ENSG00000143537,ADAM15
ENSG00000116584,ARHGEF2
ENSG00000160789,LMNA
ENSG00000132702,HAPLN2
ENSG00000132692,BCAN
ENSG00000162706,CADM3
ENSG00000158859,ADAMTS4
ENSG00000143171,RXRG
ENSG00000143198,MGST3
ENSG00000143196,DPT
ENSG00000075945,KIFAP3
ENSG00000213047,DENND1B
ENSG00000134375,TIMM17A
ENSG00000143862,ARL8A
ENSG00000163531,NFASC
ENSG00000133069,TMCC2
ENSG00000158715,SLC45A3
ENSG00000162891,IL20
ENSG00000117335,CD46
ENSG00000065600,TMEM206
ENSG00000117691,NENF
ENSG00000196187,TMEM63A
ENSG00000143799,PARP1
ENSG00000168264,IRF2BP2
ENSG00000203667,COX20
ENSG00000084731,KIF3C
ENSG00000138029,HADHB
ENSG00000157851,DPYSL5
ENSG00000115226,FNDC4
ENSG00000170802,FOXN2
ENSG00000028116,VRK2
ENSG00000221823,PPP3R1
ENSG00000135636,DYSF
ENSG00000204843,DCTN1
ENSG00000114993,RTKN
ENSG00000196912,ANKRD36B
ENSG00000135940,COX5B
ENSG00000175874,CREG2
ENSG00000071054,MAP4K4
ENSG00000136717,BIN1
ENSG00000152128,TMEM163
ENSG00000168280,KIF5C
ENSG00000157827,FMNL2
ENSG00000136542,GALNT5
ENSG00000144283,PKP4
ENSG00000115183,TANC1
ENSG00000136535,TBR1
ENSG00000198648,STK39
ENSG00000081479,LRP2
ENSG00000071909,MYO3B
ENSG00000077380,DYNC1I2
ENSG00000091428,RAPGEF4
ENSG00000224189,HAGLR
ENSG00000128645,HOXD1
ENSG00000187699,C2orf88
ENSG00000115896,PLCL1
ENSG00000013441,CLK1
ENSG00000115457,IGFBP2
ENSG00000135929,CYP27A1
ENSG00000135924,DNAJB2
ENSG00000135905,DOCK10
ENSG00000153820,SPHKAP
ENSG00000187957,DNER
ENSG00000135916,ITM2C
