gene_symbol,gene_name
ENSG00000273325,AL008723.3
ENSG00000100097,LGALS1
ENSG00000160180,TFF3
ENSG00000198899,MT-ATP6
ENSG00000198727,MT-CYB
ENSG00000142634,EFHD2
ENSG00000162545,CAMK2N1
ENSG00000142676,RPL11
ENSG00000142937,RPS8
ENSG00000163191,S100A11
ENSG00000177954,RPS27
ENSG00000160781,PAQR6
ENSG00000162734,PEA15
ENSG00000184144,CNTN2
ENSG00000123689,G0S2
ENSG00000115756,HPCAL1
ENSG00000163032,VSNL1
ENSG00000115310,RTN4
ENSG00000144119,C1QL2
ENSG00000177519,RPRM
ENSG00000136535,TBR1
ENSG00000168542,COL3A1
ENSG00000078018,MAP2
ENSG00000115414,FN1
ENSG00000197756,RPL37A
ENSG00000115461,IGFBP5
ENSG00000127824,TUBA4A
ENSG00000135919,SERPINE2
ENSG00000115468,EFHD1
ENSG00000115648,MLPH
ENSG00000188846,RPL14
ENSG00000168309,FAM107A
ENSG00000080822,CLDND1
ENSG00000114573,ATP6V1A
ENSG00000156976,EIF4A2
ENSG00000168993,CPLX1
ENSG00000151552,QDPR
ENSG00000171476,HOPX
ENSG00000152583,SPARCL1
ENSG00000196616,ADH1B
ENSG00000138814,PPP3CA
ENSG00000109475,RPL34
ENSG00000145425,RPS3A
ENSG00000171509,RXFP1
ENSG00000109472,CPE
ENSG00000150625,GPM6A
ENSG00000215218,UBE2QL1
ENSG00000113319,RASGRF2
ENSG00000152377,SPOCK1
ENSG00000019582,CD74
ENSG00000164587,RPS14
ENSG00000211445,GPX3
ENSG00000113140,SPARC
ENSG00000170231,FABP6
ENSG00000206503,HLA-A
ENSG00000196230,TUBB
ENSG00000156508,EEF1A1
ENSG00000135324,MRAP2
ENSG00000112290,WASF1
ENSG00000196376,SLC35F1
ENSG00000111897,SERINC1
ENSG00000118523,CTGF
ENSG00000189043,NDUFA4
ENSG00000106541,AGR2
ENSG00000180354,MTURN
ENSG00000122545,SEPT7
ENSG00000170027,YWHAG
ENSG00000170381,SEMA3E
ENSG00000058091,CDK14
ENSG00000164692,COL1A2
ENSG00000106236,NPTX2
ENSG00000196937,FAM3C
ENSG00000156298,TSPAN7
ENSG00000147251,DOCK11
ENSG00000101856,PGRMC1
ENSG00000010404,IDS
ENSG00000147403,RPL10
ENSG00000156011,PSD3
ENSG00000092964,DPYSL2
ENSG00000120899,PTK2B
ENSG00000133872,SARAF
ENSG00000170323,FABP4
ENSG00000104327,CALB1
ENSG00000156482,RPL30
ENSG00000165023,DIRAS2
ENSG00000130558,OLFM1
ENSG00000107317,PTGDS
ENSG00000175356,SCUBE2
ENSG00000050165,DKK3
ENSG00000134339,SAA2
ENSG00000165973,NELL1
ENSG00000110436,SLC1A2
ENSG00000167996,FTH1
ENSG00000124939,SCGB2A1
ENSG00000251562,MALAT1
ENSG00000172508,CARNS1
ENSG00000170290,SLN
ENSG00000149294,NCAM1
ENSG00000137726,FXYD6
ENSG00000019144,PHLDB1
ENSG00000166257,SCN3B
ENSG00000154146,NRGN
ENSG00000204176,SYT15
ENSG00000165443,PHYHIPL
ENSG00000148660,CAMK2G
ENSG00000138326,RPS24
ENSG00000148671,ADIRF
ENSG00000138207,RBP4
ENSG00000187122,SLIT1
ENSG00000111674,ENO2
ENSG00000246705,H2AFJ
ENSG00000184613,NELL2
ENSG00000111057,KRT18
ENSG00000135447,PPP1R1A
ENSG00000135426,TESPA1
ENSG00000092841,MYL6
ENSG00000196531,NACA
ENSG00000070961,ATP2B1
ENSG00000111249,CUX2
ENSG00000089009,RPL6
ENSG00000111775,COX6A1
ENSG00000256193,LINC00507
ENSG00000133083,DCLK1
ENSG00000136156,ITM2B
ENSG00000136099,PCDH8
ENSG00000186469,GNG2
ENSG00000183648,NDUFB1
ENSG00000165949,IFI27
ENSG00000080824,HSP90AA1
ENSG00000166165,CKB
ENSG00000128739,SNRPN
ENSG00000104112,SCG3
ENSG00000128989,ARPP19
ENSG00000174444,RPL4
ENSG00000166819,PLIN1
ENSG00000206172,HBA1
ENSG00000134419,RPS15A
ENSG00000103316,CRYM
ENSG00000182601,HS3ST4
ENSG00000176046,NUPR1
ENSG00000087258,GNAO1
ENSG00000087250,MT3
ENSG00000103034,NDRG4
ENSG00000109107,ALDOC
ENSG00000108298,RPL19
ENSG00000108821,COL1A1
ENSG00000108960,MMD
ENSG00000108387,SEPT4
ENSG00000180616,SSTR2
ENSG00000171885,AQP4
ENSG00000141424,SLC39A6
ENSG00000101489,CELF4
ENSG00000132872,SYT4
ENSG00000197971,MBP
ENSG00000171867,PRNP
ENSG00000127540,UQCR11
ENSG00000167676,PLIN4
ENSG00000178531,CTXN1
ENSG00000187664,HAPLN4
ENSG00000105695,MAG
ENSG00000174521,TTC9B
ENSG00000087086,FTL
ENSG00000104888,SLC17A7
ENSG00000241973,PI4KA
ENSG00000100285,NEFH
ENSG00000100362,PVALB
ENSG00000160307,S100B
ENSG00000228253,MT-ATP8
ENSG00000198786,MT-ND5
ENSG00000116251,RPL22
ENSG00000187288,CIDEC
ENSG00000168314,MOBP
ENSG00000012223,LTF
ENSG00000118785,SPP1
ENSG00000120251,GRIA2
ENSG00000173467,AGR3
ENSG00000106538,RARRES2
ENSG00000046653,GPM6B
ENSG00000175445,LPL
ENSG00000117984,CTSD
ENSG00000124920,MYRF
ENSG00000099194,SCD
ENSG00000129538,RNASE1
ENSG00000036530,CYP46A1
ENSG00000214548,MEG3
ENSG00000137818,RPLP1
ENSG00000125148,MT2A
ENSG00000166509,CLEC3A
ENSG00000173786,CNP
ENSG00000108848,LUC7L3
ENSG00000064787,BCAS1
ENSG00000197766,CFD
ENSG00000099953,MMP11
