gene_symbol,gene_name
ENSG00000135821,GLUL
ENSG00000184144,CNTN2
ENSG00000123689,G0S2
ENSG00000196187,TMEM63A
ENSG00000135744,AGT
ENSG00000153234,NR4A2
ENSG00000162992,NEUROD1
ENSG00000138434,SSFA2
ENSG00000115461,IGFBP5
ENSG00000135919,SERPINE2
ENSG00000187288,CIDEC
ENSG00000168314,MOBP
ENSG00000187094,CCK
ENSG00000012223,LTF
ENSG00000172020,GAP43
ENSG00000091513,TF
ENSG00000013297,CLDN11
ENSG00000159788,RGS12
ENSG00000151552,QDPR
ENSG00000171476,HOPX
ENSG00000118816,CCNI
ENSG00000152583,SPARCL1
ENSG00000118785,SPP1
ENSG00000145335,SNCA
ENSG00000138814,PPP3CA
ENSG00000120251,GRIA2
ENSG00000109472,CPE
ENSG00000150625,GPM6A
ENSG00000176788,BASP1
ENSG00000113319,RASGRF2
ENSG00000198944,SOWAHA
ENSG00000152377,SPOCK1
ENSG00000019582,CD74
ENSG00000074317,SNCB
ENSG00000156508,EEF1A1
ENSG00000152661,GJA1
ENSG00000228408,AL031056.1
ENSG00000074706,IPCEF1
ENSG00000189043,NDUFA4
ENSG00000170027,YWHAG
ENSG00000135218,CD36
ENSG00000075223,SEMA3C
ENSG00000164692,COL1A2
ENSG00000160862,AZGP1
ENSG00000105974,CAV1
ENSG00000159763,PIP
ENSG00000205542,TMSB4X
ENSG00000188153,COL4A5
ENSG00000281508,AL078639.1
ENSG00000175445,LPL
ENSG00000092964,DPYSL2
ENSG00000120885,CLU
ENSG00000156482,RPL30
ENSG00000155886,SLC24A2
ENSG00000165023,DIRAS2
ENSG00000136854,STXBP1
ENSG00000106976,DNM1
ENSG00000107130,NCS1
ENSG00000130635,COL5A1
ENSG00000107317,PTGDS
ENSG00000117983,MUC5B
ENSG00000255823,MTRNR2L8
ENSG00000133816,MICAL2
ENSG00000110436,SLC1A2
ENSG00000167996,FTH1
ENSG00000124939,SCGB2A1
ENSG00000133321,RARRES3
ENSG00000133318,RTN3
ENSG00000251562,MALAT1
ENSG00000109971,HSPA8
ENSG00000178372,CALML5
ENSG00000026025,VIM
ENSG00000095739,BAMBI
ENSG00000173267,SNCG
ENSG00000148671,ADIRF
ENSG00000138207,RBP4
ENSG00000111640,GAPDH
ENSG00000111674,ENO2
ENSG00000135426,TESPA1
ENSG00000110955,ATP5F1B
ENSG00000067715,SYT1
ENSG00000070961,ATP2B1
ENSG00000133083,DCLK1
ENSG00000133110,POSTN
ENSG00000136156,ITM2B
ENSG00000136099,PCDH8
ENSG00000129538,RNASE1
ENSG00000168952,STXBP6
ENSG00000126803,HSPA2
ENSG00000054690,PLEKHH1
ENSG00000137825,ITPKA
ENSG00000166963,MAP1A
ENSG00000169032,MAP2K1
ENSG00000166819,PLIN1
ENSG00000176046,NUPR1
ENSG00000102934,PLLP
ENSG00000172137,CALB2
ENSG00000171724,VAT1L
ENSG00000166509,CLEC3A
ENSG00000103154,NECAB2
ENSG00000129244,ATP1B2
ENSG00000170315,UBB
ENSG00000108298,RPL19
ENSG00000128422,KRT17
ENSG00000173786,CNP
ENSG00000108387,SEPT4
ENSG00000087191,PSMC5
ENSG00000184009,ACTG1
ENSG00000141424,SLC39A6
ENSG00000101489,CELF4
ENSG00000150656,CNDP1
ENSG00000197971,MBP
ENSG00000171867,PRNP
ENSG00000132639,SNAP25
ENSG00000125814,NAPB
ENSG00000101439,CST3
ENSG00000101443,WFDC2
ENSG00000101210,EEF1A2
ENSG00000197766,CFD
ENSG00000006016,CRLF1
ENSG00000105711,SCN1B
ENSG00000174521,TTC9B
ENSG00000255974,CYP2A6
ENSG00000160014,CALM3
ENSG00000087086,FTL
ENSG00000104888,SLC17A7
ENSG00000100097,LGALS1
ENSG00000160307,S100B
ENSG00000198763,MT-ND2
ENSG00000212907,MT-ND4L
ENSG00000117632,STMN1
ENSG00000134202,GSTM3
ENSG00000125462,C1orf61
ENSG00000169764,UGP2
ENSG00000172005,MAL
ENSG00000136541,ERMN
ENSG00000136535,TBR1
ENSG00000168542,COL3A1
ENSG00000115648,MLPH
ENSG00000188001,TPRG1
ENSG00000154277,UCHL1
ENSG00000164124,TMEM144
ENSG00000131711,MAP1B
ENSG00000164403,SHROOM1
ENSG00000152954,NRSN1
ENSG00000204655,MOG
ENSG00000196230,TUBB
ENSG00000231500,RPS18
ENSG00000118432,CNR1
ENSG00000164434,FABP7
ENSG00000112306,RPS12
ENSG00000091831,ESR1
ENSG00000173467,AGR3
ENSG00000122545,SEPT7
ENSG00000196262,PPIA
ENSG00000046653,GPM6B
ENSG00000102003,SYP
ENSG00000177685,CRACR2B
ENSG00000117984,CTSD
ENSG00000175356,SCUBE2
ENSG00000245532,NEAT1
ENSG00000110092,CCND1
ENSG00000149273,RPS3
ENSG00000148826,NKX6-2
ENSG00000123416,TUBA1B
ENSG00000167552,TUBA1A
ENSG00000165943,MOAP1
ENSG00000080824,HSP90AA1
ENSG00000103260,METRN
ENSG00000005513,SOX8
ENSG00000162078,ZG16B
ENSG00000125148,MT2A
ENSG00000256618,MTRNR2L1
ENSG00000180616,SSTR2
ENSG00000125869,LAMP5
ENSG00000064787,BCAS1
ENSG00000089356,FXYD3
ENSG00000105695,MAG
ENSG00000130203,APOE
ENSG00000167755,KLK6
ENSG00000198786,MT-ND5
ENSG00000143933,CALM2
ENSG00000080822,CLDND1
ENSG00000079215,SLC1A3
ENSG00000096384,HSP90AB1
ENSG00000147403,RPL10
ENSG00000161016,RPL8
ENSG00000197430,OPALIN
ENSG00000134419,RPS15A
ENSG00000125144,MT1G
ENSG00000086548,CEACAM6
ENSG00000228253,MT-ATP8
