gene_symbol,gene_name
ENSG00000164326,CARTPT
ENSG00000171617,ENC1
ENSG00000145824,CXCL14
ENSG00000019582,CD74
ENSG00000204655,MOG
ENSG00000206503,HLA-A
ENSG00000234745,HLA-B
ENSG00000240583,AQP1
ENSG00000170027,YWHAG
ENSG00000175445,LPL
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000196358,NTNG2
ENSG00000130558,OLFM1
ENSG00000107317,PTGDS
ENSG00000142089,IFITM3
ENSG00000134339,SAA2
ENSG00000173432,SAA1
ENSG00000110436,SLC1A2
ENSG00000124939,SCGB2A1
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000133318,RTN3
ENSG00000154146,NRGN
ENSG00000095739,BAMBI
ENSG00000173267,SNCG
ENSG00000111341,MGP
ENSG00000229117,RPL41
ENSG00000070961,ATP2B1
ENSG00000139970,RTN1
ENSG00000036530,CYP46A1
ENSG00000211890,IGHA2
ENSG00000211899,IGHM
ENSG00000166710,B2M
ENSG00000128989,ARPP19
ENSG00000206172,HBA1
ENSG00000087250,MT3
ENSG00000171724,VAT1L
ENSG00000171346,KRT15
ENSG00000128422,KRT17
ENSG00000131095,GFAP
ENSG00000088832,FKBP1A
ENSG00000132639,SNAP25
ENSG00000101439,CST3
ENSG00000197766,CFD
ENSG00000160014,CALM3
ENSG00000087086,FTL
ENSG00000128245,YWHAH
ENSG00000183036,PCP4
ENSG00000160180,TFF3
ENSG00000160182,TFF1
ENSG00000160307,S100B
ENSG00000198888,MT-ND1
ENSG00000198763,MT-ND2
ENSG00000198804,MT-CO1
ENSG00000198712,MT-CO2
ENSG00000198899,MT-ATP6
ENSG00000198840,MT-ND3
ENSG00000198886,MT-ND4
ENSG00000187608,ISG15
ENSG00000179403,VWA1
ENSG00000162545,CAMK2N1
ENSG00000142676,RPL11
ENSG00000121769,FABP3
ENSG00000121905,HPCA
ENSG00000049089,COL9A2
ENSG00000142937,RPS8
ENSG00000186160,CYP4Z1
ENSG00000162374,ELAVL4
ENSG00000157216,SSBP3
ENSG00000184292,TACSTD2
ENSG00000177606,JUN
ENSG00000134215,VAV3
ENSG00000177301,KCNA2
ENSG00000163399,ATP1A1
ENSG00000143418,CERS2
ENSG00000163191,S100A11
ENSG00000169242,EFNA1
ENSG00000185499,MUC1
ENSG00000143320,CRABP2
ENSG00000162734,PEA15
ENSG00000075945,KIFAP3
ENSG00000163435,ELF3
ENSG00000117266,CDK18
ENSG00000069275,NUCKS1
ENSG00000162896,PIGR
ENSG00000162817,C1orf115
ENSG00000163041,H3F3A
ENSG00000203685,STUM
ENSG00000115756,HPCAL1
ENSG00000179915,NRXN1
ENSG00000115310,RTN4
ENSG00000014641,MDH1
ENSG00000169764,UGP2
ENSG00000176204,LRRTM4
ENSG00000186854,TRABD2A
ENSG00000034510,TMSB10
ENSG00000144119,C1QL2
ENSG00000136717,BIN1
ENSG00000136720,HS6ST1
ENSG00000177519,RPRM
ENSG00000153234,NR4A2
ENSG00000188674,C2orf80
ENSG00000078018,MAP2
ENSG00000115414,FN1
ENSG00000115457,IGFBP2
ENSG00000127824,TUBA4A
ENSG00000115468,EFHD1
ENSG00000182600,SNORC
ENSG00000066248,NGEF
ENSG00000115648,MLPH
ENSG00000150995,ITPR1
ENSG00000144713,RPL32
ENSG00000188846,RPL14
ENSG00000012223,LTF
ENSG00000162244,RPL29
ENSG00000153266,FEZF2
ENSG00000144834,TAGLN3
ENSG00000172020,GAP43
ENSG00000121552,CSTA
ENSG00000121858,TNFSF10
ENSG00000161203,AP2M1
ENSG00000157005,SST
ENSG00000168824,NSG1
ENSG00000163993,S100P
ENSG00000170801,HTRA3
ENSG00000171476,HOPX
ENSG00000169116,PARM1
ENSG00000138755,CXCL9
ENSG00000118816,CCNI
ENSG00000145335,SNCA
ENSG00000196616,ADH1B
ENSG00000145349,CAMK2D
ENSG00000174607,UGT8
ENSG00000120251,GRIA2
ENSG00000109472,CPE
ENSG00000250173,AC122719.2
ENSG00000250722,SELENOP
ENSG00000131711,MAP1B
ENSG00000157111,TMEM171
ENSG00000113231,PDE8B
ENSG00000134986,NREP
ENSG00000169567,HINT1
ENSG00000164403,SHROOM1
ENSG00000271824,SMIM32
ENSG00000152377,SPOCK1
ENSG00000171992,SYNPO
ENSG00000211445,GPX3
ENSG00000197043,ANXA6
ENSG00000113140,SPARC
ENSG00000022355,GABRA1
ENSG00000170091,NSG2
ENSG00000120149,MSX2
ENSG00000074317,SNCB
ENSG00000137267,TUBB2A
ENSG00000152954,NRSN1
ENSG00000137331,IER3
ENSG00000204525,HLA-C
ENSG00000204511,MCCD1
ENSG00000213719,CLIC1
ENSG00000204287,HLA-DRA
ENSG00000198502,HLA-DRB5
ENSG00000196126,HLA-DRB1
ENSG00000240065,PSMB9
ENSG00000231500,RPS18
ENSG00000172348,RCAN2
ENSG00000096006,CRISP3
ENSG00000156508,EEF1A1
ENSG00000146242,TPBG
ENSG00000135346,CGA
ENSG00000118432,CNR1
ENSG00000272398,CD24
ENSG00000112335,SNX3
ENSG00000172673,THEMIS
ENSG00000079819,EPB41L2
ENSG00000118523,CTGF
ENSG00000189043,NDUFA4
ENSG00000006468,ETV1
ENSG00000106541,AGR2
ENSG00000173467,AGR3
ENSG00000086300,SNX10
ENSG00000164600,NEUROD6
ENSG00000173852,DPY19L1
ENSG00000058404,CAMK2B
ENSG00000106089,STX1A
ENSG00000165215,CLDN3
ENSG00000170381,SEMA3E
ENSG00000058091,CDK14
ENSG00000164692,COL1A2
ENSG00000160862,AZGP1
ENSG00000128564,VGF
ENSG00000189056,RELN
ENSG00000091129,NRCAM
ENSG00000128573,FOXP2
ENSG00000105976,MET
ENSG00000174697,LEP
ENSG00000064393,HIPK2
ENSG00000159763,PIP
ENSG00000106538,RARRES2
ENSG00000205542,TMSB4X
ENSG00000102003,SYP
ENSG00000198034,RPS4X
ENSG00000133142,TCEAL4
ENSG00000123560,PLP1
ENSG00000134590,RTL8C
ENSG00000281508,AL078639.1
ENSG00000147403,RPL10
ENSG00000275342,PRAG1
ENSG00000171428,NAT1
ENSG00000147416,ATP6V1B2
ENSG00000254092,AC015468.3
ENSG00000168490,PHYHIP
ENSG00000179388,EGR3
ENSG00000104722,NEFM
ENSG00000277586,NEFL
ENSG00000120885,CLU
ENSG00000120875,DUSP4
ENSG00000133872,SARAF
ENSG00000156675,RAB11FIP1
ENSG00000181195,PENK
ENSG00000104435,STMN2
ENSG00000104327,CALB1
ENSG00000156482,RPL30
ENSG00000104490,NCALD
ENSG00000104529,EEF1D
ENSG00000161016,RPL8
ENSG00000165272,AQP3
ENSG00000198963,RORB
ENSG00000106829,TLE4
ENSG00000165023,DIRAS2
ENSG00000106976,DNM1
ENSG00000107130,NCS1
ENSG00000188229,TUBB4B
ENSG00000177685,CRACR2B
ENSG00000177697,CD151
ENSG00000117983,MUC5B
ENSG00000117984,CTSD
ENSG00000175356,SCUBE2
ENSG00000050165,DKK3
ENSG00000110700,RPS13
ENSG00000134333,LDHA
ENSG00000165973,NELL1
ENSG00000172247,C1QTNF4
ENSG00000134817,APLNR
ENSG00000167996,FTH1
ENSG00000124942,AHNAK
ENSG00000162188,GNG3
ENSG00000133321,RARRES3
ENSG00000245532,NEAT1
ENSG00000251562,MALAT1
ENSG00000069482,GAL
ENSG00000110092,CCND1
ENSG00000021300,PLEKHB1
ENSG00000151365,THRSP
ENSG00000185742,C11orf87
ENSG00000109846,CRYAB
ENSG00000118181,RPS25
ENSG00000154096,THY1
ENSG00000109971,HSPA8
ENSG00000166257,SCN3B
ENSG00000067057,PFKP
ENSG00000178372,CALML5
ENSG00000107485,GATA3
ENSG00000170324,FRMPD2
ENSG00000165443,PHYHIPL
ENSG00000138326,RPS24
ENSG00000148671,ADIRF
ENSG00000232110,AL353751.1
ENSG00000138207,RBP4
ENSG00000171314,PGAM1
ENSG00000120053,GOT1
ENSG00000120049,KCNIP2
ENSG00000148798,INA
ENSG00000176171,BNIP3
ENSG00000010278,CD9
ENSG00000139190,VAMP1
ENSG00000111640,GAPDH
ENSG00000111669,TPI1
ENSG00000111674,ENO2
ENSG00000246705,H2AFJ
ENSG00000205592,MUC19
ENSG00000181418,DDN
ENSG00000123416,TUBA1B
ENSG00000135472,FAIM2
ENSG00000167588,GPD1
ENSG00000139629,GALNT6
ENSG00000170421,KRT8
ENSG00000111057,KRT18
ENSG00000135426,TESPA1
ENSG00000197728,RPS26
ENSG00000092841,MYL6
ENSG00000110955,ATP5F1B
ENSG00000155980,KIF5A
ENSG00000072657,TRHDE
ENSG00000067715,SYT1
ENSG00000139220,PPFIA2
ENSG00000173598,NUDT4
ENSG00000111249,CUX2
ENSG00000089157,RPLP0
ENSG00000157782,CABP1
ENSG00000133083,DCLK1
ENSG00000133110,POSTN
ENSG00000102804,TSC22D1
ENSG00000133112,TPT1
ENSG00000136156,ITM2B
ENSG00000136099,PCDH8
ENSG00000118946,PCDH17
ENSG00000184226,PCDH9
ENSG00000125247,TMTC4
ENSG00000186469,GNG2
ENSG00000165553,NGB
ENSG00000198668,CALM1
ENSG00000100604,CHGA
ENSG00000100605,ITPK1
ENSG00000165943,MOAP1
ENSG00000165949,IFI27
ENSG00000196405,EVL
ENSG00000128739,SNRPN
ENSG00000186297,GABRA5
ENSG00000134138,MEIS2
ENSG00000140264,SERF2
ENSG00000186417,GLDN
ENSG00000182718,ANXA2
ENSG00000169032,MAP2K1
ENSG00000067225,PKM
ENSG00000129009,ISLR
ENSG00000185787,MORF4L1
ENSG00000103811,CTSH
ENSG00000259527,LINC00052
ENSG00000166819,PLIN1
ENSG00000242173,ARHGDIG
ENSG00000127585,FBXL16
ENSG00000005513,SOX8
ENSG00000267795,SMIM22
ENSG00000134419,RPS15A
ENSG00000103316,CRYM
ENSG00000122254,HS3ST2
ENSG00000166501,PRKCB
ENSG00000176046,NUPR1
ENSG00000167371,PRRT2
ENSG00000087258,GNAO1
ENSG00000103034,NDRG4
ENSG00000159713,TPPP3
ENSG00000166509,CLEC3A
ENSG00000167526,RPL13
ENSG00000181885,CLDN7
ENSG00000161970,RPL26
ENSG00000170315,UBB
ENSG00000108551,RASD1
ENSG00000109107,ALDOC
ENSG00000198242,RPL23A
ENSG00000108298,RPL19
ENSG00000126351,THRA
ENSG00000171345,KRT19
ENSG00000073969,NSF
ENSG00000108379,WNT3
ENSG00000108821,COL1A1
ENSG00000154975,CA10
ENSG00000108679,LGALS3BP
ENSG00000173821,RNF213
ENSG00000171246,NPTX1
ENSG00000175866,BAIAP2
ENSG00000181409,AATK
ENSG00000184009,ACTG1
ENSG00000141433,ADCYAP1
ENSG00000141404,GNAL
ENSG00000141424,SLC39A6
ENSG00000132872,SYT4
ENSG00000141668,CBLN2
ENSG00000197971,MBP
ENSG00000198171,DDRGK1
ENSG00000089199,CHGB
ENSG00000125869,LAMP5
ENSG00000125814,NAPB
ENSG00000101335,MYL9
ENSG00000124107,SLPI
ENSG00000101443,WFDC2
ENSG00000087460,GNAS
ENSG00000125534,PPDPF
ENSG00000115268,RPS15
ENSG00000167676,PLIN4
ENSG00000104833,TUBB4A
ENSG00000260001,TGFBR3L
ENSG00000178531,CTXN1
ENSG00000127445,PIN1
ENSG00000099308,MAST3
ENSG00000105696,TMEM59L
ENSG00000187664,HAPLN4
ENSG00000105711,SCN1B
ENSG00000089356,FXYD3
ENSG00000105290,APLP1
ENSG00000105372,RPS19
ENSG00000130208,APOC1
ENSG00000063177,RPL18
ENSG00000104888,SLC17A7
ENSG00000142541,RPL13A
ENSG00000126583,PRKCG
ENSG00000170889,RPS9
ENSG00000108107,RPL28
ENSG00000099953,MMP11
ENSG00000100095,SEZ6L
ENSG00000100219,XBP1
ENSG00000100285,NEFH
ENSG00000100362,PVALB
ENSG00000100097,LGALS1
ENSG00000142192,APP
ENSG00000142156,COL6A1
ENSG00000198938,MT-CO3
ENSG00000198727,MT-CYB
ENSG00000187730,GABRD
ENSG00000171603,CLSTN1
ENSG00000142634,EFHD2
ENSG00000158828,PINK1
ENSG00000169504,CLIC4
ENSG00000117632,STMN1
ENSG00000142669,SH3BGRL3
ENSG00000168528,SERINC2
ENSG00000175130,MARCKSL1
ENSG00000116983,HPCAL4
ENSG00000065978,YBX1
ENSG00000142949,PTPRF
ENSG00000117461,PIK3R3
ENSG00000162366,PDZK1IP1
ENSG00000162373,BEND5
ENSG00000085832,EPS15
ENSG00000116133,DHCR24
ENSG00000116675,DNAJC6
ENSG00000174021,GNG5
ENSG00000122406,RPL5
ENSG00000117525,F3
ENSG00000134201,GSTM5
ENSG00000168710,AHCYL1
ENSG00000197106,SLC6A17
ENSG00000265972,TXNIP
ENSG00000159164,SV2A
ENSG00000188643,S100A16
ENSG00000189334,S100A14
ENSG00000189171,S100A13
ENSG00000160678,S100A1
ENSG00000143570,SLC39A1
ENSG00000143578,CREB3L4
ENSG00000143543,JTB
ENSG00000143549,TPM3
ENSG00000143537,ADAM15
ENSG00000125462,C1orf61
ENSG00000132702,HAPLN2
ENSG00000158859,ADAMTS4
ENSG00000162745,OLFML2B
ENSG00000152332,UHMK1
ENSG00000185630,PBX1
ENSG00000143198,MGST3
ENSG00000135821,GLUL
ENSG00000162630,B3GALT2
ENSG00000143858,SYT2
ENSG00000058668,ATP2B4
ENSG00000184144,CNTN2
ENSG00000117335,CD46
ENSG00000143499,SMYD2
ENSG00000203697,CAPN8
ENSG00000143786,CNIH3
ENSG00000196187,TMEM63A
ENSG00000198835,GJC2
ENSG00000135744,AGT
ENSG00000198626,RYR2
ENSG00000179456,ZBTB18
ENSG00000115738,ID2
ENSG00000162975,KCNF1
ENSG00000162981,FAM84A
ENSG00000115884,SDC1
ENSG00000084731,KIF3C
ENSG00000243147,MRPL33
ENSG00000158089,GALNT14
ENSG00000013016,EHD3
ENSG00000150938,CRIM1
ENSG00000152154,TMEM178A
ENSG00000183023,SLC8A1
ENSG00000138078,PREPL
ENSG00000143947,RPS27A
ENSG00000162951,LRRTM1
ENSG00000118640,VAMP8
ENSG00000135940,COX5B
ENSG00000071054,MAP4K4
ENSG00000144152,FBLN7
ENSG00000144136,SLC20A1
ENSG00000155368,DBI
ENSG00000152128,TMEM163
ENSG00000168280,KIF5C
ENSG00000136541,ERMN
ENSG00000136535,TBR1
ENSG00000136531,SCN2A
ENSG00000144285,SCN1A
ENSG00000081479,LRP2
ENSG00000071909,MYO3B
ENSG00000128683,GAD1
ENSG00000091428,RAPGEF4
ENSG00000154518,ATP5MC3
ENSG00000128645,HOXD1
ENSG00000162992,NEUROD1
ENSG00000115252,PDE1A
ENSG00000144369,FAM171B
ENSG00000168542,COL3A1
ENSG00000144339,TMEFF2
ENSG00000197756,RPL37A
ENSG00000135919,SERPINE2
ENSG00000153823,PID1
ENSG00000135916,ITM2C
ENSG00000187514,PTMA
ENSG00000172428,COPS9
ENSG00000130294,KIF1A
ENSG00000176720,BOK
ENSG00000237940,LINC01238
ENSG00000157152,SYN2
ENSG00000182568,SATB1
ENSG00000183960,KCNH8
ENSG00000168314,MOBP
ENSG00000187672,ERC2
ENSG00000163618,CADPS
ENSG00000269028,MTRNR2L12
ENSG00000080822,CLDND1
ENSG00000114573,ATP6V1A
ENSG00000091513,TF
ENSG00000158258,CLSTN2
ENSG00000144891,AGTR1
ENSG00000082996,RNF13
ENSG00000070087,PFN2
ENSG00000196549,MME
ENSG00000114805,PLCH1
ENSG00000163888,CAMK2N2
ENSG00000156976,EIF4A2
ENSG00000181092,ADIPOQ
ENSG00000182899,RPL35A
ENSG00000168993,CPLX1
ENSG00000159788,RGS12
ENSG00000163132,MSX1
ENSG00000163995,ABLIM2
ENSG00000151552,QDPR
ENSG00000169851,PCDH7
ENSG00000163682,RPL9
ENSG00000124406,ATP8A1
ENSG00000080493,SLC4A4
ENSG00000156219,ART3
ENSG00000118785,SPP1
ENSG00000145362,ANK2
ENSG00000183090,FREM3
ENSG00000164161,HHIP
ENSG00000109670,FBXW7
ENSG00000164114,MAP9
ENSG00000164124,TMEM144
ENSG00000171509,RXFP1
ENSG00000196104,SPOCK3
ENSG00000145451,GLRA3
ENSG00000151726,ACSL1
ENSG00000154556,SORBS2
ENSG00000215218,UBE2QL1
ENSG00000154153,RETREG1
ENSG00000133401,PDZD2
ENSG00000079215,SLC1A3
ENSG00000145592,RPL37
ENSG00000249436,AC008780.2
ENSG00000113319,RASGRF2
ENSG00000164176,EDIL3
ENSG00000081189,MEF2C
ENSG00000133302,SLF1
ENSG00000175426,PCSK1
ENSG00000145721,LIX1
ENSG00000152495,CAMK4
ENSG00000134982,APC
ENSG00000164241,C5orf63
ENSG00000164402,SEPT8
ENSG00000198944,SOWAHA
ENSG00000164405,UQCRQ
ENSG00000131507,NDFIP1
ENSG00000113578,FGF1
ENSG00000070808,CAMK2A
ENSG00000164587,RPS14
ENSG00000249306,LINC01411
ENSG00000145920,CPLX2
ENSG00000124785,NRN1
ENSG00000137203,TFAP2A
ENSG00000112137,PHACTR1
ENSG00000187837,HIST1H1C
ENSG00000196230,TUBB
ENSG00000204389,HSPA1A
ENSG00000204385,SLC44A4
ENSG00000204264,PSMB8
ENSG00000198755,RPL10A
ENSG00000146122,DAAM2
ENSG00000096384,HSP90AB1
ENSG00000197261,C6orf141
ENSG00000118418,HMGN3
ENSG00000065609,SNAP91
ENSG00000189241,TSPYL1
ENSG00000196376,SLC35F1
ENSG00000111885,MAN1A1
ENSG00000152661,GJA1
ENSG00000164434,FABP7
ENSG00000228408,AL031056.1
ENSG00000146476,ARMT1
ENSG00000146469,VIP
ENSG00000074706,IPCEF1
ENSG00000078269,SYNJ2
ENSG00000146425,DYNLT1
ENSG00000120437,ACAT2
ENSG00000186340,THBS2
ENSG00000188191,PRKAR1B
ENSG00000075624,ACTB
ENSG00000005108,THSD7A
ENSG00000136267,DGKB
ENSG00000136237,RAPGEF5
ENSG00000122566,HNRNPA2B1
ENSG00000227544,AC018647.1
ENSG00000122545,SEPT7
ENSG00000170419,VSTM2A
ENSG00000189143,CLDN4
ENSG00000135218,CD36
ENSG00000186472,PCLO
ENSG00000075213,SEMA3A
ENSG00000242265,PEG10
ENSG00000105854,PON2
ENSG00000158560,DYNC1I1
ENSG00000106367,AP1S1
ENSG00000233123,LINC01007
ENSG00000005249,PRKAR2B
ENSG00000081803,CADPS2
ENSG00000133627,ACTR3B
ENSG00000130226,DPP6
ENSG00000002586,CD99
ENSG00000046653,GPM6B
ENSG00000147027,TMEM47
ENSG00000156298,TSPAN7
ENSG00000165175,MID1IP1
ENSG00000182220,ATP6AP2
ENSG00000008056,SYN1
ENSG00000126767,ELK1
ENSG00000102109,PCSK1N
ENSG00000169562,GJB1
ENSG00000186462,NAP1L2
ENSG00000102144,PGK1
ENSG00000204071,TCEAL6
ENSG00000133169,BEX1
ENSG00000188153,COL4A5
ENSG00000010404,IDS
ENSG00000130822,PNCK
ENSG00000203879,GDI1
ENSG00000061337,LZTS1
ENSG00000092964,DPYSL2
ENSG00000120899,PTK2B
ENSG00000183779,ZNF703
ENSG00000253802,AC105999.2
ENSG00000168522,FNTA
ENSG00000147604,RPL7
ENSG00000123119,NECAB1
ENSG00000156467,UQCRB
ENSG00000164830,OXR1
ENSG00000104447,TRPS1
ENSG00000136960,ENPP2
ENSG00000080298,RFX3
ENSG00000147862,NFIB
ENSG00000107295,SH3GL2
ENSG00000155886,SLC24A2
ENSG00000086062,B4GALT1
ENSG00000165269,AQP7
ENSG00000107242,PIP5K1B
ENSG00000107372,ZFAND5
ENSG00000135069,PSAT1
ENSG00000260230,FRRS1L
ENSG00000136867,SLC31A2
ENSG00000148180,GSN
ENSG00000197958,RPL12
ENSG00000136854,STXBP1
ENSG00000171159,C9orf16
ENSG00000207955,AL359091.1
ENSG00000171097,KYAT1
ENSG00000130635,COL5A1
ENSG00000176884,GRIN1
ENSG00000023191,RNH1
ENSG00000184524,CEND1
ENSG00000177542,SLC25A22
ENSG00000177600,RPLP2
ENSG00000110651,CD81
ENSG00000129757,CDKN1C
ENSG00000181649,PHLDA2
ENSG00000255823,MTRNR2L8
ENSG00000133816,MICAL2
ENSG00000006611,USH1C
ENSG00000134343,ANO3
ENSG00000049449,RCN1
ENSG00000175264,CHST1
ENSG00000149476,TKFC
ENSG00000124920,MYRF
ENSG00000176485,PLA2G16
ENSG00000126432,PRDX5
ENSG00000149806,FAU
ENSG00000172757,CFL1
ENSG00000175602,CCDC85B
ENSG00000172508,CARNS1
ENSG00000131620,ANO1
ENSG00000186642,PDE2A
ENSG00000165434,PGM2L1
ENSG00000062282,DGAT2
ENSG00000123901,GPR83
ENSG00000152578,GRIA4
ENSG00000137710,RDX
ENSG00000149294,NCAM1
ENSG00000019144,PHLDB1
ENSG00000149557,FEZ1
ENSG00000166106,ADAMTS15
ENSG00000182667,NTM
ENSG00000224795,NTM-AS1
ENSG00000197308,GATA3-AS1
ENSG00000026025,VIM
ENSG00000150867,PIP4K2A
ENSG00000169813,HNRNPF
ENSG00000237949,LINC00844
ENSG00000107742,SPOCK2
ENSG00000107758,PPP3CB
ENSG00000148660,CAMK2G
ENSG00000165424,ZCCHC24
ENSG00000122378,FAM213A
ENSG00000122367,LDB3
ENSG00000107798,LIPA
ENSG00000187122,SLIT1
ENSG00000099194,SCD
ENSG00000173915,ATP5MD
ENSG00000148700,ADD3
ENSG00000151892,GFRA1
ENSG00000066468,FGFR2
ENSG00000148826,NKX6-2
ENSG00000130643,CALY
ENSG00000110799,VWF
ENSG00000159335,PTMS
ENSG00000013588,GPRC5A
ENSG00000084444,FAM234B
ENSG00000008394,MGST1
ENSG00000048540,LMO3
ENSG00000018236,CNTN1
ENSG00000134287,ARF3
ENSG00000167552,TUBA1A
ENSG00000257337,AC068888.1
ENSG00000196531,NACA
ENSG00000166863,TAC3
ENSG00000198673,FAM19A2
ENSG00000156076,WIF1
ENSG00000090382,LYZ
ENSG00000135643,KCNMB4
ENSG00000133641,C12orf29
ENSG00000139329,LUM
ENSG00000074527,NTN4
ENSG00000074590,NUAK1
ENSG00000139438,FAM222A
ENSG00000139433,GLTP
ENSG00000135116,HRK
ENSG00000176871,WSB2
ENSG00000111775,COX6A1
ENSG00000088986,DYNLL1
ENSG00000110931,CAMKK2
ENSG00000256193,LINC00507
ENSG00000180730,SHISA2
ENSG00000189403,HMGB1
ENSG00000184564,SLITRK6
ENSG00000134873,CLDN10
ENSG00000185352,HS6ST3
ENSG00000129538,RNASE1
ENSG00000092096,SLC22A17
ENSG00000166091,CMTM5
ENSG00000100884,CPNE6
ENSG00000168952,STXBP6
ENSG00000129514,FOXA1
ENSG00000213741,RPS29
ENSG00000126803,HSPA2
ENSG00000054690,PLEKHH1
ENSG00000197555,SIPA1L1
ENSG00000227051,C14orf132
ENSG00000214548,MEG3
ENSG00000197102,DYNC1H1
ENSG00000080824,HSP90AA1
ENSG00000166165,CKB
ENSG00000126214,KLC1
ENSG00000184601,C14orf180
ENSG00000182809,CRIP2
ENSG00000257151,PWAR6
ENSG00000104067,TJP1
ENSG00000137825,ITPKA
ENSG00000166963,MAP1A
ENSG00000171766,GATM
ENSG00000104112,SCG3
ENSG00000185088,RPS27L
ENSG00000174444,RPL4
ENSG00000137818,RPLP1
ENSG00000136404,TM6SF1
ENSG00000185518,SV2B
ENSG00000140479,PCSK6
ENSG00000103260,METRN
ENSG00000007516,BAIAP3
ENSG00000166780,C16orf45
ENSG00000133392,MYH11
ENSG00000170540,ARL6IP1
ENSG00000174628,IQCK
ENSG00000167191,GPRC5B
ENSG00000182601,HS3ST4
ENSG00000174938,SEZ6L2
ENSG00000103490,PYCARD
ENSG00000069329,VPS35
ENSG00000245694,CRNDE
ENSG00000125148,MT2A
ENSG00000169715,MT1E
ENSG00000205364,MT1M
ENSG00000125144,MT1G
ENSG00000205358,MT1H
ENSG00000187193,MT1X
ENSG00000159720,ATP6V0D1
ENSG00000039068,CDH1
ENSG00000172137,CALB2
ENSG00000103154,NECAB2
ENSG00000131143,COX4I1
ENSG00000003249,DBNDD1
ENSG00000007168,PAFAH1B1
ENSG00000004660,CAMKK1
ENSG00000129244,ATP1B2
