gene_symbol,gene_name
ENSG00000171476,HOPX
ENSG00000152583,SPARCL1
ENSG00000196616,ADH1B
ENSG00000164294,GPX8
ENSG00000164326,CARTPT
ENSG00000131711,MAP1B
ENSG00000171617,ENC1
ENSG00000249494,AC008629.1
ENSG00000236714,LINC01844
ENSG00000137267,TUBB2A
ENSG00000197238,HIST1H4J
ENSG00000206503,HLA-A
ENSG00000234745,HLA-B
ENSG00000230062,ANKRD66
ENSG00000096006,CRISP3
ENSG00000146285,SCML4
ENSG00000118520,ARG1
ENSG00000271185,AC007029.1
ENSG00000173467,AGR3
ENSG00000223561,AC005165.1
ENSG00000050344,NFE2L3
ENSG00000197993,KEL
ENSG00000230317,LINC01284
ENSG00000123560,PLP1
ENSG00000104722,NEFM
ENSG00000277586,NEFL
ENSG00000164919,COX6C
ENSG00000266289,AC012213.3
ENSG00000180938,ZNF572
ENSG00000253839,AC013546.1
ENSG00000173068,BNC2
ENSG00000165023,DIRAS2
ENSG00000117984,CTSD
ENSG00000130598,TNNI2
ENSG00000050165,DKK3
ENSG00000256713,PGA5
ENSG00000109846,CRYAB
ENSG00000154146,NRGN
ENSG00000173267,SNCG
ENSG00000123416,TUBA1B
ENSG00000170421,KRT8
ENSG00000111057,KRT18
ENSG00000257434,AC073525.1
ENSG00000067715,SYT1
ENSG00000070961,ATP2B1
ENSG00000257859,CASC18
ENSG00000257711,AC079385.2
ENSG00000185847,LINC01405
ENSG00000204583,LRCOL1
ENSG00000277151,AL138820.1
ENSG00000186469,GNG2
ENSG00000168229,PTGDR
ENSG00000165949,IFI27
ENSG00000168398,BDKRB2
ENSG00000247970,AL160313.1
ENSG00000074803,SLC12A1
ENSG00000169032,MAP2K1
ENSG00000273540,AGBL1
ENSG00000166819,PLIN1
ENSG00000183571,PGPEP1L
ENSG00000277010,AC120498.10
ENSG00000257527,AC126755.3
ENSG00000122254,HS3ST2
ENSG00000274363,AC087742.1
ENSG00000161929,SCIMP
ENSG00000125430,HS3ST3B1
ENSG00000176208,ATAD5
ENSG00000270765,GAS2L2
ENSG00000171345,KRT19
ENSG00000005102,MEOX1
ENSG00000131095,GFAP
ENSG00000108821,COL1A1
ENSG00000278740,AC005332.8
ENSG00000267653,AC002546.1
ENSG00000171246,NPTX1
ENSG00000215595,C20orf202
ENSG00000101439,CST3
ENSG00000230725,AL035252.2
ENSG00000273821,AL096828.3
ENSG00000267751,AC009005.1
ENSG00000275234,AC010503.4
ENSG00000267082,AC011472.1
ENSG00000198429,ZNF69
ENSG00000269399,AC008764.6
ENSG00000131944,FAAP24
ENSG00000105711,SCN1B
ENSG00000007129,CEACAM21
ENSG00000063127,SLC6A16
ENSG00000100285,NEFH
ENSG00000160180,TFF3
ENSG00000160182,TFF1
ENSG00000198804,MT-CO1
ENSG00000198712,MT-CO2
ENSG00000198899,MT-ATP6
ENSG00000198938,MT-CO3
ENSG00000198840,MT-ND3
ENSG00000198886,MT-ND4
ENSG00000198727,MT-CYB
ENSG00000271254,AC240274.1
ENSG00000187608,ISG15
ENSG00000142634,EFHD2
ENSG00000142676,RPL11
ENSG00000142669,SH3BGRL3
ENSG00000142937,RPS8
ENSG00000186160,CYP4Z1
ENSG00000085832,EPS15
ENSG00000184292,TACSTD2
ENSG00000143013,LMO4
ENSG00000122406,RPL5
ENSG00000177954,RPS27
ENSG00000162734,PEA15
ENSG00000162745,OLFML2B
ENSG00000143153,ATP1B1
ENSG00000115310,RTN4
ENSG00000143947,RPS27A
ENSG00000014641,MDH1
ENSG00000175874,CREG2
ENSG00000144119,C1QL2
ENSG00000168702,LRP1B
ENSG00000136542,GALNT5
ENSG00000136535,TBR1
ENSG00000144339,TMEFF2
ENSG00000197756,RPL37A
ENSG00000115648,MLPH
ENSG00000144713,RPL32
ENSG00000188846,RPL14
ENSG00000012223,LTF
ENSG00000162244,RPL29
ENSG00000269028,MTRNR2L12
ENSG00000091513,TF
ENSG00000158258,CLSTN2
ENSG00000114450,GNB4
ENSG00000181092,ADIPOQ
ENSG00000182899,RPL35A
ENSG00000151552,QDPR
ENSG00000163682,RPL9
ENSG00000154277,UCHL1
ENSG00000132465,JCHAIN
ENSG00000145284,SCD5
ENSG00000145335,SNCA
ENSG00000138814,PPP3CA
ENSG00000109475,RPL34
ENSG00000138650,PCDH10
ENSG00000145425,RPS3A
ENSG00000171509,RXFP1
ENSG00000109472,CPE
ENSG00000150625,GPM6A
ENSG00000215218,UBE2QL1
ENSG00000145592,RPL37
ENSG00000186468,RPS23
ENSG00000145824,CXCL14
ENSG00000152377,SPOCK1
ENSG00000019582,CD74
ENSG00000164587,RPS14
ENSG00000211445,GPX3
ENSG00000113140,SPARC
ENSG00000204655,MOG
ENSG00000204525,HLA-C
ENSG00000231500,RPS18
ENSG00000124772,CPNE5
ENSG00000156508,EEF1A1
ENSG00000135346,CGA
ENSG00000196376,SLC35F1
ENSG00000111897,SERINC1
ENSG00000112306,RPS12
ENSG00000106541,AGR2
ENSG00000180354,MTURN
ENSG00000106089,STX1A
ENSG00000170381,SEMA3E
ENSG00000164692,COL1A2
ENSG00000242265,PEG10
ENSG00000160862,AZGP1
ENSG00000233123,LINC01007
ENSG00000159763,PIP
ENSG00000046653,GPM6B
ENSG00000241343,RPL36A
ENSG00000010404,IDS
ENSG00000240694,PNMA2
ENSG00000104435,STMN2
ENSG00000170323,FABP4
ENSG00000104327,CALB1
ENSG00000156482,RPL30
ENSG00000176956,LY6H
ENSG00000137154,RPS6
ENSG00000155886,SLC24A2
ENSG00000135046,ANXA1
ENSG00000106829,TLE4
ENSG00000196358,NTNG2
ENSG00000107317,PTGDS
ENSG00000110700,RPS13
ENSG00000134333,LDHA
ENSG00000110436,SLC1A2
ENSG00000124939,SCGB2A1
ENSG00000133321,RARRES3
ENSG00000149806,FAU
ENSG00000245532,NEAT1
ENSG00000251562,MALAT1
ENSG00000174516,PELI3
ENSG00000110092,CCND1
ENSG00000150764,DIXDC1
ENSG00000137726,FXYD6
ENSG00000118181,RPS25
ENSG00000166257,SCN3B
ENSG00000067057,PFKP
ENSG00000178372,CALML5
ENSG00000170324,FRMPD2
ENSG00000237949,LINC00844
ENSG00000272630,AL731563.3
ENSG00000148660,CAMK2G
ENSG00000138326,RPS24
ENSG00000148671,ADIRF
ENSG00000138207,RBP4
ENSG00000197430,OPALIN
ENSG00000099194,SCD
ENSG00000246705,H2AFJ
ENSG00000008394,MGST1
ENSG00000205592,MUC19
ENSG00000167552,TUBA1A
ENSG00000167588,GPD1
ENSG00000135447,PPP1R1A
ENSG00000229117,RPL41
ENSG00000092841,MYL6
ENSG00000111249,CUX2
ENSG00000089009,RPL6
ENSG00000224982,TMEM233
ENSG00000088986,DYNLL1
ENSG00000256193,LINC00507
ENSG00000120694,HSPH1
ENSG00000133083,DCLK1
ENSG00000133112,TPT1
ENSG00000136156,ITM2B
ENSG00000136099,PCDH8
ENSG00000118946,PCDH17
ENSG00000129538,RNASE1
ENSG00000165943,MOAP1
ENSG00000080824,HSP90AA1
ENSG00000166165,CKB
ENSG00000126214,KLC1
ENSG00000128739,SNRPN
ENSG00000186297,GABRA5
ENSG00000137825,ITPKA
ENSG00000140264,SERF2
ENSG00000166710,B2M
ENSG00000128989,ARPP19
ENSG00000182718,ANXA2
ENSG00000174444,RPL4
ENSG00000129009,ISLR
ENSG00000185518,SV2B
ENSG00000206172,HBA1
ENSG00000103316,CRYM
ENSG00000182601,HS3ST4
ENSG00000176046,NUPR1
ENSG00000103034,NDRG4
ENSG00000171724,VAT1L
ENSG00000166509,CLEC3A
ENSG00000167526,RPL13
ENSG00000109107,ALDOC
ENSG00000108298,RPL19
ENSG00000126351,THRA
ENSG00000171346,KRT15
ENSG00000128422,KRT17
ENSG00000173786,CNP
ENSG00000108387,SEPT4
ENSG00000180616,SSTR2
ENSG00000171885,AQP4
ENSG00000197971,MBP
ENSG00000125869,LAMP5
ENSG00000132639,SNAP25
ENSG00000125814,NAPB
ENSG00000166913,YWHAB
ENSG00000101443,WFDC2
ENSG00000054803,CBLN4
ENSG00000171858,RPS21
ENSG00000101210,EEF1A2
ENSG00000115268,RPS15
ENSG00000167676,PLIN4
ENSG00000233927,RPS28
ENSG00000127445,PIN1
ENSG00000099308,MAST3
ENSG00000187664,HAPLN4
ENSG00000105695,MAG
ENSG00000161281,COX7A1
ENSG00000167641,PPP1R14A
ENSG00000174521,TTC9B
ENSG00000255974,CYP2A6
ENSG00000130208,APOC1
ENSG00000178980,SELENOW
ENSG00000087086,FTL
ENSG00000104888,SLC17A7
ENSG00000204577,LILRB3
ENSG00000108107,RPL28
ENSG00000100030,MAPK1
ENSG00000100095,SEZ6L
ENSG00000100362,PVALB
ENSG00000100097,LGALS1
ENSG00000142173,COL6A2
ENSG00000160307,S100B
ENSG00000198786,MT-ND5
ENSG00000115355,CCDC88A
ENSG00000136541,ERMN
ENSG00000168542,COL3A1
ENSG00000115414,FN1
ENSG00000187288,CIDEC
ENSG00000168314,MOBP
ENSG00000080822,CLDND1
ENSG00000118785,SPP1
ENSG00000081189,MEF2C
ENSG00000135218,CD36
ENSG00000281508,AL078639.1
ENSG00000147403,RPL10
ENSG00000175445,LPL
ENSG00000197958,RPL12
ENSG00000130558,OLFM1
ENSG00000175356,SCUBE2
ENSG00000167996,FTH1
ENSG00000026025,VIM
ENSG00000214548,MEG3
ENSG00000137818,RPLP1
ENSG00000140988,RPS2
ENSG00000134419,RPS15A
ENSG00000087250,MT3
ENSG00000166347,CYB5A
ENSG00000064787,BCAS1
ENSG00000160305,DIP2A
