gene_symbol,gene_name
ENSG00000168404,MLKL
ENSG00000196388,INCA1
ENSG00000171928,TVP23B
ENSG00000265254,AC015917.2
ENSG00000276023,DUSP14
ENSG00000266469,AC005288.1
ENSG00000094796,KRT31
ENSG00000267160,AC091152.2
ENSG00000266473,AC007448.3
ENSG00000129654,FOXJ1
ENSG00000267040,AC027097.1
ENSG00000131044,TTLL9
ENSG00000101049,SGK2
ENSG00000042062,RIPOR3
ENSG00000283078,AL137077.2
ENSG00000101197,BIRC7
ENSG00000197540,GZMM
ENSG00000105131,EPHX3
ENSG00000269019,HOMER3-AS1
ENSG00000228839,PIK3IP1-AS1
ENSG00000100292,HMOX1
ENSG00000278961,SMIM34B
ENSG00000154736,ADAMTS5
ENSG00000170262,MRAP
ENSG00000211592,IGKC
ENSG00000163631,ALB
ENSG00000244734,HBB
ENSG00000211892,IGHG4
ENSG00000211895,IGHA1
ENSG00000211897,IGHG3
ENSG00000188536,HBA2
ENSG00000101439,CST3
ENSG00000211677,IGLC2
ENSG00000020129,NCDN
ENSG00000179178,TMEM125
ENSG00000143013,LMO4
ENSG00000185499,MUC1
ENSG00000143153,ATP1B1
ENSG00000135821,GLUL
ENSG00000163032,VSNL1
ENSG00000128656,CHN1
ENSG00000115461,IGFBP5
ENSG00000115648,MLPH
ENSG00000187288,CIDEC
ENSG00000183960,KCNH8
ENSG00000187094,CCK
ENSG00000269028,MTRNR2L12
ENSG00000172020,GAP43
ENSG00000091513,TF
ENSG00000153002,CPB1
ENSG00000188001,TPRG1
ENSG00000154277,UCHL1
ENSG00000132465,JCHAIN
ENSG00000152583,SPARCL1
ENSG00000164161,HHIP
ENSG00000171617,ENC1
ENSG00000145824,CXCL14
ENSG00000113140,SPARC
ENSG00000096006,CRISP3
ENSG00000118432,CNR1
ENSG00000186340,THBS2
ENSG00000159763,PIP
ENSG00000169906,S100G
ENSG00000120885,CLU
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000164924,YWHAZ
ENSG00000106976,DNM1
ENSG00000130558,OLFM1
ENSG00000107317,PTGDS
ENSG00000142089,IFITM3
ENSG00000117983,MUC5B
ENSG00000175356,SCUBE2
ENSG00000134339,SAA2
ENSG00000173432,SAA1
ENSG00000110436,SLC1A2
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000154146,NRGN
ENSG00000111341,MGP
ENSG00000170421,KRT8
ENSG00000172551,MUCL1
ENSG00000157782,CABP1
ENSG00000136156,ITM2B
ENSG00000139970,RTN1
ENSG00000198668,CALM1
ENSG00000165949,IFI27
ENSG00000211890,IGHA2
ENSG00000211896,IGHG1
ENSG00000211899,IGHM
ENSG00000166710,B2M
ENSG00000128989,ARPP19
ENSG00000206172,HBA1
ENSG00000176046,NUPR1
ENSG00000087250,MT3
ENSG00000166509,CLEC3A
ENSG00000171346,KRT15
ENSG00000171345,KRT19
ENSG00000173786,CNP
ENSG00000131095,GFAP
ENSG00000171885,AQP4
ENSG00000132639,SNAP25
ENSG00000211679,IGLC3
ENSG00000100219,XBP1
ENSG00000128245,YWHAH
ENSG00000183036,PCP4
ENSG00000160180,TFF3
ENSG00000160182,TFF1
ENSG00000198888,MT-ND1
ENSG00000198763,MT-ND2
ENSG00000198804,MT-CO1
ENSG00000198712,MT-CO2
ENSG00000198899,MT-ATP6
ENSG00000198840,MT-ND3
ENSG00000198886,MT-ND4
ENSG00000187608,ISG15
ENSG00000179403,VWA1
ENSG00000142634,EFHD2
ENSG00000162545,CAMK2N1
ENSG00000142676,RPL11
ENSG00000121769,FABP3
ENSG00000121905,HPCA
ENSG00000186160,CYP4Z1
ENSG00000184292,TACSTD2
ENSG00000116675,DNAJC6
ENSG00000154027,AK5
ENSG00000189195,BTBD8
ENSG00000092621,PHGDH
ENSG00000265972,TXNIP
ENSG00000143418,CERS2
ENSG00000197747,S100A10
ENSG00000163191,S100A11
ENSG00000188643,S100A16
ENSG00000189334,S100A14
ENSG00000143578,CREB3L4
ENSG00000169242,EFNA1
ENSG00000143320,CRABP2
ENSG00000158710,TAGLN2
ENSG00000162734,PEA15
ENSG00000215845,TSTD1
ENSG00000162747,FCGR3B
ENSG00000117152,RGS4
ENSG00000162630,B3GALT2
ENSG00000163435,ELF3
ENSG00000143858,SYT2
ENSG00000123689,G0S2
ENSG00000143499,SMYD2
ENSG00000135744,AGT
ENSG00000115756,HPCAL1
ENSG00000084731,KIF3C
ENSG00000143933,CALM2
ENSG00000115310,RTN4
ENSG00000143947,RPS27A
ENSG00000014641,MDH1
ENSG00000034510,TMSB10
ENSG00000144119,C1QL2
ENSG00000048991,R3HDM1
ENSG00000153234,NR4A2
ENSG00000136535,TBR1
ENSG00000128683,GAD1
ENSG00000091428,RAPGEF4
ENSG00000168542,COL3A1
ENSG00000204262,COL5A2
ENSG00000078018,MAP2
ENSG00000115414,FN1
ENSG00000127824,TUBA4A
ENSG00000135919,SERPINE2
ENSG00000135916,ITM2C
ENSG00000182600,SNORC
ENSG00000157103,SLC6A1
ENSG00000157152,SYN2
ENSG00000144713,RPL32
ENSG00000168314,MOBP
ENSG00000188846,RPL14
ENSG00000010282,HHATL
ENSG00000012223,LTF
ENSG00000153266,FEZF2
ENSG00000080822,CLDND1
ENSG00000144834,TAGLN3
ENSG00000121552,CSTA
ENSG00000158258,CLSTN2
ENSG00000082996,RNF13
ENSG00000114805,PLCH1
ENSG00000169282,KCNAB1
ENSG00000163536,SERPINI1
ENSG00000013297,CLDN11
ENSG00000121858,TNFSF10
ENSG00000182899,RPL35A
ENSG00000168993,CPLX1
ENSG00000243449,C4orf48
ENSG00000159788,RGS12
ENSG00000163993,S100P
ENSG00000169851,PCDH7
ENSG00000171476,HOPX
ENSG00000118785,SPP1
ENSG00000145335,SNCA
ENSG00000196616,ADH1B
ENSG00000138814,PPP3CA
ENSG00000245293,AC096564.1
ENSG00000109475,RPL34
ENSG00000145349,CAMK2D
ENSG00000120251,GRIA2
ENSG00000109472,CPE
ENSG00000150625,GPM6A
ENSG00000170561,IRX2
ENSG00000133401,PDZD2
ENSG00000145592,RPL37
ENSG00000250722,SELENOP
ENSG00000164326,CARTPT
ENSG00000131711,MAP1B
ENSG00000113319,RASGRF2
ENSG00000186468,RPS23
ENSG00000152495,CAMK4
ENSG00000198944,SOWAHA
ENSG00000164403,SHROOM1
ENSG00000152377,SPOCK1
ENSG00000120738,EGR1
ENSG00000070808,CAMK2A
ENSG00000019582,CD74
ENSG00000211445,GPX3
ENSG00000197043,ANXA6
ENSG00000118322,ATP10B
ENSG00000022355,GABRA1
ENSG00000113739,STC2
ENSG00000074317,SNCB
ENSG00000137267,TUBB2A
ENSG00000206503,HLA-A
ENSG00000196230,TUBB
ENSG00000204580,DDR1
ENSG00000204525,HLA-C
ENSG00000234745,HLA-B
ENSG00000204511,MCCD1
ENSG00000204287,HLA-DRA
ENSG00000240065,PSMB9
ENSG00000231500,RPS18
ENSG00000124664,SPDEF
ENSG00000065609,SNAP91
ENSG00000135346,CGA
ENSG00000189241,TSPYL1
ENSG00000196376,SLC35F1
ENSG00000111885,MAN1A1
ENSG00000152661,GJA1
ENSG00000164434,FABP7
ENSG00000091831,ESR1
ENSG00000074706,IPCEF1
ENSG00000120437,ACAT2
ENSG00000112531,QKI
ENSG00000176381,PRR18
ENSG00000188191,PRKAR1B
ENSG00000006468,ETV1
ENSG00000106541,AGR2
ENSG00000173467,AGR3
ENSG00000240583,AQP1
ENSG00000173852,DPY19L1
ENSG00000227544,AC018647.1
ENSG00000170419,VSTM2A
ENSG00000165215,CLDN3
ENSG00000170027,YWHAG
ENSG00000198822,GRM3
ENSG00000164692,COL1A2
ENSG00000160862,AZGP1
ENSG00000166925,TSC22D4
ENSG00000128564,VGF
ENSG00000106538,RARRES2
ENSG00000205542,TMSB4X
ENSG00000046653,GPM6B
ENSG00000102003,SYP
ENSG00000198034,RPS4X
ENSG00000133169,BEX1
ENSG00000133142,TCEAL4
ENSG00000123560,PLP1
ENSG00000147403,RPL10
ENSG00000171428,NAT1
ENSG00000147416,ATP6V1B2
ENSG00000179388,EGR3
ENSG00000104722,NEFM
ENSG00000277586,NEFL
ENSG00000147459,DOCK5
ENSG00000092964,DPYSL2
ENSG00000120899,PTK2B
ENSG00000156675,RAB11FIP1
ENSG00000181195,PENK
ENSG00000169085,VXN
ENSG00000104435,STMN2
ENSG00000104490,NCALD
ENSG00000253629,AP000426.1
ENSG00000104529,EEF1D
ENSG00000161016,RPL8
ENSG00000137154,RPS6
ENSG00000165272,AQP3
ENSG00000198963,RORB
ENSG00000135069,PSAT1
ENSG00000165023,DIRAS2
ENSG00000148123,PLPPR1
ENSG00000260230,FRRS1L
ENSG00000198121,LPAR1
ENSG00000196814,MVB12B
ENSG00000197958,RPL12
ENSG00000196358,NTNG2
ENSG00000188229,TUBB4B
ENSG00000184524,CEND1
ENSG00000177697,CD151
ENSG00000117984,CTSD
ENSG00000181649,PHLDA2
ENSG00000133816,MICAL2
ENSG00000049449,RCN1
ENSG00000085117,CD82
ENSG00000121653,MAPK8IP1
ENSG00000172247,C1QTNF4
ENSG00000167996,FTH1
ENSG00000124939,SCGB2A1
ENSG00000162188,GNG3
ENSG00000133321,RARRES3
ENSG00000176485,PLA2G16
ENSG00000133318,RTN3
ENSG00000245532,NEAT1
ENSG00000110092,CCND1
ENSG00000109846,CRYAB
ENSG00000149294,NCAM1
ENSG00000154096,THY1
ENSG00000109971,HSPA8
ENSG00000166106,ADAMTS15
ENSG00000251226,AP001999.1
ENSG00000067057,PFKP
ENSG00000178372,CALML5
ENSG00000107485,GATA3
ENSG00000165995,CACNB2
ENSG00000095739,BAMBI
ENSG00000237949,LINC00844
ENSG00000173267,SNCG
ENSG00000148671,ADIRF
ENSG00000187122,SLIT1
ENSG00000171314,PGAM1
ENSG00000099194,SCD
ENSG00000120049,KCNIP2
ENSG00000059915,PSD
ENSG00000148798,INA
ENSG00000130643,CALY
ENSG00000171840,NINJ2
ENSG00000010278,CD9
ENSG00000139190,VAMP1
ENSG00000111674,ENO2
ENSG00000084444,FAM234B
ENSG00000246705,H2AFJ
ENSG00000111348,ARHGDIB
ENSG00000008394,MGST1
ENSG00000139117,CPNE8
ENSG00000205592,MUC19
ENSG00000123416,TUBA1B
ENSG00000167588,GPD1
ENSG00000066084,DIP2B
ENSG00000111057,KRT18
ENSG00000135426,TESPA1
ENSG00000197728,RPS26
ENSG00000229117,RPL41
ENSG00000092841,MYL6
ENSG00000110955,ATP5F1B
ENSG00000155980,KIF5A
ENSG00000090382,LYZ
ENSG00000067715,SYT1
ENSG00000139220,PPFIA2
ENSG00000070961,ATP2B1
ENSG00000017427,IGF1
ENSG00000074590,NUAK1
ENSG00000174437,ATP2A2
ENSG00000111249,CUX2
ENSG00000089041,P2RX7
ENSG00000256193,LINC00507
ENSG00000165566,AMER2
ENSG00000133083,DCLK1
ENSG00000133110,POSTN
ENSG00000133112,TPT1
ENSG00000136099,PCDH8
ENSG00000184226,PCDH9
ENSG00000185352,HS6ST3
ENSG00000185896,LAMP1
ENSG00000129538,RNASE1
ENSG00000168952,STXBP6
ENSG00000165410,CFL2
ENSG00000186469,GNG2
ENSG00000126803,HSPA2
ENSG00000100604,CHGA
ENSG00000165943,MOAP1
ENSG00000175785,PRIMA1
ENSG00000036530,CYP46A1
ENSG00000196405,EVL
ENSG00000214548,MEG3
ENSG00000080824,HSP90AA1
ENSG00000126214,KLC1
ENSG00000179364,PACS2
ENSG00000182809,CRIP2
ENSG00000186297,GABRA5
ENSG00000134138,MEIS2
ENSG00000137825,ITPKA
ENSG00000140264,SERF2
ENSG00000171766,GATM
ENSG00000182718,ANXA2
ENSG00000137818,RPLP1
ENSG00000185787,MORF4L1
ENSG00000103811,CTSH
ENSG00000166819,PLIN1
ENSG00000185551,NR2F2
ENSG00000127585,FBXL16
ENSG00000103260,METRN
ENSG00000206053,JPT2
ENSG00000140988,RPS2
ENSG00000162078,ZG16B
ENSG00000267795,SMIM22
ENSG00000170540,ARL6IP1
ENSG00000167191,GPRC5B
ENSG00000182601,HS3ST4
ENSG00000174938,SEZ6L2
ENSG00000205358,MT1H
ENSG00000103034,NDRG4
ENSG00000135720,DYNC1LI2
ENSG00000159713,TPPP3
ENSG00000172137,CALB2
ENSG00000103089,FA2H
ENSG00000167526,RPL13
ENSG00000004660,CAMKK1
ENSG00000181885,CLDN7
ENSG00000109099,PMP22
ENSG00000108298,RPL19
ENSG00000141750,STAC2
ENSG00000141736,ERBB2
ENSG00000141753,IGFBP4
ENSG00000068079,IFI35
ENSG00000073969,NSF
ENSG00000108821,COL1A1
ENSG00000154945,ANKRD40
ENSG00000266402,SNHG25
ENSG00000108679,LGALS3BP
ENSG00000141542,RAB40B
ENSG00000141433,ADCYAP1
ENSG00000154864,PIEZO2
ENSG00000141458,NPC1
ENSG00000141424,SLC39A6
ENSG00000152214,RIT2
ENSG00000141668,CBLN2
ENSG00000166347,CYB5A
ENSG00000150656,CNDP1
ENSG00000197971,MBP
ENSG00000088832,FKBP1A
ENSG00000198171,DDRGK1
ENSG00000125869,LAMP5
ENSG00000125814,NAPB
ENSG00000170373,CST1
ENSG00000053438,NNAT
ENSG00000101443,WFDC2
ENSG00000124126,PREX1
ENSG00000087460,GNAS
ENSG00000171858,RPS21
ENSG00000101210,EEF1A2
ENSG00000104964,AES
ENSG00000167676,PLIN4
ENSG00000178531,CTXN1
ENSG00000180739,S1PR5
ENSG00000105649,RAB3A
ENSG00000250067,YJEFN3
ENSG00000105711,SCN1B
ENSG00000089356,FXYD3
ENSG00000105695,MAG
ENSG00000167641,PPP1R14A
ENSG00000174521,TTC9B
ENSG00000105223,PLD3
ENSG00000086548,CEACAM6
ENSG00000105372,RPS19
ENSG00000105409,ATP1A3
ENSG00000079435,LIPE
ENSG00000160014,CALM3
ENSG00000063177,RPL18
ENSG00000087086,FTL
ENSG00000104888,SLC17A7
ENSG00000170889,RPS9
ENSG00000083845,RPS5
ENSG00000099953,MMP11
ENSG00000100095,SEZ6L
ENSG00000100285,NEFH
ENSG00000100362,PVALB
ENSG00000100097,LGALS1
ENSG00000100242,SUN2
ENSG00000221890,NPTXR
ENSG00000100364,KIAA0930
ENSG00000075275,CELSR1
ENSG00000142173,COL6A2
ENSG00000160307,S100B
ENSG00000198938,MT-CO3
ENSG00000187730,GABRD
ENSG00000069424,KCNAB2
ENSG00000116251,RPL22
ENSG00000049245,VAMP3
ENSG00000162444,RBP7
ENSG00000116661,FBXO2
ENSG00000175206,NPPA
ENSG00000142798,HSPG2
ENSG00000173372,C1QA
ENSG00000117318,ID3
ENSG00000169504,CLIC4
ENSG00000157978,LDLRAP1
ENSG00000117632,STMN1
ENSG00000198830,HMGN2
ENSG00000158195,WASF2
ENSG00000162511,LAPTM5
ENSG00000184007,PTP4A2
ENSG00000049089,COL9A2
ENSG00000065978,YBX1
ENSG00000066322,ELOVL1
ENSG00000142937,RPS8
ENSG00000085832,EPS15
ENSG00000157216,SSBP3
ENSG00000177606,JUN
ENSG00000174021,GNG5
ENSG00000016602,CLCA4
ENSG00000117525,F3
ENSG00000117600,PLPPR4
ENSG00000162694,EXTL2
ENSG00000134201,GSTM5
ENSG00000134202,GSTM3
ENSG00000197106,SLC6A17
ENSG00000134258,VTCN1
ENSG00000213190,MLLT11
ENSG00000189171,S100A13
ENSG00000177954,RPS27
ENSG00000143537,ADAM15
ENSG00000160781,PAQR6
ENSG00000132702,HAPLN2
ENSG00000185630,PBX1
ENSG00000023572,GLRX2
ENSG00000159176,CSRP1
ENSG00000184144,CNTN2
ENSG00000117266,CDK18
ENSG00000162889,MAPKAPK2
ENSG00000065600,TMEM206
ENSG00000163041,H3F3A
ENSG00000198835,GJC2
ENSG00000116574,RHOU
ENSG00000119280,C1orf198
ENSG00000168264,IRF2BP2
ENSG00000182901,RGS7
ENSG00000134308,YWHAQ
ENSG00000115128,SF3B6
ENSG00000157851,DPYSL5
ENSG00000152689,RASGRP3
ENSG00000152154,TMEM178A
ENSG00000179915,NRXN1
ENSG00000115355,CCDC88A
ENSG00000169764,UGP2
ENSG00000221823,PPP3R1
ENSG00000163235,TGFA
ENSG00000114993,RTKN
ENSG00000186854,TRABD2A
ENSG00000172005,MAL
ENSG00000144152,FBLN7
ENSG00000136720,HS6ST1
ENSG00000168280,KIF5C
ENSG00000177519,RPRM
ENSG00000136541,ERMN
ENSG00000144285,SCN1A
ENSG00000081479,LRP2
ENSG00000128645,HOXD1
ENSG00000116044,NFE2L2
ENSG00000162992,NEUROD1
ENSG00000138434,SSFA2
ENSG00000151690,MFSD6
ENSG00000144339,TMEFF2
ENSG00000196950,SLC39A10
ENSG00000013441,CLK1
ENSG00000138443,ABI2
ENSG00000188674,C2orf80
ENSG00000197756,RPL37A
ENSG00000135926,TMBIM1
ENSG00000135929,CYP27A1
ENSG00000135924,DNAJB2
ENSG00000135905,DOCK10
ENSG00000115468,EFHD1
ENSG00000066248,NGEF
ENSG00000172428,COPS9
ENSG00000168385,SEPT2
ENSG00000176720,BOK
ENSG00000237940,LINC01238
ENSG00000134121,CHL1
ENSG00000131386,GALNT15
ENSG00000172995,ARPP21
ENSG00000168028,RPSA
ENSG00000067560,RHOA
ENSG00000164076,CAMKV
ENSG00000162244,RPL29
ENSG00000168297,PXK
ENSG00000168309,FAM107A
ENSG00000175161,CADM2
ENSG00000170017,ALCAM
ENSG00000091986,CCDC80
ENSG00000114573,ATP6V1A
ENSG00000065534,MYLK
ENSG00000114019,AMOTL2
ENSG00000163710,PCOLCE2
ENSG00000070087,PFN2
ENSG00000213186,TRIM59
ENSG00000136521,NDUFB5
ENSG00000161203,AP2M1
ENSG00000156976,EIF4A2
ENSG00000189058,APOD
ENSG00000163132,MSX1
ENSG00000151552,QDPR
ENSG00000185774,KCNIP4
ENSG00000064042,LIMCH1
ENSG00000124406,ATP8A1
ENSG00000134851,TMEM165
ENSG00000118816,CCNI
ENSG00000138696,BMPR1B
ENSG00000138698,RAP1GDS1
ENSG00000174607,UGT8
ENSG00000109390,NDUFC1
ENSG00000183090,FREM3
ENSG00000145425,RPS3A
ENSG00000109670,FBXW7
ENSG00000109654,TRIM2
ENSG00000145423,SFRP2
ENSG00000164124,TMEM144
ENSG00000171509,RXFP1
ENSG00000196104,SPOCK3
ENSG00000164106,SCRG1
ENSG00000151726,ACSL1
ENSG00000186493,C5orf38
ENSG00000215218,UBE2QL1
ENSG00000176788,BASP1
ENSG00000079215,SLC1A3
ENSG00000198865,CCDC152
ENSG00000112851,ERBIN
ENSG00000122012,SV2C
ENSG00000152413,HOMER1
ENSG00000164300,SERINC5
ENSG00000164176,EDIL3
ENSG00000081189,MEF2C
ENSG00000175426,PCSK1
ENSG00000253807,LINC01170
ENSG00000145794,MEGF10
ENSG00000120729,MYOT
ENSG00000044115,CTNNA1
ENSG00000170476,MZB1
ENSG00000131507,NDFIP1
ENSG00000113578,FGF1
ENSG00000169247,SH3TC2
ENSG00000182578,CSF1R
ENSG00000164587,RPS14
ENSG00000113732,ATP6V0E1
ENSG00000170091,NSG2
ENSG00000145920,CPLX2
ENSG00000169045,HNRNPH1
ENSG00000124785,NRN1
ENSG00000152954,NRSN1
ENSG00000204655,MOG
ENSG00000137331,IER3
ENSG00000213760,ATP6V1G2
ENSG00000204389,HSPA1A
ENSG00000198502,HLA-DRB5
ENSG00000196126,HLA-DRB1
ENSG00000124614,RPS10
ENSG00000137221,TJAP1
ENSG00000096384,HSP90AB1
ENSG00000118407,FILIP1
ENSG00000196586,MYO6
ENSG00000135549,PKIB
ENSG00000188580,NKAIN2
ENSG00000111907,TPD52L1
ENSG00000172673,THEMIS
ENSG00000118523,CTGF
ENSG00000118515,SGK1
ENSG00000135525,MAP7
ENSG00000146469,VIP
ENSG00000153721,CNKSR3
ENSG00000078269,SYNJ2
ENSG00000075624,ACTB
ENSG00000075618,FSCN1
ENSG00000189043,NDUFA4
ENSG00000005108,THSD7A
ENSG00000136237,RAPGEF5
ENSG00000122566,HNRNPA2B1
ENSG00000086300,SNX10
ENSG00000164600,NEUROD6
ENSG00000154678,PDE1C
ENSG00000011426,ANLN
ENSG00000196262,PPIA
ENSG00000136274,NACAD
ENSG00000106683,LIMK1
ENSG00000127946,HIP1
ENSG00000170381,SEMA3E
ENSG00000058091,CDK14
ENSG00000242265,PEG10
ENSG00000105854,PON2
ENSG00000233123,LINC01007
ENSG00000189056,RELN
ENSG00000008282,SYPL1
ENSG00000105974,CAV1
ENSG00000128591,FLNC
ENSG00000105894,PTN
ENSG00000106123,EPHB6
ENSG00000101825,MXRA5
ENSG00000147027,TMEM47
ENSG00000130962,PRRG1
ENSG00000156298,TSPAN7
ENSG00000165175,MID1IP1
ENSG00000008056,SYN1
ENSG00000102265,TIMP1
ENSG00000158352,SHROOM4
ENSG00000184515,BEX5
ENSG00000198918,RPL39
ENSG00000005893,LAMP2
ENSG00000188706,ZDHHC9
ENSG00000281508,AL078639.1
ENSG00000010404,IDS
ENSG00000130822,PNCK
ENSG00000129422,MTUS1
ENSG00000175445,LPL
ENSG00000197892,KIF13B
ENSG00000008988,RPS20
ENSG00000274956,AC120042.3
ENSG00000147588,PMP2
ENSG00000104327,CALB1
ENSG00000156482,RPL30
ENSG00000070756,PABPC1
ENSG00000164830,OXR1
ENSG00000136960,ENPP2
ENSG00000104419,NDRG1
ENSG00000169398,PTK2
ENSG00000261710,AC104417.2
ENSG00000277494,GPIHBP1
ENSG00000261678,SCRT1
ENSG00000107104,KANK1
ENSG00000147862,NFIB
ENSG00000107295,SH3GL2
ENSG00000155886,SLC24A2
ENSG00000107105,ELAVL2
ENSG00000120162,MOB3B
ENSG00000165269,AQP7
ENSG00000119139,TJP2
ENSG00000187764,SEMA4D
ENSG00000136928,GABBR2
ENSG00000070214,SLC44A1
ENSG00000148180,GSN
ENSG00000148204,CRB2
ENSG00000136942,RPL35
ENSG00000167081,PBX3
ENSG00000136854,STXBP1
ENSG00000171159,C9orf16
ENSG00000207955,AL359091.1
ENSG00000167123,CERCAM
ENSG00000107130,NCS1
ENSG00000126878,AIF1L
ENSG00000160271,RALGDS
ENSG00000169692,AGPAT2
ENSG00000107331,ABCA2
ENSG00000176884,GRIN1
ENSG00000177600,RPLP2
ENSG00000110651,CD81
ENSG00000129757,CDKN1C
ENSG00000166313,APBB1
ENSG00000166441,RPL27A
ENSG00000255823,MTRNR2L8
ENSG00000197601,FAR1
ENSG00000110700,RPS13
ENSG00000006611,USH1C
ENSG00000134333,LDHA
ENSG00000198168,SVIP
ENSG00000124920,MYRF
ENSG00000173486,FKBP2
ENSG00000126432,PRDX5
ENSG00000149806,FAU
ENSG00000251562,MALAT1
ENSG00000172757,CFL1
ENSG00000174516,PELI3
ENSG00000172508,CARNS1
ENSG00000069482,GAL
ENSG00000021300,PLEKHB1
ENSG00000149273,RPS3
ENSG00000073921,PICALM
ENSG00000152578,GRIA4
ENSG00000137710,RDX
ENSG00000137726,FXYD6
ENSG00000019144,PHLDB1
ENSG00000076706,MCAM
ENSG00000165478,HEPACAM
ENSG00000221932,HEPN1
ENSG00000149557,FEZ1
ENSG00000065809,FAM107B
ENSG00000026025,VIM
ENSG00000150867,PIP4K2A
ENSG00000148541,FAM13C
ENSG00000165476,REEP3
ENSG00000183230,CTNNA3
ENSG00000099282,TSPAN15
ENSG00000107731,UNC5B
ENSG00000166348,USP54
ENSG00000138326,RPS24
ENSG00000165678,GHITM
ENSG00000232110,AL353751.1
ENSG00000138207,RBP4
ENSG00000108239,TBC1D12
ENSG00000120053,GOT1
ENSG00000107816,LZTS2
ENSG00000173915,ATP5MD
ENSG00000148700,ADD3
ENSG00000151892,GFRA1
ENSG00000138152,BTBD16
ENSG00000166033,HTRA1
ENSG00000107902,LHPP
ENSG00000006831,ADIPOR2
ENSG00000111640,GAPDH
ENSG00000111669,TPI1
ENSG00000139112,GABARAPL1
ENSG00000013588,GPRC5A
ENSG00000084453,SLCO1A2
ENSG00000139116,KIF21A
ENSG00000211584,SLC48A1
ENSG00000167553,TUBA1C
ENSG00000135472,FAIM2
ENSG00000139629,GALNT6
ENSG00000139631,CSAD
ENSG00000065361,ERBB3
ENSG00000196531,NACA
ENSG00000072657,TRHDE
ENSG00000179104,TMTC2
ENSG00000139329,LUM
ENSG00000011465,DCN
ENSG00000074527,NTN4
ENSG00000185046,ANKS1B
ENSG00000139438,FAM222A
ENSG00000089157,RPLP0
ENSG00000182957,SPATA13
ENSG00000122026,RPL21
ENSG00000102804,TSC22D1
ENSG00000150510,FAM124A
ENSG00000139737,SLAIN1
ENSG00000184564,SLITRK6
ENSG00000165795,NDRG2
ENSG00000100842,EFS
ENSG00000166091,CMTM5
ENSG00000129514,FOXA1
ENSG00000213741,RPS29
ENSG00000131981,LGALS3
ENSG00000054690,PLEKHH1
ENSG00000165959,CLMN
ENSG00000168350,DEGS2
ENSG00000166165,CKB
ENSG00000184601,C14orf180
ENSG00000128739,SNRPN
ENSG00000104067,TJP1
ENSG00000166923,GREM1
ENSG00000092529,CAPN3
ENSG00000166963,MAP1A
ENSG00000138593,SECISBP2L
ENSG00000186417,GLDN
ENSG00000104112,SCG3
ENSG00000197535,MYO5A
ENSG00000137845,ADAM10
ENSG00000074410,CA12
ENSG00000166794,PPIB
ENSG00000174444,RPL4
ENSG00000067225,PKM
ENSG00000156642,NPTN
ENSG00000197696,NMB
ENSG00000259527,LINC00052
ENSG00000185518,SV2B
ENSG00000176463,SLCO3A1
ENSG00000140479,PCSK6
ENSG00000242173,ARHGDIG
ENSG00000005513,SOX8
ENSG00000184602,SNN
ENSG00000166780,C16orf45
ENSG00000134419,RPS15A
ENSG00000103316,CRYM
