gene_symbol,gene_name
ENSG00000145864,GABRB2
ENSG00000113327,GABRG2
ENSG00000170091,NSG2
ENSG00000127022,CANX
ENSG00000137267,TUBB2A
ENSG00000111863,ADTRP
ENSG00000152954,NRSN1
ENSG00000204681,GABBR1
ENSG00000196230,TUBB
ENSG00000137331,IER3
ENSG00000204580,DDR1
ENSG00000204525,HLA-C
ENSG00000234745,HLA-B
ENSG00000204287,HLA-DRA
ENSG00000124664,SPDEF
ENSG00000198755,RPL10A
ENSG00000124772,CPNE5
ENSG00000137409,MTCH1
ENSG00000124702,KLHDC3
ENSG00000096384,HSP90AB1
ENSG00000112695,COX7A2
ENSG00000118407,FILIP1
ENSG00000146242,TPBG
ENSG00000065609,SNAP91
ENSG00000135346,CGA
ENSG00000272398,CD24
ENSG00000112335,SNX3
ENSG00000112290,WASF1
ENSG00000277443,MARCKS
ENSG00000187189,TSPYL4
ENSG00000189241,TSPYL1
ENSG00000111897,SERINC1
ENSG00000172673,THEMIS
ENSG00000118523,CTGF
ENSG00000120265,PCMT1
ENSG00000091831,ESR1
ENSG00000074706,IPCEF1
ENSG00000188191,PRKAR1B
ENSG00000075624,ACTB
ENSG00000189043,NDUFA4
ENSG00000006468,ETV1
ENSG00000173467,AGR3
ENSG00000196683,TOMM7
ENSG00000122566,HNRNPA2B1
ENSG00000164600,NEUROD6
ENSG00000173852,DPY19L1
ENSG00000122545,SEPT7
ENSG00000058404,CAMK2B
ENSG00000196262,PPIA
ENSG00000132432,SEC61G
ENSG00000106089,STX1A
ENSG00000165215,CLDN3
ENSG00000189143,CLDN4
ENSG00000146701,MDH2
ENSG00000106211,HSPB1
ENSG00000170027,YWHAG
ENSG00000106236,NPTX2
ENSG00000241468,ATP5MF
ENSG00000160862,AZGP1
ENSG00000172354,GNB2
ENSG00000128564,VGF
ENSG00000214253,FIS1
ENSG00000233123,LINC01007
ENSG00000135250,SRPK2
ENSG00000005249,PRKAR2B
ENSG00000091129,NRCAM
ENSG00000196937,FAM3C
ENSG00000128609,NDUFA5
ENSG00000004059,ARF5
ENSG00000174697,LEP
ENSG00000105887,MTPN
ENSG00000090266,NDUFB2
ENSG00000106123,EPHB6
ENSG00000174469,CNTNAP2
ENSG00000171130,ATP6V0E2
ENSG00000082014,SMARCD3
ENSG00000178234,GALNT11
ENSG00000169906,S100G
ENSG00000156298,TSPAN7
ENSG00000182220,ATP6AP2
ENSG00000147123,NDUFB11
ENSG00000102226,USP11
ENSG00000008056,SYN1
ENSG00000179222,MAGED1
ENSG00000198034,RPS4X
ENSG00000186462,NAP1L2
ENSG00000131174,COX7B
ENSG00000102144,PGK1
ENSG00000186310,NAP1L3
ENSG00000133169,BEX1
ENSG00000102409,BEX4
ENSG00000133134,BEX2
ENSG00000182916,TCEAL7
ENSG00000123562,MORF4L2
ENSG00000123560,PLP1
ENSG00000101856,PGRMC1
ENSG00000198918,RPL39
ENSG00000125356,NDUFA1
ENSG00000134590,RTL8C
ENSG00000198689,SLC9A6
ENSG00000010404,IDS
ENSG00000067840,PDZD4
ENSG00000147403,RPL10
ENSG00000203879,GDI1
ENSG00000104763,ASAH1
ENSG00000147416,ATP6V1B2
ENSG00000061337,LZTS1
ENSG00000158856,DMTN
ENSG00000168490,PHYHIP
ENSG00000104722,NEFM
ENSG00000277586,NEFL
ENSG00000240694,PNMA2
ENSG00000092964,DPYSL2
ENSG00000120899,PTK2B
ENSG00000133872,SARAF
ENSG00000147526,TACC1
ENSG00000169139,UBE2V2
ENSG00000082556,OPRK1
ENSG00000198846,TOX
ENSG00000104388,RAB2A
ENSG00000198363,ASPH
ENSG00000104435,STMN2
ENSG00000123119,NECAB1
ENSG00000156467,UQCRB
ENSG00000156482,RPL30
ENSG00000104490,NCALD
ENSG00000164830,OXR1
ENSG00000104447,TRPS1
ENSG00000136960,ENPP2
ENSG00000147684,NDUFB9
ENSG00000160932,LY6E
ENSG00000176956,LY6H
ENSG00000178719,GRINA
ENSG00000179091,CYC1
ENSG00000155886,SLC24A2
ENSG00000086061,DNAJA1
ENSG00000165269,AQP7
ENSG00000168913,ENHO
ENSG00000135046,ANXA1
ENSG00000198963,RORB
ENSG00000106772,PRUNE2
ENSG00000148082,SHC3
ENSG00000165023,DIRAS2
ENSG00000048828,FAM120A
ENSG00000148180,GSN
ENSG00000197958,RPL12
ENSG00000136854,STXBP1
ENSG00000106976,DNM1
ENSG00000197694,SPTAN1
ENSG00000196358,NTNG2
ENSG00000148303,RPL7A
ENSG00000107317,PTGDS
ENSG00000107281,NPDC1
ENSG00000142089,IFITM3
ENSG00000184524,CEND1
ENSG00000177542,SLC25A22
ENSG00000177600,RPLP2
ENSG00000177685,CRACR2B
ENSG00000117983,MUC5B
ENSG00000078902,TOLLIP
ENSG00000129757,CDKN1C
ENSG00000167323,STIM1
ENSG00000166313,APBB1
ENSG00000050165,DKK3
ENSG00000133816,MICAL2
ENSG00000134333,LDHA
ENSG00000049449,RCN1
ENSG00000110436,SLC1A2
ENSG00000149091,DGKZ
ENSG00000167996,FTH1
ENSG00000124939,SCGB2A1
ENSG00000162188,GNG3
ENSG00000133318,RTN3
ENSG00000176340,COX8A
ENSG00000173486,FKBP2
ENSG00000126432,PRDX5
ENSG00000172757,CFL1
ENSG00000174684,B4GAT1
ENSG00000110092,CCND1
ENSG00000165434,PGM2L1
ENSG00000149269,PAK1
ENSG00000137501,SYTL2
ENSG00000137726,FXYD6
ENSG00000118181,RPS25
ENSG00000137642,SORL1
ENSG00000109971,HSPA8
ENSG00000166257,SCN3B
ENSG00000154146,NRGN
ENSG00000084234,APLP2
ENSG00000254842,LINC02551
ENSG00000251226,AP001999.1
ENSG00000067057,PFKP
ENSG00000178372,CALML5
ENSG00000107485,GATA3
ENSG00000197308,GATA3-AS1
ENSG00000095739,BAMBI
ENSG00000170324,FRMPD2
ENSG00000165443,PHYHIPL
ENSG00000156515,HK1
ENSG00000180817,PPA1
ENSG00000197746,PSAP
ENSG00000107742,SPOCK2
ENSG00000138326,RPS24
ENSG00000165678,GHITM
ENSG00000148671,ADIRF
ENSG00000232110,AL353751.1
ENSG00000171314,PGAM1
ENSG00000095713,CRTAC1
ENSG00000107593,PKD2L1
ENSG00000166136,NDUFB8
ENSG00000059915,PSD
ENSG00000148798,INA
ENSG00000173915,ATP5MD
ENSG00000165868,HSPA12A
ENSG00000065154,OAT
ENSG00000176171,BNIP3
ENSG00000130643,CALY
ENSG00000004478,FKBP4
ENSG00000010278,CD9
ENSG00000139190,VAMP1
ENSG00000111640,GAPDH
ENSG00000111669,TPI1
ENSG00000111674,ENO2
ENSG00000111678,C12orf57
ENSG00000139112,GABARAPL1
ENSG00000246705,H2AFJ
ENSG00000008394,MGST1
ENSG00000048540,LMO3
ENSG00000111716,LDHB
ENSG00000139116,KIF21A
ENSG00000134287,ARF3
ENSG00000181418,DDN
ENSG00000123416,TUBA1B
ENSG00000139644,TMBIM6
ENSG00000139629,GALNT6
ENSG00000170421,KRT8
ENSG00000167778,SPRYD3
ENSG00000135447,PPP1R1A
ENSG00000135426,TESPA1
ENSG00000135404,CD63
ENSG00000197728,RPS26
ENSG00000229117,RPL41
ENSG00000092841,MYL6
ENSG00000110955,ATP5F1B
ENSG00000182379,NXPH4
ENSG00000175203,DCTN2
ENSG00000067715,SYT1
ENSG00000173598,NUDT4
ENSG00000177889,UBE2N
ENSG00000166598,HSP90B1
ENSG00000074590,NUAK1
ENSG00000166111,SVOP
ENSG00000174456,C12orf76
ENSG00000174437,ATP2A2
ENSG00000089009,RPL6
ENSG00000089220,PEBP1
ENSG00000089157,RPLP0
ENSG00000111775,COX6A1
ENSG00000088986,DYNLL1
ENSG00000157782,CABP1
ENSG00000150991,UBC
ENSG00000122026,RPL21
ENSG00000133083,DCLK1
ENSG00000133110,POSTN
ENSG00000102804,TSC22D1
ENSG00000136156,ITM2B
ENSG00000102471,NDFIP2
ENSG00000178235,SLITRK1
ENSG00000213741,RPS29
ENSG00000198513,ATL1
ENSG00000186469,GNG2
ENSG00000165553,NGB
ENSG00000198668,CALM1
ENSG00000183648,NDUFB1
ENSG00000100604,CHGA
ENSG00000165943,MOAP1
ENSG00000165949,IFI27
ENSG00000197102,DYNC1H1
ENSG00000080824,HSP90AA1
ENSG00000166165,CKB
ENSG00000126214,KLC1
ENSG00000156411,ATP5MPL
ENSG00000128739,SNRPN
ENSG00000034053,APBA2
ENSG00000166922,SCG5
ENSG00000166923,GREM1
ENSG00000166145,SPINT1
ENSG00000137825,ITPKA
ENSG00000092445,TYRO3
ENSG00000166963,MAP1A
ENSG00000140264,SERF2
ENSG00000166710,B2M
ENSG00000255302,EID1
ENSG00000104112,SCG3
ENSG00000197535,MYO5A
ENSG00000128989,ARPP19
ENSG00000182718,ANXA2
ENSG00000169032,MAP2K1
ENSG00000174444,RPL4
ENSG00000169018,FEM1B
ENSG00000137818,RPLP1
ENSG00000067225,PKM
ENSG00000156642,NPTN
ENSG00000129009,ISLR
ENSG00000178741,COX5A
ENSG00000198794,SCAMP5
ENSG00000140391,TSPAN3
ENSG00000185787,MORF4L1
ENSG00000140545,MFGE8
ENSG00000166819,PLIN1
ENSG00000185518,SV2B
ENSG00000242173,ARHGDIG
ENSG00000127585,FBXL16
ENSG00000127588,GNG13
ENSG00000007516,BAIAP3
ENSG00000138834,MAPK8IP3
ENSG00000140988,RPS2
ENSG00000103363,ELOB
ENSG00000103145,HCFC1R1
ENSG00000089486,CDIP1
ENSG00000267795,SMIM22
ENSG00000184602,SNN
ENSG00000166780,C16orf45
ENSG00000134419,RPS15A
ENSG00000170540,ARL6IP1
ENSG00000155719,OTOA
ENSG00000122254,HS3ST2
ENSG00000166501,PRKCB
ENSG00000176046,NUPR1
ENSG00000174938,SEZ6L2
ENSG00000149927,DOC2A
ENSG00000149925,ALDOA
ENSG00000090238,YPEL3
ENSG00000099365,STX1B
ENSG00000087258,GNAO1
ENSG00000103034,NDRG4
ENSG00000166848,TERF2IP
ENSG00000171724,VAT1L
ENSG00000166509,CLEC3A
ENSG00000140945,CDH13
ENSG00000230989,HSBP1
ENSG00000135709,KIAA0513
ENSG00000131143,COX4I1
ENSG00000167526,RPL13
ENSG00000178773,CPNE7
ENSG00000007168,PAFAH1B1
ENSG00000004660,CAMKK1
ENSG00000181885,CLDN7
ENSG00000183011,NAA38
ENSG00000220205,VAMP2
ENSG00000161970,RPL26
ENSG00000124422,USP22
ENSG00000109107,ALDOC
ENSG00000198242,RPL23A
ENSG00000108262,GIT1
ENSG00000108298,RPL19
ENSG00000126351,THRA
ENSG00000128422,KRT17
ENSG00000033627,ATP6V0A1
ENSG00000131469,RPL27
ENSG00000131095,GFAP
ENSG00000073969,NSF
ENSG00000154975,CA10
ENSG00000108924,HLF
ENSG00000108960,MMD
ENSG00000108395,TRIM37
ENSG00000141367,CLTC
ENSG00000154229,PRKCA
ENSG00000172809,RPL38
ENSG00000109062,SLC9A3R1
ENSG00000171246,NPTX1
ENSG00000175866,BAIAP2
ENSG00000185624,P4HB
ENSG00000141433,ADCYAP1
ENSG00000141424,SLC39A6
ENSG00000101489,CELF4
ENSG00000152234,ATP5F1A
ENSG00000041353,RAB27B
ENSG00000049759,NEDD4L
ENSG00000206052,DOK6
ENSG00000141668,CBLN2
ENSG00000166342,NETO1
ENSG00000197971,MBP
ENSG00000198053,SIRPA
ENSG00000171867,PRNP
ENSG00000089199,CHGB
ENSG00000132639,SNAP25
ENSG00000125851,PCSK2
ENSG00000125814,NAPB
ENSG00000101439,CST3
ENSG00000101460,MAP1LC3A
ENSG00000260032,NORAD
ENSG00000166913,YWHAB
ENSG00000182463,TSHZ2
ENSG00000124172,ATP5F1E
ENSG00000171858,RPS21
ENSG00000101210,EEF1A2
ENSG00000197457,STMN3
ENSG00000197766,CFD
ENSG00000167468,GPX4
ENSG00000099624,ATP5F1D
ENSG00000099622,CIRBP
ENSG00000115268,RPS15
ENSG00000104964,AES
ENSG00000167676,PLIN4
ENSG00000178531,CTXN1
ENSG00000267855,NDUFA7
ENSG00000233927,RPS28
ENSG00000127445,PIN1
ENSG00000167815,PRDX2
ENSG00000130303,BST2
ENSG00000105640,RPL18A
ENSG00000099308,MAST3
ENSG00000105649,RAB3A
ENSG00000130522,JUND
ENSG00000105701,FKBP8
ENSG00000221983,UBA52
ENSG00000006015,REX1BD
ENSG00000186010,NDUFA13
ENSG00000250067,YJEFN3
ENSG00000105711,SCN1B
ENSG00000126267,COX6B1
ENSG00000126247,CAPNS1
ENSG00000161281,COX7A1
ENSG00000105193,RPS16
ENSG00000275395,FCGBP
ENSG00000174521,TTC9B
ENSG00000105223,PLD3
ENSG00000105404,RABAC1
ENSG00000105409,ATP1A3
ENSG00000131116,ZNF428
ENSG00000130203,APOE
ENSG00000182013,PNMA8A
ENSG00000204851,PNMA8B
ENSG00000042753,AP2S1
ENSG00000130748,TMEM160
ENSG00000105419,MEIS3
ENSG00000105402,NAPA
ENSG00000178980,SELENOW
ENSG00000063177,RPL18
ENSG00000087086,FTL
ENSG00000142534,RPS11
ENSG00000105568,PPP2R1A
ENSG00000126583,PRKCG
ENSG00000170906,NDUFA3
ENSG00000170889,RPS9
ENSG00000083845,RPS5
ENSG00000130725,UBE2M
ENSG00000131100,ATP6V1E1
ENSG00000241973,PI4KA
ENSG00000100030,MAPK1
ENSG00000250479,CHCHD10
ENSG00000240972,MIF
ENSG00000100095,SEZ6L
ENSG00000184076,UQCR10
ENSG00000100362,PVALB
ENSG00000100097,LGALS1
ENSG00000100321,SYNGR1
ENSG00000128272,ATF4
ENSG00000100412,ACO2
ENSG00000100138,SNU13
ENSG00000100167,SEPT3
ENSG00000130638,ATXN10
ENSG00000130487,KLHDC7B
ENSG00000008735,MAPK8IP2
ENSG00000154723,ATP5PF
ENSG00000142192,APP
ENSG00000142168,SOD1
ENSG00000182670,TTC3
ENSG00000183036,PCP4
ENSG00000160182,TFF1
ENSG00000160310,PRMT2
ENSG00000198888,MT-ND1
ENSG00000198763,MT-ND2
ENSG00000198804,MT-CO1
ENSG00000198712,MT-CO2
ENSG00000228253,MT-ATP8
ENSG00000198899,MT-ATP6
ENSG00000198840,MT-ND3
ENSG00000198886,MT-ND4
ENSG00000198727,MT-CYB
ENSG00000215788,TNFRSF25
ENSG00000171735,CAMTA1
ENSG00000116288,PARK7
ENSG00000054523,KIF1B
ENSG00000048707,VPS13D
ENSG00000070831,CDC42
ENSG00000125944,HNRNPR
ENSG00000142676,RPL11
ENSG00000001461,NIPAL3
ENSG00000117643,MAN1C1
ENSG00000169442,CD52
ENSG00000121769,FABP3
ENSG00000162517,PEF1
ENSG00000163873,GRIK3
ENSG00000163875,MEAF6
ENSG00000116983,HPCAL4
ENSG00000131236,CAP1
ENSG00000117410,ATP6V0B
ENSG00000187147,RNF220
ENSG00000117448,AKR1A1
ENSG00000117472,TSPAN1
ENSG00000282881,AL136373.1
ENSG00000162373,BEND5
ENSG00000177606,JUN
ENSG00000116754,SRSF11
ENSG00000174021,GNG5
ENSG00000153904,DDAH1
ENSG00000189195,BTBD8
ENSG00000228971,AL356479.1
ENSG00000085433,WDR47
ENSG00000116299,KIAA1324
ENSG00000143126,CELSR2
ENSG00000197106,SLC6A17
ENSG00000116459,ATP5PB
ENSG00000155366,RHOC
ENSG00000198162,MAN1A2
ENSG00000197956,S100A6
ENSG00000188643,S100A16
ENSG00000189334,S100A14
ENSG00000160678,S100A1
ENSG00000143543,JTB
ENSG00000177954,RPS27
ENSG00000160710,ADAR
ENSG00000254726,MEX3A
ENSG00000196189,SEMA4A
ENSG00000158710,TAGLN2
ENSG00000215845,TSTD1
ENSG00000248485,PCP4L1
ENSG00000117143,UAP1
ENSG00000185630,PBX1
ENSG00000116132,PRRX1
ENSG00000116161,CACYBP
ENSG00000135821,GLUL
ENSG00000157064,NMNAT2
ENSG00000162630,B3GALT2
ENSG00000118200,CAMSAP2
ENSG00000159176,CSRP1
ENSG00000163435,ELF3
ENSG00000058668,ATP2B4
ENSG00000170382,LRRN2
ENSG00000174514,MFSD4A
ENSG00000117691,NENF
ENSG00000143742,SRP9
ENSG00000196187,TMEM63A
ENSG00000163041,H3F3A
ENSG00000203685,STUM
ENSG00000168159,RNF187
ENSG00000135766,EGLN1
ENSG00000152904,GGPS1
