gene_symbol,gene_name
ENSG00000179593,ALOX15B
ENSG00000233670,PIRT
ENSG00000265401,AC093484.3
ENSG00000108244,KRT23
ENSG00000141179,PCTP
ENSG00000141449,GREB1L
ENSG00000260372,AQP4-AS1
ENSG00000267707,AC015961.2
ENSG00000141469,SLC14A1
ENSG00000091157,WDR7
ENSG00000264278,ZNF236-DT
ENSG00000171864,PRND
ENSG00000118702,GHRH
ENSG00000124107,SLPI
ENSG00000141905,NFIC
ENSG00000104938,CLEC4M
ENSG00000124466,LYPD3
ENSG00000269235,ZNF350-AS1
ENSG00000269343,ZNF587B
ENSG00000100027,YPEL1
ENSG00000128342,LIF
ENSG00000128298,BAIAP2L2
ENSG00000184949,FAM227A
ENSG00000277232,GTSE1-DT
ENSG00000183844,FAM3B
ENSG00000211896,IGHG1
ENSG00000268531,AC060814.3
ENSG00000188536,HBA2
ENSG00000206172,HBA1
ENSG00000211592,IGKC
ENSG00000132465,JCHAIN
ENSG00000122585,NPY
ENSG00000244734,HBB
ENSG00000134339,SAA2
ENSG00000173432,SAA1
ENSG00000211890,IGHA2
ENSG00000211892,IGHG4
ENSG00000211895,IGHA1
ENSG00000211897,IGHG3
ENSG00000133392,MYH11
ENSG00000211677,IGLC2
ENSG00000121905,HPCA
ENSG00000189195,BTBD8
ENSG00000163399,ATP1A1
ENSG00000185499,MUC1
ENSG00000123689,G0S2
ENSG00000115756,HPCAL1
ENSG00000034510,TMSB10
ENSG00000054356,PTPRN
ENSG00000175084,DES
ENSG00000187094,CCK
ENSG00000153266,FEZF2
ENSG00000152583,SPARCL1
ENSG00000196616,ADH1B
ENSG00000120251,GRIA2
ENSG00000164326,CARTPT
ENSG00000211445,GPX3
ENSG00000124785,NRN1
ENSG00000234745,HLA-B
ENSG00000159763,PIP
ENSG00000184515,BEX5
ENSG00000175445,LPL
ENSG00000147416,ATP6V1B2
ENSG00000181195,PENK
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000142089,IFITM3
ENSG00000006611,USH1C
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000109971,HSPA8
ENSG00000173267,SNCG
ENSG00000111341,MGP
ENSG00000256193,LINC00507
ENSG00000165949,IFI27
ENSG00000211899,IGHM
ENSG00000166819,PLIN1
ENSG00000103316,CRYM
ENSG00000171346,KRT15
ENSG00000171345,KRT19
ENSG00000154975,CA10
ENSG00000141433,ADCYAP1
ENSG00000101335,MYL9
ENSG00000197766,CFD
ENSG00000211679,IGLC3
ENSG00000100285,NEFH
ENSG00000100362,PVALB
ENSG00000100097,LGALS1
ENSG00000183036,PCP4
ENSG00000160180,TFF3
ENSG00000160182,TFF1
ENSG00000187608,ISG15
ENSG00000187730,GABRD
ENSG00000097021,ACOT7
ENSG00000171603,CLSTN1
ENSG00000116661,FBXO2
ENSG00000142634,EFHD2
ENSG00000158747,NBL1
ENSG00000162545,CAMK2N1
ENSG00000117632,STMN1
ENSG00000198830,HMGN2
ENSG00000158195,WASF2
ENSG00000126709,IFI6
ENSG00000130770,ATP5IF1
ENSG00000121769,FABP3
ENSG00000121753,ADGRB2
ENSG00000175130,MARCKSL1
ENSG00000116544,DLGAP3
ENSG00000020129,NCDN
ENSG00000163873,GRIK3
ENSG00000168653,NDUFS5
ENSG00000117016,RIMS3
ENSG00000066322,ELOVL1
ENSG00000142949,PTPRF
ENSG00000173660,UQCRH
ENSG00000186160,CYP4Z1
ENSG00000157216,SSBP3
ENSG00000184292,TACSTD2
ENSG00000154027,AK5
ENSG00000143013,LMO4
ENSG00000197106,SLC6A17
ENSG00000177301,KCNA2
ENSG00000155380,SLC16A1
ENSG00000163393,SLC22A15
ENSG00000184678,HIST2H2BE
ENSG00000266472,MRPS21
ENSG00000143420,ENSA
ENSG00000143416,SELENBP1
ENSG00000163191,S100A11
ENSG00000143578,CREB3L4
ENSG00000160781,PAQR6
ENSG00000125462,C1orf61
ENSG00000143320,CRABP2
ENSG00000162706,CADM3
ENSG00000158710,TAGLN2
ENSG00000177807,KCNJ10
ENSG00000215845,TSTD1
ENSG00000248485,PCP4L1
ENSG00000162747,FCGR3B
ENSG00000117152,RGS4
ENSG00000143198,MGST3
ENSG00000143164,DCAF6
ENSG00000143153,ATP1B1
ENSG00000075945,KIFAP3
ENSG00000162630,B3GALT2
ENSG00000143862,ARL8A
ENSG00000143858,SYT2
ENSG00000174514,MFSD4A
ENSG00000069275,NUCKS1
ENSG00000162772,ATF3
ENSG00000143499,SMYD2
ENSG00000143761,ARF1
ENSG00000135744,AGT
ENSG00000119280,C1orf198
ENSG00000179456,ZBTB18
ENSG00000186487,MYT1L
ENSG00000162975,KCNF1
ENSG00000162981,FAM84A
ENSG00000163032,VSNL1
ENSG00000084710,EFR3B
ENSG00000138029,HADHB
ENSG00000084764,MAPRE3
ENSG00000243147,MRPL33
ENSG00000152154,TMEM178A
ENSG00000183023,SLC8A1
ENSG00000171132,PRKCE
ENSG00000143933,CALM2
ENSG00000179915,NRXN1
ENSG00000115310,RTN4
ENSG00000119866,BCL11A
ENSG00000014641,MDH1
ENSG00000169764,UGP2
ENSG00000221823,PPP3R1
ENSG00000075340,ADD2
ENSG00000124374,PAIP2B
ENSG00000135636,DYSF
ENSG00000003137,CYP26B1
ENSG00000176204,LRRTM4
ENSG00000186854,TRABD2A
ENSG00000170500,LONRF2
ENSG00000175874,CREG2
ENSG00000186522,SEPT10
ENSG00000144152,FBLN7
ENSG00000144119,C1QL2
ENSG00000136720,HS6ST1
ENSG00000048991,R3HDM1
ENSG00000153234,NR4A2
ENSG00000136541,ERMN
ENSG00000144290,SLC4A10
ENSG00000136531,SCN2A
ENSG00000128683,GAD1
ENSG00000128656,CHN1
ENSG00000115252,PDE1A
ENSG00000061676,NCKAP1
ENSG00000168542,COL3A1
ENSG00000204262,COL5A2
ENSG00000115419,GLS
ENSG00000196950,SLC39A10
ENSG00000188674,C2orf80
ENSG00000078018,MAP2
ENSG00000115414,FN1
ENSG00000197756,RPL37A
ENSG00000115461,IGFBP5
ENSG00000163466,ARPC2
ENSG00000171450,CDK5R2
ENSG00000127824,TUBA4A
ENSG00000116106,EPHA4
ENSG00000171951,SCG2
ENSG00000135919,SERPINE2
ENSG00000135916,ITM2C
ENSG00000115468,EFHD1
ENSG00000066248,NGEF
ENSG00000188042,ARL4C
ENSG00000115648,MLPH
ENSG00000134121,CHL1
ENSG00000150995,ITPR1
ENSG00000187288,CIDEC
ENSG00000157087,ATP2B2
ENSG00000157103,SLC6A1
ENSG00000157152,SYN2
ENSG00000144711,IQSEC1
ENSG00000172995,ARPP21
ENSG00000168314,MOBP
ENSG00000012223,LTF
ENSG00000010256,UQCRC1
ENSG00000164061,BSN
ENSG00000198643,FAM3D
ENSG00000163618,CADPS
ENSG00000163630,SYNPR
ENSG00000080822,CLDND1
ENSG00000080819,CPOX
ENSG00000172020,GAP43
ENSG00000065534,MYLK
ENSG00000160145,KALRN
ENSG00000091513,TF
ENSG00000154917,RAB6B
ENSG00000158258,CLSTN2
ENSG00000153002,CPB1
ENSG00000163536,SERPINI1
ENSG00000013297,CLDN11
ENSG00000114796,KLHL24
ENSG00000175182,FAM131A
ENSG00000157005,SST
ENSG00000114279,FGF12
ENSG00000189058,APOD
ENSG00000168993,CPLX1
ENSG00000159788,RGS12
ENSG00000168824,NSG1
ENSG00000074211,PPP2R2C
ENSG00000163993,S100P
ENSG00000169744,LDB2
ENSG00000151552,QDPR
ENSG00000185774,KCNIP4
ENSG00000169851,PCDH7
ENSG00000154277,UCHL1
ENSG00000072201,LNX1
ENSG00000171476,HOPX
ENSG00000169116,PARM1
ENSG00000138757,G3BP2
ENSG00000138760,SCARB2
ENSG00000109339,MAPK10
ENSG00000118785,SPP1
ENSG00000145335,SNCA
ENSG00000138814,PPP3CA
ENSG00000145349,CAMK2D
ENSG00000138650,PCDH10
ENSG00000183090,FREM3
ENSG00000109670,FBXW7
ENSG00000145423,SFRP2
ENSG00000164124,TMEM144
ENSG00000171509,RXFP1
ENSG00000109472,CPE
ENSG00000164106,SCRG1
ENSG00000145451,GLRA3
ENSG00000150625,GPM6A
ENSG00000151729,SLC25A4
ENSG00000215218,UBE2QL1
ENSG00000133401,PDZD2
ENSG00000198865,CCDC152
ENSG00000112972,HMGCS1
ENSG00000249436,AC008780.2
ENSG00000145675,PIK3R1
ENSG00000171617,ENC1
ENSG00000132846,ZBED3
ENSG00000113319,RASGRF2
ENSG00000164176,EDIL3
ENSG00000081189,MEF2C
ENSG00000164292,RHOBTB3
ENSG00000152495,CAMK4
ENSG00000134986,NREP
ENSG00000205279,CTXN3
ENSG00000169567,HINT1
ENSG00000198944,SOWAHA
ENSG00000164405,UQCRQ
ENSG00000213585,VDAC1
ENSG00000271824,SMIM32
ENSG00000132563,REEP2
ENSG00000044115,CTNNA1
ENSG00000131507,NDFIP1
ENSG00000183775,KCTD16
ENSG00000070808,CAMK2A
ENSG00000019582,CD74
ENSG00000171992,SYNPO
ENSG00000197043,ANXA6
ENSG00000055163,CYFIP2
ENSG00000145864,GABRB2
ENSG00000022355,GABRA1
ENSG00000113327,GABRG2
ENSG00000188573,FBLL1
ENSG00000170091,NSG2
ENSG00000145920,CPLX2
ENSG00000113763,UNC5A
ENSG00000050748,MAPK9
ENSG00000137267,TUBB2A
ENSG00000112186,CAP2
ENSG00000137177,KIF13A
ENSG00000152954,NRSN1
ENSG00000206503,HLA-A
ENSG00000204525,HLA-C
ENSG00000213760,ATP6V1G2
ENSG00000204387,C6orf48
ENSG00000204314,PRRT1
ENSG00000197283,SYNGAP1
ENSG00000124664,SPDEF
ENSG00000137409,MTCH1
ENSG00000096006,CRISP3
ENSG00000156508,EEF1A1
ENSG00000146242,TPBG
ENSG00000135346,CGA
ENSG00000118432,CNR1
ENSG00000186231,KLHL32
ENSG00000272398,CD24
ENSG00000112290,WASF1
ENSG00000155111,CDK19
ENSG00000189241,TSPYL1
ENSG00000196376,SLC35F1
ENSG00000111885,MAN1A1
ENSG00000152661,GJA1
ENSG00000172673,THEMIS
ENSG00000131016,AKAP12
ENSG00000091831,ESR1
ENSG00000146469,VIP
ENSG00000112531,QKI
ENSG00000071242,RPS6KA2
ENSG00000188191,PRKAR1B
ENSG00000189043,NDUFA4
ENSG00000006468,ETV1
ENSG00000136267,DGKB
ENSG00000106541,AGR2
ENSG00000172115,CYCS
ENSG00000164600,NEUROD6
ENSG00000086289,EPDR1
ENSG00000164708,PGAM2
ENSG00000164742,ADCY1
ENSG00000170419,VSTM2A
ENSG00000185274,GALNT17
ENSG00000106089,STX1A
ENSG00000165215,CLDN3
ENSG00000106683,LIMK1
ENSG00000005486,RHBDD2
ENSG00000170027,YWHAG
ENSG00000135218,CD36
ENSG00000186472,PCLO
ENSG00000157214,STEAP2
ENSG00000164692,COL1A2
ENSG00000166448,TMEM130
ENSG00000160862,AZGP1
ENSG00000166925,TSC22D4
ENSG00000106367,AP1S1
ENSG00000128564,VGF
ENSG00000233123,LINC01007
ENSG00000189056,RELN
ENSG00000008282,SYPL1
ENSG00000233705,SLC26A4-AS1
ENSG00000091129,NRCAM
ENSG00000128512,DOCK4
ENSG00000004059,ARF5
ENSG00000128596,CCDC136
ENSG00000236279,CLEC2L
ENSG00000261115,TMEM178B
ENSG00000106123,EPHB6
ENSG00000130226,DPP6
ENSG00000155093,PTPRN2
ENSG00000169100,SLC25A6
ENSG00000002586,CD99
ENSG00000149970,CNKSR2
ENSG00000156298,TSPAN7
ENSG00000102226,USP11
ENSG00000008056,SYN1
ENSG00000102109,PCSK1N
ENSG00000102003,SYP
ENSG00000186462,NAP1L2
ENSG00000229807,XIST
ENSG00000131174,COX7B
ENSG00000186310,NAP1L3
ENSG00000133134,BEX2
ENSG00000123560,PLP1
ENSG00000101938,CHRDL1
ENSG00000102024,PLS3
ENSG00000125356,NDUFA1
ENSG00000005893,LAMP2
ENSG00000165704,HPRT1
ENSG00000129682,FGF13
ENSG00000010404,IDS
ENSG00000198910,L1CAM
ENSG00000203879,GDI1
ENSG00000275342,PRAG1
ENSG00000156011,PSD3
ENSG00000158856,DMTN
ENSG00000168490,PHYHIP
ENSG00000179388,EGR3
ENSG00000104722,NEFM
ENSG00000277586,NEFL
ENSG00000240694,PNMA2
ENSG00000120899,PTK2B
ENSG00000120885,CLU
ENSG00000047249,ATP6V1H
ENSG00000198846,TOX
ENSG00000104435,STMN2
ENSG00000104267,CA2
ENSG00000104327,CALB1
ENSG00000123119,NECAB1
ENSG00000164951,PDP1
ENSG00000175305,CCNE2
ENSG00000147649,MTDH
ENSG00000164924,YWHAZ
ENSG00000104490,NCALD
ENSG00000164929,BAALC
ENSG00000164830,OXR1
ENSG00000147642,SYBU
ENSG00000147676,MAL2
ENSG00000136960,ENPP2
ENSG00000160932,LY6E
ENSG00000176956,LY6H
ENSG00000178209,PLEC
ENSG00000261678,SCRT1
ENSG00000161016,RPL8
ENSG00000080503,SMARCA2
ENSG00000155886,SLC24A2
ENSG00000107105,ELAVL2
ENSG00000198963,RORB
ENSG00000148053,NTRK2
ENSG00000165023,DIRAS2
ENSG00000130948,HSD17B3
ENSG00000136928,GABBR2
ENSG00000106799,TGFBR1
ENSG00000095209,TMEM38B
ENSG00000260230,FRRS1L
ENSG00000198121,LPAR1
ENSG00000041982,TNC
ENSG00000148180,GSN
ENSG00000165209,STRBP
ENSG00000136854,STXBP1
ENSG00000171159,C9orf16
ENSG00000197694,SPTAN1
ENSG00000130707,ASS1
ENSG00000097007,ABL1
ENSG00000126878,AIF1L
ENSG00000196358,NTNG2
ENSG00000130558,OLFM1
ENSG00000172889,EGFL7
ENSG00000107317,PTGDS
ENSG00000176884,GRIN1
ENSG00000176058,TPRN
ENSG00000184524,CEND1
ENSG00000177542,SLC25A22
ENSG00000117983,MUC5B
ENSG00000078902,TOLLIP
ENSG00000117984,CTSD
ENSG00000110651,CD81
ENSG00000129757,CDKN1C
ENSG00000166387,PPFIBP2
ENSG00000133805,AMPD3
ENSG00000050165,DKK3
ENSG00000133816,MICAL2
ENSG00000129159,KCNC1
ENSG00000134333,LDHA
ENSG00000110786,PTPN5
ENSG00000165973,NELL1
ENSG00000049449,RCN1
ENSG00000110427,KIAA1549L
ENSG00000110436,SLC1A2
ENSG00000019505,SYT13
ENSG00000175264,CHST1
ENSG00000149091,DGKZ
ENSG00000172247,C1QTNF4
ENSG00000086205,FOLH1
ENSG00000134817,APLNR
ENSG00000186907,RTN4RL2
ENSG00000211450,SELENOH
ENSG00000011347,SYT7
ENSG00000124920,MYRF
ENSG00000124939,SCGB2A1
ENSG00000185475,TMEM179B
ENSG00000168539,CHRM1
ENSG00000133321,RARRES3
ENSG00000133318,RTN3
ENSG00000126432,PRDX5
ENSG00000251562,MALAT1
ENSG00000174871,CNIH2
ENSG00000174851,YIF1A
ENSG00000174684,B4GAT1
ENSG00000172508,CARNS1
ENSG00000110092,CCND1
ENSG00000186642,PDE2A
ENSG00000021300,PLEKHB1
ENSG00000149269,PAK1
ENSG00000033327,GAB2
ENSG00000182103,FAM181B
ENSG00000152578,GRIA4
ENSG00000185742,C11orf87
ENSG00000109846,CRYAB
ENSG00000149294,NCAM1
ENSG00000149591,TAGLN
ENSG00000137726,FXYD6
ENSG00000154096,THY1
ENSG00000166257,SCN3B
ENSG00000154146,NRGN
ENSG00000165478,HEPACAM
ENSG00000254842,LINC02551
ENSG00000109956,B3GAT1
ENSG00000067057,PFKP
ENSG00000178372,CALML5
ENSG00000107485,GATA3
ENSG00000183049,CAMK1D
ENSG00000165995,CACNB2
ENSG00000150867,PIP4K2A
ENSG00000107863,ARHGAP21
ENSG00000136750,GAD2
ENSG00000095739,BAMBI
ENSG00000170324,FRMPD2
ENSG00000197444,OGDHL
ENSG00000107742,SPOCK2
ENSG00000107758,PPP3CB
ENSG00000148660,CAMK2G
ENSG00000165637,VDAC2
ENSG00000122359,ANXA11
ENSG00000122378,FAM213A
ENSG00000165678,GHITM
ENSG00000148671,ADIRF
ENSG00000119922,IFIT2
ENSG00000138207,RBP4
ENSG00000120053,GOT1
ENSG00000099194,SCD
ENSG00000235823,OLMALINC
ENSG00000059915,PSD
ENSG00000148798,INA
ENSG00000173915,ATP5MD
ENSG00000107518,ATRNL1
ENSG00000165868,HSPA12A
ENSG00000138152,BTBD16
ENSG00000111218,PRMT8
ENSG00000118971,CCND2
ENSG00000139190,VAMP1
ENSG00000111640,GAPDH
ENSG00000089693,MLF2
ENSG00000159335,PTMS
ENSG00000111669,TPI1
ENSG00000139182,CLSTN3
ENSG00000139112,GABARAPL1
ENSG00000111276,CDKN1B
ENSG00000013588,GPRC5A
ENSG00000273079,GRIN2B
ENSG00000246705,H2AFJ
ENSG00000048540,LMO3
ENSG00000111716,LDHB
ENSG00000184613,NELL2
ENSG00000134287,ARF3
ENSG00000181418,DDN
ENSG00000167552,TUBA1A
ENSG00000167588,GPD1
ENSG00000139629,GALNT6
ENSG00000196876,SCN8A
ENSG00000170421,KRT8
ENSG00000111057,KRT18
ENSG00000123360,PDE1B
ENSG00000135447,PPP1R1A
ENSG00000172551,MUCL1
ENSG00000135426,TESPA1
ENSG00000135441,BLOC1S1
ENSG00000135404,CD63
ENSG00000092841,MYL6
ENSG00000110955,ATP5F1B
ENSG00000182379,NXPH4
ENSG00000135454,B4GALNT1
ENSG00000135439,AGAP2
ENSG00000198673,FAM19A2
ENSG00000090382,LYZ
ENSG00000067715,SYT1
ENSG00000139220,PPFIA2
ENSG00000179104,TMTC2
ENSG00000070961,ATP2B1
ENSG00000173598,NUDT4
ENSG00000184752,NDUFA12
ENSG00000185046,ANKS1B
ENSG00000074590,NUAK1
ENSG00000136003,ISCU
ENSG00000166111,SVOP
ENSG00000174437,ATP2A2
ENSG00000111249,CUX2
ENSG00000176871,WSB2
ENSG00000122966,CIT
ENSG00000088986,DYNLL1
ENSG00000157782,CABP1
ENSG00000110931,CAMKK2
ENSG00000120694,HSPH1
ENSG00000172915,NBEA
ENSG00000120693,SMAD9
ENSG00000133110,POSTN
ENSG00000102804,TSC22D1
ENSG00000102468,HTR2A
ENSG00000136156,ITM2B
ENSG00000136099,PCDH8
ENSG00000118946,PCDH17
ENSG00000185352,HS6ST3
ENSG00000129538,RNASE1
ENSG00000092199,HNRNPC
ENSG00000166091,CMTM5
ENSG00000092051,JPH4
ENSG00000100884,CPNE6
ENSG00000129515,SNX6
ENSG00000139874,SSTR1
ENSG00000198513,ATL1
ENSG00000186469,GNG2
ENSG00000131981,LGALS3
ENSG00000178974,FBXO34
ENSG00000139970,RTN1
ENSG00000139973,SYT16
ENSG00000033170,FUT8
ENSG00000072110,ACTN1
ENSG00000197555,SIPA1L1
ENSG00000119711,ALDH6A1
ENSG00000170345,FOS
ENSG00000165553,NGB
ENSG00000185070,FLRT2
ENSG00000198668,CALM1
ENSG00000183648,NDUFB1
ENSG00000100604,CHGA
ENSG00000165943,MOAP1
ENSG00000119698,PPP4R4
ENSG00000036530,CYP46A1
ENSG00000196405,EVL
ENSG00000214548,MEG3
ENSG00000197102,DYNC1H1
ENSG00000080824,HSP90AA1
ENSG00000126214,KLC1
ENSG00000099814,CEP170B
ENSG00000182809,CRIP2
ENSG00000170113,NIPA1
ENSG00000166206,GABRB3
ENSG00000186297,GABRA5
ENSG00000166922,SCG5
ENSG00000137843,PAK6
ENSG00000137825,ITPKA
ENSG00000092445,TYRO3
ENSG00000166710,B2M
ENSG00000104112,SCG3
ENSG00000128872,TMOD2
ENSG00000197535,MYO5A
ENSG00000128989,ARPP19
ENSG00000169032,MAP2K1
ENSG00000166173,LARP6
ENSG00000156642,NPTN
ENSG00000129009,ISLR
ENSG00000169783,LINGO1
ENSG00000140545,MFGE8
ENSG00000185518,SV2B
ENSG00000242173,ARHGDIG
ENSG00000127585,FBXL16
ENSG00000103260,METRN
ENSG00000007516,BAIAP3
ENSG00000127561,SYNGR3
ENSG00000184207,PGP
ENSG00000078328,RBFOX1
ENSG00000183044,ABAT
ENSG00000183454,GRIN2A
ENSG00000186260,MKL2
ENSG00000170540,ARL6IP1
ENSG00000174628,IQCK
ENSG00000167191,GPRC5B
ENSG00000122254,HS3ST2
ENSG00000004779,NDUFAB1
ENSG00000166501,PRKCB
ENSG00000006116,CACNG3
ENSG00000182601,HS3ST4
ENSG00000261329,AC016597.1
ENSG00000176046,NUPR1
ENSG00000167371,PRRT2
ENSG00000174938,SEZ6L2
ENSG00000149927,DOC2A
ENSG00000090238,YPEL3
ENSG00000099385,BCL7C
ENSG00000087250,MT3
ENSG00000125144,MT1G
ENSG00000103034,NDRG4
ENSG00000172137,CALB2
ENSG00000260788,AC009063.2
ENSG00000103154,NECAB2
ENSG00000167526,RPL13
ENSG00000159842,ABR
ENSG00000132386,SERPINF1
ENSG00000004660,CAMKK1
ENSG00000181885,CLDN7
ENSG00000129244,ATP1B2
ENSG00000133026,MYH10
ENSG00000109099,PMP22
ENSG00000170315,UBB
ENSG00000087095,NLK
ENSG00000109107,ALDOC
ENSG00000126860,EVI2A
ENSG00000176749,CDK5R1
ENSG00000006042,TMEM98
ENSG00000108298,RPL19
ENSG00000128422,KRT17
ENSG00000173786,CNP
ENSG00000131095,GFAP
ENSG00000073969,NSF
ENSG00000173917,HOXB2
ENSG00000182575,NXPH3
ENSG00000108821,COL1A1
ENSG00000262967,AC005921.2
ENSG00000239672,NME1
ENSG00000108924,HLF
ENSG00000108387,SEPT4
ENSG00000108395,TRIM37
ENSG00000141367,CLTC
ENSG00000167434,CA4
ENSG00000154229,PRKCA
ENSG00000180616,SSTR2
ENSG00000109062,SLC9A3R1
ENSG00000109089,CDR2L
ENSG00000189159,JPT1
ENSG00000035862,TIMP2
ENSG00000108679,LGALS3BP
ENSG00000167281,RBFOX3
ENSG00000173821,RNF213
ENSG00000171246,NPTX1
ENSG00000175866,BAIAP2
ENSG00000184009,ACTG1
ENSG00000141542,RAB40B
ENSG00000170579,DLGAP1
ENSG00000171885,AQP4
ENSG00000101489,CELF4
ENSG00000132872,SYT4
ENSG00000152234,ATP5F1A
ENSG00000141668,CBLN2
ENSG00000266844,AC093330.1
ENSG00000197971,MBP
ENSG00000088832,FKBP1A
ENSG00000088899,LZTS3
ENSG00000198171,DDRGK1
ENSG00000089199,CHGB
ENSG00000132639,SNAP25
ENSG00000132640,BTBD3
ENSG00000125851,PCSK2
ENSG00000101439,CST3
ENSG00000101367,MAPRE1
ENSG00000260032,NORAD
ENSG00000053438,NNAT
ENSG00000132821,VSTM2L
ENSG00000168734,PKIG
ENSG00000166913,YWHAB
ENSG00000124145,SDC4
ENSG00000101443,WFDC2
ENSG00000149654,CDH22
ENSG00000026559,KCNG1
ENSG00000124172,ATP5F1E
ENSG00000171858,RPS21
ENSG00000197457,STMN3
ENSG00000183186,C2CD4C
ENSG00000172270,BSG
ENSG00000099624,ATP5F1D
ENSG00000130005,GAMT
ENSG00000127540,UQCR11
ENSG00000104964,AES
ENSG00000161082,CELF5
ENSG00000186111,PIP5K1C
ENSG00000167676,PLIN4
ENSG00000167680,SEMA6B
ENSG00000167733,HSD11B1L
ENSG00000260001,TGFBR3L
ENSG00000178531,CTXN1
ENSG00000127445,PIN1
ENSG00000105376,ICAM5
ENSG00000129355,CDKN2D
ENSG00000105613,MAST1
ENSG00000130477,UNC13A
ENSG00000099308,MAST3
ENSG00000105649,RAB3A
ENSG00000130522,JUND
ENSG00000130511,SSBP4
ENSG00000006016,CRLF1
ENSG00000105696,TMEM59L
ENSG00000187664,HAPLN4
ENSG00000250067,YJEFN3
ENSG00000169021,UQCRFS1
ENSG00000198597,ZNF536
ENSG00000105711,SCN1B
ENSG00000089356,FXYD3
ENSG00000221946,FXYD7
ENSG00000105695,MAG
ENSG00000105270,CLIP3
ENSG00000161281,COX7A1
ENSG00000167641,PPP1R14A
ENSG00000105223,PLD3
ENSG00000105409,ATP1A3
ENSG00000130203,APOE
ENSG00000130208,APOC1
ENSG00000130748,TMEM160
ENSG00000118160,SLC8A2
ENSG00000105402,NAPA
ENSG00000177380,PPFIA3
ENSG00000104888,SLC17A7
ENSG00000142534,RPS11
ENSG00000105568,PPP2R1A
ENSG00000126583,PRKCG
ENSG00000129990,SYT5
ENSG00000040608,RTN4R
ENSG00000241973,PI4KA
