# ALPHA = 0.05
# NUMBER_OF_TESTS = 15

# _SET1_  VARIABLE = Layer2 (set)
# _SET1_  NGENES = 1414
# _SET1_  P-VALUE = 2.30842e-07
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000188910     1   35211790   35261970    178      32  154633       -1.344      0.62779    0.00041656      -1.3444
_SET1_   ENSG00000116544     1   35321037   35430186    141      34  150805       3.1008   1.7505e-05    0.00041656       3.1004
_SET1_   ENSG00000020129     1   35988074   36042875     39       4  150946       2.7669   0.00063063    0.00041656       2.7664
_SET1_   ENSG00000054118     1   36655017   36780958    141      15  148488     -0.42377      0.30597    0.00041656     -0.42419
_SET1_   ENSG00000163877     1   37990050   38054903    147      18  145232     -0.12357      0.15233    0.00041656     -0.12399
_SET1_   ENSG00000183520     1   38439930   38500496    119      29  149493       0.6375     0.043638    0.00041656      0.63708
_SET1_   ENSG00000224592     1   38477986   38594697    243      35  153796      -1.2103      0.60199    0.00041656      -1.2107
_SET1_   ENSG00000185668     1   38499523   38547450    122      16  154855     -0.97523      0.61801    0.00041656     -0.97564
_SET1_   ENSG00000116983     1   40134320   40192361    198      36  156412       0.4631     0.074174    0.00041656      0.46268
_SET1_   ENSG00000084070     1   40775522   40898998    320      40  154438     -0.45432      0.26021    0.00041656     -0.45474
_SET1_   ENSG00000066136     1   41122320   41247275    295      18  152214       2.0911   0.00074391    0.00041656       2.0907
_SET1_   ENSG00000117400     1   43768478   43828443     63       8  152385       3.8144   7.1671e-07    0.00041656        3.814
_SET1_   ENSG00000142949     1   43955858   44099343    315      18  155325       5.1773   1.4891e-10    0.00041656       5.1769
_SET1_   ENSG00000178028     1   44644127   44696353     67      13  144158       1.6068    0.0031965    0.00041656       1.6064
_SET1_   ENSG00000162456     1   47001316   47052199    113      19  146541     -0.71693      0.34078    0.00041656     -0.71735
_SET1_   ENSG00000079277     1   47013090   47117515    193      22  149043      0.43393     0.052637    0.00041656      0.43351
_SET1_   ENSG00000162365     1   47568107   47625413    178       9  157639     -0.65486      0.38255    0.00041656     -0.65527
_SET1_   ENSG00000173406     1   57450451   59047406   4687     268  152140     -0.67482     0.019461    0.00041656     -0.67524
_SET1_   ENSG00000177606     1   59236465   59284785     69      13  154295      0.50635     0.095394    0.00041656      0.50594
_SET1_   ENSG00000134709     1   60245458   60352050    219      26  148293      0.17944      0.12639    0.00041656      0.17902
_SET1_   ENSG00000033122     1   69999081   70627628   1610      75  155716      0.97484    0.0014659    0.00041656      0.97443
_SET1_   ENSG00000132485     1   71518974   71581980    122      20  146090        1.108     0.014723    0.00041656       1.1076
_SET1_   ENSG00000178965     1   75023795   75174422    263      28  155723     -0.36987      0.23996    0.00041656     -0.37029
_SET1_   ENSG00000117155     1   85099390   85191486    214      22  147851     -0.82767      0.39848    0.00041656     -0.82808
_SET1_   ENSG00000055732     1   85473765   85549182    191      24  154029      0.26319      0.10309    0.00041656      0.26277
_SET1_   ENSG00000197147     1   89955395   90073423    274      16  151730      0.89216     0.018565    0.00041656      0.89174
_SET1_   ENSG00000189195     1   92510862   92623393    182      16  144451      -1.3419      0.53792    0.00041656      -1.3423
_SET1_   ENSG00000143033     1   93509792   93614638    215      30  151133      0.93022     0.021957    0.00041656      0.92981
_SET1_   ENSG00000117598     1   99345806   99505588    573      44  149294      0.75133     0.016862    0.00041656      0.75092
_SET1_   ENSG00000117600     1   99694509   99785146    260      27  147665      -1.9224      0.77566    0.00041656      -1.9229
_SET1_   ENSG00000099260     1  100076499  100170097    247      36  149485      -1.1261      0.49254    0.00041656      -1.1265
_SET1_   ENSG00000181656     1  100968693  101017574     77      12  157955     -0.56327      0.39376    0.00041656     -0.56368
_SET1_   ENSG00000143126     1  109757641  109828372    167      30  146875     -0.32142      0.19965    0.00041656     -0.32184
_SET1_   ENSG00000116337     1  110123726  110184673    111      20  152145      0.98672     0.027795    0.00041656       0.9863
_SET1_   ENSG00000168765     1  110163703  110218118    119      20  151895       1.1102     0.016735    0.00041656       1.1098
_SET1_   ENSG00000134202     1  110266554  110319384    126      22  153897     -0.72813       0.3932    0.00041656     -0.72855
_SET1_   ENSG00000259834     1  111186182  111234662    105      14  153191      -1.2243      0.59517    0.00041656      -1.2247
_SET1_   ENSG00000121931     1  111479807  111541701    108      17  152368    -0.075169      0.21083    0.00041656    -0.075586
_SET1_   ENSG00000171385     1  112303284  112566777    750      97  151429       1.6503   0.00045856    0.00041656       1.6498
_SET1_   ENSG00000163349     1  114436814  114530426    164      29  148004       1.1739    0.0098553    0.00041656       1.1735
_SET1_   ENSG00000134259     1  115818539  115915857    364      54  150629       4.2925   1.9005e-08    0.00041656       4.2921
_SET1_   ENSG00000143061     1  117107031  117245375    155      31  150734      -1.4886      0.66309    0.00041656       -1.489
_SET1_   ENSG00000198483     1  145514230  145578526     82      11  157977     -0.73383      0.42542    0.00041656     -0.73425
_SET1_   ENSG00000159409     1  151664880  151724290    104      14  154880       1.1848     0.016725    0.00041656       1.1843
_SET1_   ENSG00000159450     1  152068793  152121556     35      10  149943      -2.0444       0.8679    0.00041656      -2.0448
_SET1_   ENSG00000224308     1  152892516  152956686    112      11  149461     -0.40105      0.22175    0.00041656     -0.40147
_SET1_   ENSG00000203782     1  153197176  153244598    163      17  158268      0.83999     0.035784    0.00041656      0.83957
_SET1_   ENSG00000143515     1  154263029  154333783    184      22  155724       2.0595    0.0011183    0.00041656       2.0591
_SET1_   ENSG00000163357     1  154971300  155033406     90      19  148665       3.3469   4.6647e-06    0.00041656       3.3465
_SET1_   ENSG00000116539     1  155295059  155567598    206      24  142084       1.2388    0.0065682    0.00041656       1.2384
_SET1_   ENSG00000116604     1  156423519  156505620    159      24  148262       1.6786    0.0025077    0.00041656       1.6782
_SET1_   ENSG00000260460     1  156444646  156491473     98      15  148579       1.8042    0.0019627    0.00041656       1.8038
_SET1_   ENSG00000198400     1  156750432  156861642    250      38  153980     -0.14977      0.19116    0.00041656     -0.15019
_SET1_   ENSG00000162728     1  160016360  160070353    116      15  152141       1.5406    0.0047949    0.00041656       1.5401
_SET1_   ENSG00000162729     1  160051130  160103733    125      21  154392        3.026   3.4434e-05    0.00041656       3.0256
_SET1_   ENSG00000143318     1  160125285  160181676    166      40  155358       1.6836    0.0033726    0.00041656       1.6832
_SET1_   ENSG00000122223     1  160789950  160867692    232      16  157227     -0.11989      0.17655    0.00041656      -0.1203
_SET1_   ENSG00000143171     1  165360159  165449433    334      39  152573     -0.50723      0.25374    0.00041656     -0.50765
_SET1_   ENSG00000229588     1  166269121  166314999    131      15  152541     -0.87402      0.46469    0.00041656     -0.87444
_SET1_   ENSG00000143164     1  167870021  168055081    243      15  141461     -0.45222      0.19937    0.00041656     -0.45264
_SET1_   ENSG00000143158     1  167875967  167941278    111       8  139883     -0.47599      0.23522    0.00041656      -0.4764
_SET1_   ENSG00000198734     1  169473404  169590826    465      41  150715      0.21835     0.058416    0.00041656      0.21793
_SET1_   ENSG00000117533     1  171659300  171746387    263      17  150933       1.5917    0.0035753    0.00041656       1.5913
_SET1_   ENSG00000152092     1  176816438  177169109    793      58  150129      -1.3429      0.41189    0.00041656      -1.3433
_SET1_   ENSG00000198797     1  177105633  177261558    296      30  151874        2.735   5.4857e-05    0.00041656       2.7346
_SET1_   ENSG00000143340     1  179677298  179795333    404      38  151023       0.4086     0.045199    0.00041656      0.40819
_SET1_   ENSG00000135823     1  180931861  181027047    198      29  151302     -0.50924      0.26677    0.00041656     -0.50965
_SET1_   ENSG00000162783     1  181022638  181069977    155      20  152662      0.44079     0.073133    0.00041656      0.44038
_SET1_   ENSG00000198216     1  181347238  181787219   1100      89  152705     -0.49255     0.089868    0.00041656     -0.49296
_SET1_   ENSG00000135824     1  182605239  182688711    206      29  150985       1.6162    0.0050428    0.00041656       1.6158
_SET1_   ENSG00000121481     1  184979496  185081740    118      18  144883       1.0535     0.019274    0.00041656       1.0531
_SET1_   ENSG00000116785     1  196708925  196773203     42       7  151099    -0.016027      0.18125    0.00041656    -0.016444
_SET1_   ENSG00000058668     1  203560689  203723209    379      51  148588      0.13907     0.074417    0.00041656      0.13865
_SET1_   ENSG00000143850     1  204177979  204381793    593      47  151336      0.50696     0.025093    0.00041656      0.50654
_SET1_   ENSG00000170382     1  204576298  204689861    291      34  152068       1.3058    0.0065002    0.00041656       1.3053
_SET1_   ENSG00000174514     1  205503013  205582046    253      30  154815      0.25435     0.093436    0.00041656      0.25394
_SET1_   ENSG00000123689     1  209813765  209859733    134      32  154353      -0.3685      0.27052    0.00041656     -0.36891
_SET1_   ENSG00000117650     1  211826114  211883960    172      26  153084      -1.8244      0.80351    0.00041656      -1.8248
_SET1_   ENSG00000123685     1  212849760  212908327    218      31  155747      -1.9689      0.84346    0.00041656      -1.9693
_SET1_   ENSG00000162817     1  220828187  220882499    187      20  148911       1.1533     0.018988    0.00041656       1.1529
_SET1_   ENSG00000186205     1  220925101  220997735    217      28  156548      0.28282      0.10712    0.00041656       0.2824
_SET1_   ENSG00000203685     1  226701501  226806915    274      38  154438         1.73     0.002414    0.00041656       1.7296
_SET1_   ENSG00000143761     1  228235361  228296912     73      12  149422      -1.3146      0.66882    0.00041656       -1.315
_SET1_   ENSG00000154358     1  228360831  228576577    530      25  154528     -0.89094      0.34405    0.00041656     -0.89136
_SET1_   ENSG00000162913     1  228381207  228436365    139       8  156388     -0.18236       0.2028    0.00041656     -0.18278
_SET1_   ENSG00000162931     1  228585641  228639562    105      14  146961     -0.97348      0.52892    0.00041656     -0.97389
_SET1_   ENSG00000154429     1  229446758  229514041    146      22  155265    -0.024149      0.16372    0.00041656    -0.024566
_SET1_   ENSG00000135750     1  233714750  233818258    395      62  154117      -1.2745      0.50745    0.00041656      -1.2749
_SET1_   ENSG00000143669     1  235814341  236081940    399      23  153281     -0.76096      0.30889    0.00041656     -0.76138
_SET1_   ENSG00000237250     1  237990475  238101621    393      37  146277     -0.71956      0.26063    0.00041656     -0.71998
_SET1_   ENSG00000133019     1  239514865  240088750   1399     114  152450       0.5397    0.0039078    0.00041656      0.53928
_SET1_   ENSG00000225554     1  241552592  241606792    170      30  151752       1.2046     0.010475    0.00041656       1.2042
_SET1_   ENSG00000203668     1  241782155  241834232    172      38  155349       1.1882     0.015957    0.00041656       1.1878
_SET1_   ENSG00000197769     1  242148792  242197375    214      35  157178      -2.5487      0.94083    0.00041656      -2.5491
_SET1_   ENSG00000179456     1  244179585  244230778    119      30  152524       2.0927    0.0010918    0.00041656       2.0923
_SET1_   ENSG00000162852     1  246694746  246841886    474      46  145800       2.0067   0.00021565    0.00041656       2.0063
_SET1_   ENSG00000189292     2     269558     323851    110      22  152776      0.65387     0.049518    0.00041656      0.65345
_SET1_   ENSG00000186487     2    1782885    2370032   1646      96  149480       1.1678   0.00039468    0.00041656       1.1674
_SET1_   ENSG00000032389     2    3182696    3416653    795      38  155225        1.837   0.00055479    0.00041656       1.8366
_SET1_   ENSG00000271868     2    3465727    3511199    204      18  154926      -1.9595      0.81836    0.00041656      -1.9599
_SET1_   ENSG00000235078     2    3488046    3536968    155      17  156064      -2.2158      0.89535    0.00041656      -2.2162
_SET1_   ENSG00000151694     2    9618615    9730921    223      22  152155     -0.47247      0.24768    0.00041656     -0.47289
_SET1_   ENSG00000243491     2    9887625    9945470    195      36  157911     0.065196      0.14595    0.00041656      0.06478
_SET1_   ENSG00000205795     2   10186907   10256071    215      34  150081      0.26154     0.077267    0.00041656      0.26112
_SET1_   ENSG00000115756     2   10408015   10577743    705      97  156235      -1.3324      0.40372    0.00041656      -1.3328
_SET1_   ENSG00000134318     2   11309887   11523456    561      22  144739     -0.68405       0.2073    0.00041656     -0.68447
_SET1_   ENSG00000162981     2   14737810   14800933     91      18  149129      -2.9363      0.97544    0.00041656      -2.9367
_SET1_   ENSG00000084676     2   24679783   25003571    705      32  149798     -0.16521      0.11284    0.00041656     -0.16563
_SET1_   ENSG00000138031     2   25032038   25177708    452      26  155095     -0.95496      0.39435    0.00041656     -0.95537
_SET1_   ENSG00000115155     2   26670071   26816566    413      52  151123      -2.2266      0.80834    0.00041656       -2.227
_SET1_   ENSG00000171303     2   26880619   26966288    175      27  153314       2.0031   0.00092617    0.00041656       2.0026
_SET1_   ENSG00000243147     2   27959584   28220954    361      16  146348       4.6121   2.2232e-09    0.00041656       4.6116
_SET1_   ENSG00000119820     2   32467979   32551663    168      28  138996      -1.4297      0.52616    0.00041656      -1.4301
_SET1_   ENSG00000171055     2   36768570   36908230    491      45  153852     -0.59451      0.22173    0.00041656     -0.59493
_SET1_   ENSG00000218739     2   37388631   37453336    318      19  144065       4.1179   3.3361e-08    0.00041656       4.1175
_SET1_   ENSG00000163171     2   37859032   38000611    437      51  154172      -1.3703      0.53677    0.00041656      -1.3707
_SET1_   ENSG00000232973     2   38267791   38418997    568      41  148492      -1.8224       0.6459    0.00041656      -1.8228
_SET1_   ENSG00000115875     2   38960741   39013636     91      11  150997       2.4829    0.0002471    0.00041656       2.4824
_SET1_   ENSG00000231312     2   39628778   39902483    516      43  151499       1.1038     0.006795    0.00041656       1.1034
_SET1_   ENSG00000171126     2   42659157   42756237    249      33  155441      -1.8229      0.77025    0.00041656      -1.8234
_SET1_   ENSG00000057935     2   42686709   42994087    692      27  155168     -0.59152      0.20932    0.00041656     -0.59193
_SET1_   ENSG00000138032     2   44360108   44481523    287      22  153482      0.12493      0.10954    0.00041656      0.12451
_SET1_   ENSG00000226548     2   47069159   47115635    182      31  156151      -1.1511      0.57569    0.00041656      -1.1515
_SET1_   ENSG00000138081     2   48006455   48167932    403      21  137548       2.0404   0.00021633    0.00041656       2.0399
_SET1_   ENSG00000068781     2   48722064   49013654   1062      74  146928       1.4284    0.0004365    0.00041656        1.428
_SET1_   ENSG00000179915     2   50135643   51294674   3473     132  154563       2.4374   1.7382e-07    0.00041656        2.437
_SET1_   ENSG00000214595     2   54915636   55209157    942      73  152980       2.7765   4.1364e-06    0.00041656       2.7761
_SET1_   ENSG00000115310     2   55189325   55374757    558      36  152495       1.4814    0.0025471    0.00041656        1.481
_SET1_   ENSG00000231609     2   63261057   63310775     39      16  142071       1.1832     0.014153    0.00041656       1.1828
_SET1_   ENSG00000119862     2   64646103   64698515    148      17  155401       1.5434    0.0061894    0.00041656        1.543
_SET1_   ENSG00000230749     2   66656220   66702444     67      11  148213     -0.13633      0.20405    0.00041656     -0.13675
_SET1_   ENSG00000144031     2   71170510   71222626    156      36  151708       -2.685      0.94711    0.00041656      -2.6854
_SET1_   ENSG00000135638     2   73108389   73172020     70      13  145082       4.1138   9.0418e-08    0.00041656       4.1134
_SET1_   ENSG00000135625     2   73508058   73555833     57      12  149950       2.2907   0.00086035    0.00041656       2.2902
_SET1_   ENSG00000176204     2   76964845   77855445   2867     123  153905       1.2858   5.2553e-05    0.00041656       1.2854
_SET1_   ENSG00000162951     2   80505483   80566874    122      29  151836     -0.11583       0.2145    0.00041656     -0.11625
_SET1_   ENSG00000115548     2   86632770   86729839    225      22  147869      0.18683     0.091164    0.00041656      0.18642
_SET1_   ENSG00000183281     2   87219682   87283975      5       2  149716     -0.74511      0.38725    0.00041656     -0.74553
_SET1_   ENSG00000186281     2   96677694   96740199     26       6  152823     -0.13701      0.23025    0.00041656     -0.13743
_SET1_   ENSG00000084090     2   96840597   96909563     68       9  150270       2.3497   0.00057022    0.00041656       2.3493
_SET1_   ENSG00000198885     2   96956069   97004091     45      10  145555       3.7589   6.6126e-07    0.00041656       3.7585
_SET1_   ENSG00000144191     2   98927618   99025064    262      24  146040      -1.2615      0.49379    0.00041656       -1.262
_SET1_   ENSG00000196872     2   99400309   99587722    449      24  152245      -2.1039      0.81814    0.00041656      -2.1043
_SET1_   ENSG00000170500     2  100879753  100974195    353      14  151921      -1.5294      0.60154    0.00041656      -1.5298
_SET1_   ENSG00000175874     2  101952013  102039057    204      22  152400     -0.20167      0.20591    0.00041656     -0.20208
_SET1_   ENSG00000256637     2  104455768  104704236    522      45  146370     -0.99676      0.33988    0.00041656     -0.99717
_SET1_   ENSG00000235597     2  105014725  105147290    241      34  151523      0.89834     0.023419    0.00041656      0.89793
_SET1_   ENSG00000228528     2  105285216  105331967     94      19  154296      -1.0098      0.57589    0.00041656      -1.0102
_SET1_   ENSG00000144063     2  110831447  110909143    100      13  154872       1.5013    0.0090262    0.00041656       1.5009
_SET1_   ENSG00000144152     2  112860962  112955791    229      35  144090     -0.35562      0.17347    0.00041656     -0.35604
_SET1_   ENSG00000136682     2  114160268  114263766     39       8  153696       -1.476      0.72827    0.00041656      -1.4764
_SET1_   ENSG00000144119     2  119903819  119951465    172      26  145398       1.4209    0.0040004    0.00041656       1.4204
_SET1_   ENSG00000229867     2  119991998  120041647    169      31  141350     -0.56722       0.2288    0.00041656     -0.56764
_SET1_   ENSG00000136709     2  128448596  128603761    414      30  152505      0.73843     0.029483    0.00041656      0.73801
_SET1_   ENSG00000136720     2  128984290  129111151    392      52  150470     -0.86336      0.32757    0.00041656     -0.86378
_SET1_   ENSG00000152102     2  131795449  131886033    100       7  154439       2.4058   0.00080161    0.00041656       2.4054
_SET1_   ENSG00000163040     2  132250248  132301239    206       7  156027     -0.91415      0.46906    0.00041656     -0.91456
_SET1_   ENSG00000150551     2  133392426  133464152    107       7  158007      -1.2456      0.59909    0.00041656       -1.246
_SET1_   ENSG00000048991     2  136254025  136492840    282      16  152255      -0.1734      0.19958    0.00041656     -0.17381
_SET1_   ENSG00000080345     2  152231397  152374527    302      24  150617      0.12798     0.096335    0.00041656      0.12756
_SET1_   ENSG00000162980     2  152635498  152720006    161      22  148582       1.9654    0.0028071    0.00041656        1.965
_SET1_   ENSG00000123612     2  158373279  158520517    186      33  151149     -0.24396      0.22554    0.00041656     -0.24438
_SET1_   ENSG00000144290     2  162245843  162851792   1154      28  149802      0.61594     0.013027    0.00041656      0.61552
_SET1_   ENSG00000136531     2  166060912  166258818    453      39  154853     -0.56583      0.24417    0.00041656     -0.56624
_SET1_   ENSG00000138398     2  170405850  170507916    328      20  156088         1.21     0.010493    0.00041656       1.2095
_SET1_   ENSG00000213160     2  170515998  170643499    536      27  158021       1.1956    0.0087183    0.00041656       1.1952
_SET1_   ENSG00000198586     2  171837333  172122824    649      33  150728    -0.098767      0.09491    0.00041656    -0.099183
_SET1_   ENSG00000144355     2  172914468  172964405    100      26  147531        4.228   6.9438e-08    0.00041656       4.2275
_SET1_   ENSG00000115844     2  172954167  173002628    167      27  155134       3.4617   6.0594e-06    0.00041656       3.4613
_SET1_   ENSG00000172845     2  174761187  174865430    312      27  145646       2.0372   0.00050463    0.00041656       2.0368
_SET1_   ENSG00000163328     2  175286966  175386822    195      25  155014        2.475    0.0002122    0.00041656       2.4745
_SET1_   ENSG00000115966     2  175926978  176068110    301      15  144721      0.91509     0.021283    0.00041656      0.91468
_SET1_   ENSG00000170144     2  178042291  178098686     61       6  151119      -1.1543      0.60544    0.00041656      -1.1548
_SET1_   ENSG00000188452     2  182391403  182580392    465      31  157043      -1.3143      0.56908    0.00041656      -1.3147
_SET1_   ENSG00000162992     2  182527815  182580603    107      11  155570      -1.3201      0.69616    0.00041656      -1.3205
_SET1_   ENSG00000162998     2  183688002  183766890    217      27  149923      -1.0256      0.44432    0.00041656       -1.026
_SET1_   ENSG00000061676     2  183763843  183938586    421      27  146336      -0.6731      0.31665    0.00041656     -0.67351
_SET1_   ENSG00000170396     2  185428093  185814219    787      28  153894       4.0703   2.4614e-08    0.00041656       4.0699
_SET1_   ENSG00000144369     2  187523698  187640685    200      20  151711      -1.6603      0.70382    0.00041656      -1.6607
_SET1_   ENSG00000231689     2  188567543  189187418   1756      72  148126       1.4337   0.00012429    0.00041656       1.4333
_SET1_   ENSG00000144366     2  189121396  189470653    741      30  148706       1.7862   0.00062425    0.00041656       1.7858
_SET1_   ENSG00000128641     2  192074911  192300115    373      14  153587       1.8799     0.001008    0.00041656       1.8795
_SET1_   ENSG00000138411     2  197049094  197493416   1165      70  151069       2.6792   4.8052e-06    0.00041656       2.6787
_SET1_   ENSG00000196141     2  201135604  201356986    515      43  151661       7.2355   4.0782e-18    0.00041656        7.235
_SET1_   ENSG00000182329     2  202902978  203072585    420      37  153512      0.18862      0.07085    0.00041656       0.1882
_SET1_   ENSG00000055044     2  203095439  203178389    143      13  151140       1.3039     0.010614    0.00041656       1.3035
_SET1_   ENSG00000138439     2  203464901  203644480    212      27  150472      0.86527     0.021391    0.00041656      0.86486
_SET1_   ENSG00000163596     2  203630690  203771708    276      14  152241       1.2583     0.010511    0.00041656       1.2579
_SET1_   ENSG00000138443     2  204157942  204322446    232      29  144043     -0.42802      0.21747    0.00041656     -0.42843
_SET1_   ENSG00000173166     2  204249068  204435133    257      21  148134    -0.063924      0.14904    0.00041656    -0.064341
_SET1_   ENSG00000204186     2  207104387  207189148    137      14  152161       1.8579    0.0015072    0.00041656       1.8575
_SET1_   ENSG00000144410     2  207769278  207844198    174      27  154511      -2.0423      0.84045    0.00041656      -2.0427
_SET1_   ENSG00000188674     2  209020067  209089797    250      33  150038      0.76415     0.032034    0.00041656      0.76374
_SET1_   ENSG00000144407     2  209189438  209729227   1344      65  144508      -1.4937      0.30153    0.00041656      -1.4941
_SET1_   ENSG00000144583     2  217112588  217271750    442      48  154285      0.79331     0.018719    0.00041656       0.7929
_SET1_   ENSG00000163466     2  219046817  219129079    140      11  153485      0.23976     0.097443    0.00041656      0.23935
_SET1_   ENSG00000163482     2  219501749  219577439     97       7  158810      -1.1676      0.63297    0.00041656      -1.1681
_SET1_   ENSG00000072195     2  220264568  220373009    190      33  146508      0.16321     0.079113    0.00041656      0.16279
_SET1_   ENSG00000072182     2  220343892  220413494    135      17  154878      0.96537     0.024454    0.00041656      0.96495
_SET1_   ENSG00000188760     2  220373385  220425317    106      14  155221      0.13542      0.12918    0.00041656        0.135
_SET1_   ENSG00000116106     2  222272747  222473922    477      46  154964     -0.61924       0.2439    0.00041656     -0.61966
_SET1_   ENSG00000123983     2  223690652  223819357    336      22  151851      -1.4667      0.60581    0.00041656      -1.4671
_SET1_   ENSG00000171951     2  224451658  224502221    119      12  148071     0.057702      0.24208    0.00041656     0.057285
_SET1_   ENSG00000135919     2  224829829  224939036    326      34  153026      -1.5957      0.66228    0.00041656      -1.5962
_SET1_   ENSG00000135916     2  231694354  231753963    204      44  151753     -0.66563      0.32586    0.00041656     -0.66605
_SET1_   ENSG00000135898     2  231762033  231860781    339      53  151018      -1.6696      0.67318    0.00041656        -1.67
_SET1_   ENSG00000066248     2  233733396  233912982    604      53  155470       5.8072   3.2063e-13    0.00041656       5.8068
_SET1_   ENSG00000188042     2  235391685  235440697    141      41  152945       1.0287     0.021059    0.00041656       1.0283
_SET1_   ENSG00000168505     2  237063879  237112012    147      13  141400      0.24579     0.073384    0.00041656      0.24537
_SET1_   ENSG00000124831     2  238501219  238732325    830      46  155681      -1.0878      0.37831    0.00041656      -1.0882
_SET1_   ENSG00000176946     2  242513820  242611864    311      22  152848      -1.2116      0.52921    0.00041656       -1.212
_SET1_   ENSG00000188011     2  242776752  242825975    158      17  156325      0.92212     0.035142    0.00041656      0.92171
_SET1_   ENSG00000134121     3     203279     461090    942      75  149548     -0.38143      0.08146    0.00041656     -0.38185
_SET1_   ENSG00000175928     3    3806121    3899387    302      35  149299     -0.70604      0.30738    0.00041656     -0.70645
_SET1_   ENSG00000150995     3    4500032    4899524   1349     154  151749      -1.5549      0.24503    0.00041656      -1.5553
_SET1_   ENSG00000134072     3    9789026    9846676    110      17  153411      -1.2428      0.63162    0.00041656      -1.2432
_SET1_   ENSG00000187288     3    9898398    9956938    154      19  154105     -0.67918      0.36616    0.00041656      -0.6796
_SET1_   ENSG00000254999     3   10122276   10178874    180       9  154807       1.0029     0.033377    0.00041656       1.0025
_SET1_   ENSG00000144560     3   11587544   11797220    714      66  155408      0.25563      0.04387    0.00041656      0.25521
_SET1_   ENSG00000132170     3   12293867   12485855    443      35  150897      0.89944     0.014468    0.00041656      0.89903
_SET1_   ENSG00000154764     3   13847755   13956618    297      40  153236      -1.9414      0.77637    0.00041656      -1.9418
