# ALPHA = 0.05
# NUMBER_OF_TESTS = 15

# _SET1_  VARIABLE = Layer2 (set)
# _SET1_  NGENES = 1444
# _SET1_  P-VALUE = 4.57715e-05
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000224592     1   38477986   38594697    228      29  35802      -1.1995      0.61906    0.00036141      -1.1999
_SET1_   ENSG00000185668     1   38499523   38547450    122      14  35802       -1.006      0.60829    0.00036141      -1.0063
_SET1_   ENSG00000116983     1   40134320   40192361    209      36  35802      0.70758     0.047739    0.00036141      0.70722
_SET1_   ENSG00000084070     1   40775522   40898998    327      38  35802     -0.91786       0.4578    0.00036141     -0.91822
_SET1_   ENSG00000066136     1   41122320   41247275    291      16  35802       1.8608    0.0024565    0.00036141       1.8604
_SET1_   ENSG00000117400     1   43768478   43828443     63       8  35802       3.1151   4.1319e-05    0.00036141       3.1148
_SET1_   ENSG00000142949     1   43955858   44099343    318      17  35802       4.2413   7.2476e-08    0.00036141       4.2409
_SET1_   ENSG00000178028     1   44644127   44696353     56       9  35802       1.4533     0.012556    0.00036141       1.4529
_SET1_   ENSG00000162456     1   47001316   47052199    107      18  35802     -0.25121      0.28033    0.00036141     -0.25157
_SET1_   ENSG00000079277     1   47013090   47117515    187      20  35802     -0.90041      0.48949    0.00036141     -0.90077
_SET1_   ENSG00000162365     1   47568107   47625413    206       9  35802     0.040771      0.16405    0.00036141     0.040409
_SET1_   ENSG00000173406     1   57450451   59047406   4700     266  35802    -0.037942     0.010892    0.00036141    -0.038304
_SET1_   ENSG00000177606     1   59236465   59284785     69      12  35802     -0.52293      0.40493    0.00036141      -0.5233
_SET1_   ENSG00000134709     1   60245458   60352050    218      25  35802     -0.42191      0.34113    0.00036141     -0.42227
_SET1_   ENSG00000033122     1   69999081   70627628   1673      73  35802      0.25776     0.017821    0.00036141       0.2574
_SET1_   ENSG00000132485     1   71518974   71581980    127      20  35802      0.53817     0.088018    0.00036141      0.53781
_SET1_   ENSG00000178965     1   75023795   75174422    258      26  35802      0.62123     0.053394    0.00036141      0.62087
_SET1_   ENSG00000117155     1   85099390   85191486    208      20  35802      -0.6123      0.39787    0.00036141     -0.61266
_SET1_   ENSG00000055732     1   85473765   85549182    193      23  35802      0.59542     0.066123    0.00036141      0.59505
_SET1_   ENSG00000197147     1   89955395   90073423    298      16  35802      0.32151      0.09245    0.00036141      0.32115
_SET1_   ENSG00000189195     1   92510862   92623393    190      16  35802     -0.66396      0.41077    0.00036141     -0.66432
_SET1_   ENSG00000143033     1   93509792   93614638    229      30  35802     -0.19548      0.22726    0.00036141     -0.19584
_SET1_   ENSG00000117598     1   99345806   99505588    584      43  35802     0.039814      0.11485    0.00036141     0.039452
_SET1_   ENSG00000117600     1   99694509   99785146    254      25  35802      0.11869      0.14775    0.00036141      0.11832
_SET1_   ENSG00000099260     1  100076499  100170097    247      35  35802     -0.99939      0.51957    0.00036141     -0.99975
_SET1_   ENSG00000181656     1  100968693  101017574     88      14  35802      -1.6881      0.80534    0.00036141      -1.6884
_SET1_   ENSG00000143126     1  109757641  109828372    162      27  35802     -0.47175      0.33919    0.00036141     -0.47212
_SET1_   ENSG00000116337     1  110123726  110184673    109      20  35802    -0.050933      0.22319    0.00036141    -0.051295
_SET1_   ENSG00000168765     1  110163703  110218118    127      20  35802       -0.469      0.34393    0.00036141     -0.46936
_SET1_   ENSG00000134202     1  110266554  110319384    123      21  35802      -1.2222      0.63423    0.00036141      -1.2225
_SET1_   ENSG00000259834     1  111186182  111234662    107      14  35802      0.04595      0.18631    0.00036141     0.045589
_SET1_   ENSG00000121931     1  111479807  111541701    107      16  35802      0.76456      0.06035    0.00036141       0.7642
_SET1_   ENSG00000171385     1  112303284  112566777    756      89  35802       4.5352   1.3486e-09    0.00036141       4.5348
_SET1_   ENSG00000163349     1  114436814  114530426    168      27  35802     -0.61681      0.38684    0.00036141     -0.61717
_SET1_   ENSG00000134259     1  115818539  115915857    365      52  35802       3.0909   1.6702e-05    0.00036141       3.0905
_SET1_   ENSG00000143061     1  117107031  117245375    130      22  35802      -0.2004      0.24828    0.00036141     -0.20077
_SET1_   ENSG00000198483     1  145514230  145578526     82      10  35802      0.37945      0.10708    0.00036141      0.37908
_SET1_   ENSG00000159409     1  151664880  151724290    103      13  35802      0.91456     0.039033    0.00036141       0.9142
_SET1_   ENSG00000159450     1  152068793  152121556     37      10  35802      -1.1579      0.66413    0.00036141      -1.1582
_SET1_   ENSG00000224308     1  152892516  152956686    123      10  35802    -0.014278      0.18823    0.00036141     -0.01464
_SET1_   ENSG00000203782     1  153197176  153244598    165      17  35802      -1.3681      0.66982    0.00036141      -1.3685
_SET1_   ENSG00000143515     1  154263029  154333783    183      20  35802       1.6013     0.005792    0.00036141        1.601
_SET1_   ENSG00000163357     1  154971300  155033406     89      19  35802       4.4431   6.5511e-08    0.00036141       4.4428
_SET1_   ENSG00000116539     1  155295059  155567598    187      18  35802       2.0309    0.0018853    0.00036141       2.0306
_SET1_   ENSG00000116604     1  156423519  156505620    161      24  35802    -0.023666       0.1937    0.00036141    -0.024027
_SET1_   ENSG00000260460     1  156444646  156491473     96      14  35802     0.028257      0.19576    0.00036141     0.027895
_SET1_   ENSG00000198400     1  156750432  156861642    235      33  35802     -0.42473      0.30312    0.00036141     -0.42509
_SET1_   ENSG00000162728     1  160016360  160070353    114      14  35802        0.424     0.098035    0.00036141      0.42364
_SET1_   ENSG00000162729     1  160051130  160103733    127      21  35802       1.0277     0.029346    0.00036141       1.0273
_SET1_   ENSG00000143318     1  160125285  160181676    170      39  35802       1.1221     0.019069    0.00036141       1.1218
_SET1_   ENSG00000122223     1  160789950  160867692    232      15  35802       1.6477      0.00431    0.00036141       1.6473
_SET1_   ENSG00000143171     1  165360159  165449433    321      37  35802     -0.58135        0.329    0.00036141     -0.58171
_SET1_   ENSG00000229588     1  166269121  166314999    135      13  35802       0.6669     0.064925    0.00036141      0.66654
_SET1_   ENSG00000143164     1  167870021  168055081    254      14  35802     0.076676      0.16461    0.00036141     0.076315
_SET1_   ENSG00000143158     1  167875967  167941278    111       8  35802      0.14635      0.17923    0.00036141      0.14599
_SET1_   ENSG00000198734     1  169473404  169590826    435      35  35802       -1.189      0.53372    0.00036141      -1.1894
_SET1_   ENSG00000117533     1  171659300  171746387    301      15  35802      0.35676       0.0951    0.00036141       0.3564
_SET1_   ENSG00000152092     1  176816438  177169109    800      56  35802       1.9079   0.00060409    0.00036141       1.9076
_SET1_   ENSG00000198797     1  177105633  177261558    308      31  35802       2.8688   5.6328e-05    0.00036141       2.8685
_SET1_   ENSG00000143340     1  179677298  179795333    409      39  35802      -1.2183      0.55037    0.00036141      -1.2187
_SET1_   ENSG00000135823     1  180931861  181027047    198      26  35802     -0.96881      0.50905    0.00036141     -0.96918
_SET1_   ENSG00000162783     1  181022638  181069977    153      19  35802     -0.74999      0.44964    0.00036141     -0.75035
_SET1_   ENSG00000198216     1  181347238  181787219   1084      82  35802        1.295    0.0020431    0.00036141       1.2946
_SET1_   ENSG00000135824     1  182605239  182688711    200      28  35802       1.6556    0.0059695    0.00036141       1.6552
_SET1_   ENSG00000121481     1  184979496  185081740    110      15  35802      0.62453     0.082252    0.00036141      0.62416
_SET1_   ENSG00000116785     1  196708925  196773203    225       6  35802      0.43355     0.085306    0.00036141      0.43319
_SET1_   ENSG00000058668     1  203560689  203723209    342      40  35802     -0.64506      0.34855    0.00036141     -0.64542
_SET1_   ENSG00000143850     1  204177979  204381793    592      48  35802     0.034702      0.10238    0.00036141      0.03434
_SET1_   ENSG00000170382     1  204576298  204689861    284      32  35802       1.2038      0.01344    0.00036141       1.2034
_SET1_   ENSG00000174514     1  205503013  205582046    267      29  35802      0.71436     0.044848    0.00036141      0.71399
_SET1_   ENSG00000123689     1  209813765  209859733    113      24  35802      -1.4376      0.71937    0.00036141      -1.4379
_SET1_   ENSG00000117650     1  211826114  211883960    170      25  35802      -1.4712      0.72468    0.00036141      -1.4715
_SET1_   ENSG00000123685     1  212849760  212908327    225      30  35802     -0.40486      0.29703    0.00036141     -0.40523
_SET1_   ENSG00000162817     1  220828187  220882499    181      19  35802      0.57547       0.0839    0.00036141       0.5751
_SET1_   ENSG00000186205     1  220925101  220997735    220      29  35802     0.050697      0.16162    0.00036141     0.050336
_SET1_   ENSG00000203685     1  226701501  226806915    266      35  35802       1.5955    0.0048797    0.00036141       1.5952
_SET1_   ENSG00000143761     1  228235361  228296912     74      12  35802      -1.1537      0.66732    0.00036141      -1.1541
_SET1_   ENSG00000154358     1  228360831  228576577    540      25  35802      -1.4477       0.6131    0.00036141      -1.4481
_SET1_   ENSG00000162913     1  228381207  228436365    150       7  35802     -0.96822      0.51916    0.00036141     -0.96858
_SET1_   ENSG00000162931     1  228585641  228639562     95      11  35802     -0.91515      0.56939    0.00036141     -0.91551
_SET1_   ENSG00000154429     1  229446758  229514041    148      21  35802     -0.75385      0.43659    0.00036141     -0.75421
_SET1_   ENSG00000135750     1  233714750  233818258    396      60  35802      -2.2659      0.87042    0.00036141      -2.2662
_SET1_   ENSG00000143669     1  235814341  236081940    399      21  35802    -0.022433      0.14338    0.00036141    -0.022794
_SET1_   ENSG00000237250     1  237990475  238101621    354      33  35802      0.80179     0.032619    0.00036141      0.80143
_SET1_   ENSG00000133019     1  239514865  240088750   1430     109  35802       1.8053    0.0001347    0.00036141       1.8049
_SET1_   ENSG00000225554     1  241552592  241606792    187      30  35802     -0.78101      0.43597    0.00036141     -0.78137
_SET1_   ENSG00000203668     1  241782155  241834232    170      36  35802   -0.0039911      0.18267    0.00036141   -0.0043525
_SET1_   ENSG00000197769     1  242148792  242197375     36      13  35802      -2.0683      0.90967    0.00036141      -2.0687
_SET1_   ENSG00000179456     1  244179585  244230778    118      29  35802      0.26041      0.13298    0.00036141      0.26005
_SET1_   ENSG00000162852     1  246694746  246841886    512      37  35802      0.94569     0.017532    0.00036141      0.94533
_SET1_   ENSG00000189292     2     269558     323851    102      17  35802      0.32496      0.12037    0.00036141      0.32459
_SET1_   ENSG00000186487     2    1782885    2370032    774      58  35802       1.1009    0.0084511    0.00036141       1.1005
_SET1_   ENSG00000032389     2    3182696    3416653    863      36  35802      0.99553    0.0097308    0.00036141      0.99517
_SET1_   ENSG00000271868     2    3465727    3511199    227      19  35802      -1.3582      0.65445    0.00036141      -1.3586
_SET1_   ENSG00000235078     2    3488046    3536968    179      17  35802      -1.2795      0.64231    0.00036141      -1.2799
_SET1_   ENSG00000151694     2    9618615    9730921    234      21  35802     0.099666      0.14107    0.00036141     0.099305
_SET1_   ENSG00000243491     2    9887625    9945470    206      33  35802     -0.62312      0.36348    0.00036141     -0.62348
_SET1_   ENSG00000205795     2   10186907   10256071    220      34  35802      0.36927      0.09271    0.00036141       0.3689
_SET1_   ENSG00000115756     2   10408015   10577743    706      92  35802      -1.8068      0.64678    0.00036141      -1.8072
_SET1_   ENSG00000134318     2   11309887   11523456    559      20  35802      -0.9206      0.41666    0.00036141     -0.92096
_SET1_   ENSG00000162981     2   14737810   14800933     78      14  35802      -1.2849      0.69276    0.00036141      -1.2853
_SET1_   ENSG00000084676     2   24679783   25003571    705      31  35802    -0.011889       0.1202    0.00036141    -0.012251
_SET1_   ENSG00000138031     2   25032038   25177708    460      25  35802      -1.0112      0.46006    0.00036141      -1.0116
_SET1_   ENSG00000115155     2   26670071   26816566    409      50  35802     -0.51057      0.26683    0.00036141     -0.51093
_SET1_   ENSG00000171303     2   26880619   26966288    175      25  35802        2.345    0.0004898    0.00036141       2.3446
_SET1_   ENSG00000243147     2   27959584   28220954    367      16  35802       4.3373   5.2734e-08    0.00036141        4.337
_SET1_   ENSG00000119820     2   32467979   32551663    168      27  35802     -0.91564      0.51254    0.00036141       -0.916
_SET1_   ENSG00000171055     2   36768570   36908230    502      43  35802       1.2356    0.0075502    0.00036141       1.2352
_SET1_   ENSG00000218739     2   37388631   37453336    334      17  35802       2.2717   0.00061266    0.00036141       2.2713
_SET1_   ENSG00000163171     2   37859032   38000611    377      39  35802      -1.6029      0.69875    0.00036141      -1.6033
_SET1_   ENSG00000232973     2   38267791   38418997    592      38  35802     0.073552      0.10347    0.00036141     0.073191
_SET1_   ENSG00000115875     2   38960741   39013636     93      10  35802       1.1534     0.024117    0.00036141       1.1531
_SET1_   ENSG00000231312     2   39628778   39902483    515      43  35802      0.89506     0.019395    0.00036141       0.8947
_SET1_   ENSG00000171126     2   42659157   42756237    254      27  35802      -1.9565      0.83449    0.00036141      -1.9569
_SET1_   ENSG00000057935     2   42686709   42994087    710      27  35802      -1.1577      0.45752    0.00036141      -1.1581
_SET1_   ENSG00000138032     2   44360108   44481523    287      22  35802     -0.22187       0.2236    0.00036141     -0.22224
_SET1_   ENSG00000226548     2   47069159   47115635    183      31  35802     -0.59862      0.37253    0.00036141     -0.59898
_SET1_   ENSG00000138081     2   48006455   48167932    406      20  35802       2.0596    0.0011673    0.00036141       2.0592
_SET1_   ENSG00000068781     2   48722064   49013654   1081      69  35802       2.6009    1.819e-05    0.00036141       2.6006
_SET1_   ENSG00000179915     2   50135643   51294674   3505     132  35802       2.6304    3.548e-07    0.00036141       2.6301
_SET1_   ENSG00000214595     2   54915636   55209157    966      73  35802       3.0006   3.5541e-06    0.00036141       3.0002
_SET1_   ENSG00000115310     2   55189325   55374757    578      35  35802       1.2011    0.0089415    0.00036141       1.2007
_SET1_   ENSG00000231609     2   63261057   63310775     34      13  35802        1.858    0.0053458    0.00036141       1.8576
_SET1_   ENSG00000119862     2   64646103   64698515    144      16  35802       1.4048     0.011125    0.00036141       1.4044
_SET1_   ENSG00000230749     2   66656220   66702444     69      11  35802     -0.19556       0.2882    0.00036141     -0.19592
_SET1_   ENSG00000144031     2   71170510   71222626    159      36  35802       -3.509      0.99524    0.00036141      -3.5094
_SET1_   ENSG00000135638     2   73108389   73172020     71      13  35802       3.8037   2.1755e-06    0.00036141       3.8034
_SET1_   ENSG00000135625     2   73508058   73555833     53      10  35802       2.3127      0.00124    0.00036141       2.3124
_SET1_   ENSG00000176204     2   76964845   77855445   2923     115  35802      0.33469    0.0048594    0.00036141      0.33432
_SET1_   ENSG00000162951     2   80505483   80566874    119      27  35802     0.088006      0.18406    0.00036141     0.087645
_SET1_   ENSG00000115548     2   86632770   86729839    230      23  35802     -0.71701      0.42207    0.00036141     -0.71737
_SET1_   ENSG00000183281     2   87219682   87283975      2       1  35802     -0.53668      0.42216    0.00036141     -0.53704
_SET1_   ENSG00000186281     2   96677694   96740199     31       5  35802      0.65381     0.079901    0.00036141      0.65345
_SET1_   ENSG00000084090     2   96840597   96909563     73       9  35802       2.7244   0.00025529    0.00036141        2.724
_SET1_   ENSG00000198885     2   96956069   97004091     36       6  35802       2.4918   0.00056766    0.00036141       2.4914
_SET1_   ENSG00000144191     2   98927618   99025064    262      23  35802     -0.93711      0.49027    0.00036141     -0.93747
_SET1_   ENSG00000196872     2   99400309   99587722    460      27  35802     -0.68674      0.35084    0.00036141      -0.6871
_SET1_   ENSG00000170500     2  100879753  100974195    367      14  35802       0.7267     0.037089    0.00036141      0.72634
_SET1_   ENSG00000175874     2  101952013  102039057    209      21  35802      0.64535     0.060591    0.00036141      0.64499
_SET1_   ENSG00000256637     2  104455768  104704236    497      55  35802       0.4581     0.054428    0.00036141      0.45774
_SET1_   ENSG00000235597     2  105014725  105147290    237      31  35802      0.54305     0.068307    0.00036141      0.54269
_SET1_   ENSG00000228528     2  105285216  105331967     93      19  35802     -0.68058      0.46066    0.00036141     -0.68094
_SET1_   ENSG00000144063     2  110831447  110909143     98      11  35802       1.5685    0.0086385    0.00036141       1.5681
_SET1_   ENSG00000183054     2  111261389  111369762      1       1  35802      0.26524       0.2768    0.00036141      0.26487
_SET1_   ENSG00000144152     2  112860962  112955791    238      34  35802       0.9437     0.028981    0.00036141      0.94334
_SET1_   ENSG00000136682     2  114160268  114263766     40       8  35802      0.17472      0.17914    0.00036141      0.17435
_SET1_   ENSG00000144119     2  119903819  119951465    167      24  35802      0.50508     0.080116    0.00036141      0.50472
_SET1_   ENSG00000229867     2  119991998  120041647    159      28  35802      0.22997      0.13222    0.00036141      0.22961
_SET1_   ENSG00000136709     2  128448596  128603761    420      28  35802      -0.4963      0.29582    0.00036141     -0.49666
_SET1_   ENSG00000136720     2  128984290  129111151    401      52  35802      -2.2001      0.86122    0.00036141      -2.2004
_SET1_   ENSG00000152102     2  131795449  131886033     71       3  35802       2.6966   0.00029163    0.00036141       2.6962
_SET1_   ENSG00000163040     2  132250248  132301239    247       6  35802      0.80838     0.039011    0.00036141      0.80802
_SET1_   ENSG00000150551     2  133392426  133464152    112       7  35802      -1.0975      0.57524    0.00036141      -1.0979
_SET1_   ENSG00000048991     2  136254025  136492840    166      10  35802    -0.039339      0.20396    0.00036141    -0.039701
_SET1_   ENSG00000080345     2  152231397  152374527    307      23  35802      0.76723     0.039883    0.00036141      0.76687
_SET1_   ENSG00000162980     2  152635498  152720006    146      17  35802       1.0029     0.041195    0.00036141       1.0025
_SET1_   ENSG00000123612     2  158373279  158520517    175      29  35802      0.14519      0.15389    0.00036141      0.14483
_SET1_   ENSG00000144290     2  162245843  162851792   1192      28  35802      -0.1476       0.1018    0.00036141     -0.14796
_SET1_   ENSG00000136531     2  166060912  166258818    453      37  35802      -1.2782       0.5577    0.00036141      -1.2786
_SET1_   ENSG00000138398     2  170405850  170507916    340      19  35802       0.5976     0.051896    0.00036141      0.59724
_SET1_   ENSG00000213160     2  170515998  170643499    562      26  35802     -0.38299      0.21774    0.00036141     -0.38335
_SET1_   ENSG00000198586     2  171837333  172122824    645      31  35802      0.17895     0.084715    0.00036141      0.17859
_SET1_   ENSG00000144355     2  172914468  172964405    102      27  35802       3.3889   1.3525e-05    0.00036141       3.3886
_SET1_   ENSG00000115844     2  172954167  173002628    171      27  35802       3.4125   8.8245e-06    0.00036141       3.4121
_SET1_   ENSG00000172845     2  174761187  174865430    316      28  35802       2.3172   0.00050959    0.00036141       2.3168
_SET1_   ENSG00000163328     2  175286966  175386822    193      24  35802        1.601    0.0054227    0.00036141       1.6007
_SET1_   ENSG00000115966     2  175926978  176068110    324      15  35802     -0.52735      0.35972    0.00036141     -0.52771
_SET1_   ENSG00000170144     2  178042291  178098686     63       6  35802     -0.59032      0.43827    0.00036141     -0.59068
_SET1_   ENSG00000188452     2  182391403  182580392    474      33  35802      -1.4815      0.64371    0.00036141      -1.4819
_SET1_   ENSG00000162992     2  182527815  182580603    112      11  35802      -1.2654      0.68136    0.00036141      -1.2658
_SET1_   ENSG00000162998     2  183688002  183766890    214      25  35802      -0.5257      0.33737    0.00036141     -0.52606
_SET1_   ENSG00000061676     2  183763843  183938586    439      28  35802       0.3825     0.087793    0.00036141      0.38214
_SET1_   ENSG00000170396     2  185428093  185814219    779      27  35802       3.2118   4.0603e-06    0.00036141       3.2114
_SET1_   ENSG00000144369     2  187523698  187640685    206      20  35802      -1.3674      0.66555    0.00036141      -1.3678
_SET1_   ENSG00000231689     2  188567543  189187418   1761      56  35802     -0.15629     0.048235    0.00036141     -0.15666
_SET1_   ENSG00000144366     2  189121396  189470653    717      26  35802       1.1114     0.010641    0.00036141       1.1111
_SET1_   ENSG00000128641     2  192074911  192300115    298      10  35802      -1.2814      0.60164    0.00036141      -1.2818
_SET1_   ENSG00000138411     2  197049094  197493416   1158      63  35802       2.5184   2.8009e-05    0.00036141        2.518
_SET1_   ENSG00000196141     2  201135604  201356986    517      44  35802        7.165   3.8589e-17    0.00036141       7.1646
_SET1_   ENSG00000182329     2  202902978  203072585    434      37  35802     0.085579      0.11218    0.00036141     0.085218
_SET1_   ENSG00000055044     2  203095439  203178389    144      12  35802       1.6683    0.0059692    0.00036141        1.668
_SET1_   ENSG00000138439     2  203464901  203644480    216      25  35802       1.9083    0.0020965    0.00036141        1.908
_SET1_   ENSG00000163596     2  203630690  203771708    282      14  35802       1.2307     0.015232    0.00036141       1.2304
_SET1_   ENSG00000138443     2  204157942  204322446    233      26  35802      0.84895     0.040239    0.00036141      0.84859
_SET1_   ENSG00000173166     2  204249068  204435133    259      20  35802       1.1899     0.018207    0.00036141       1.1895
_SET1_   ENSG00000204186     2  207104387  207189148    149      14  35802       1.7001    0.0044466    0.00036141       1.6997
_SET1_   ENSG00000144410     2  207769278  207844198    187      27  35802      0.30531      0.10565    0.00036141      0.30495
_SET1_   ENSG00000188674     2  209020067  209089797    258      29  35802       0.5636     0.068364    0.00036141      0.56324
_SET1_   ENSG00000144407     2  209189438  209729227   1318      66  35802      -1.6961      0.53015    0.00036141      -1.6964
_SET1_   ENSG00000144583     2  217112588  217271750    434      46  35802      0.29742     0.074709    0.00036141      0.29706
_SET1_   ENSG00000163466     2  219046817  219129079    141      11  35802     -0.52771      0.35532    0.00036141     -0.52807
_SET1_   ENSG00000163482     2  219501749  219577439     96       7  35802      -0.1857      0.25935    0.00036141     -0.18606
_SET1_   ENSG00000072195     2  220264568  220373009    165      27  35802      0.40699     0.091856    0.00036141      0.40662
_SET1_   ENSG00000072182     2  220343892  220413494    128      15  35802     -0.10239      0.21592    0.00036141     -0.10275
_SET1_   ENSG00000188760     2  220373385  220425317    103      14  35802      -1.1846      0.62129    0.00036141      -1.1849
_SET1_   ENSG00000116106     2  222272747  222473922    484      45  35802    -0.033261      0.12509    0.00036141    -0.033622
_SET1_   ENSG00000123983     2  223690652  223819357    351      22  35802      -1.4715      0.67295    0.00036141      -1.4718
_SET1_   ENSG00000171951     2  224451658  224502221    105       9  35802      -0.7331      0.53276    0.00036141     -0.73346
_SET1_   ENSG00000135919     2  224829829  224939036    320      30  35802     -0.96474      0.47581    0.00036141     -0.96511
_SET1_   ENSG00000135916     2  231694354  231753963    206      42  35802      -1.8393      0.80913    0.00036141      -1.8396
_SET1_   ENSG00000135898     2  231762033  231860781    322      51  35802      -1.6628      0.72929    0.00036141      -1.6632
_SET1_   ENSG00000066248     2  233733396  233912982    638      54  35802       5.9733   1.9786e-13    0.00036141       5.9729
_SET1_   ENSG00000188042     2  235391685  235440697    134      38  35802      -1.1051      0.58552    0.00036141      -1.1054
_SET1_   ENSG00000168505     2  237063879  237112012    143      11  35802       1.2486     0.019543    0.00036141       1.2483
_SET1_   ENSG00000124831     2  238501219  238732325    866      48  35802     -0.20564      0.12688    0.00036141       -0.206
_SET1_   ENSG00000176946     2  242513820  242611864    272      16  35802      0.35441     0.091068    0.00036141      0.35405
_SET1_   ENSG00000188011     2  242776752  242825975     36       3  35802       2.4542   0.00049327    0.00036141       2.4538
_SET1_   ENSG00000134121     3     203279     461090    996      81  35802     -0.78512      0.22835    0.00036141     -0.78548
_SET1_   ENSG00000175928     3    3806121    3899387    276      29  35802     -0.36281      0.26892    0.00036141     -0.36317
_SET1_   ENSG00000150995     3    4500032    4899524   1319     143  35802     -0.40069     0.069814    0.00036141     -0.40105
_SET1_   ENSG00000134072     3    9789026    9846676    108      15  35802      0.63219     0.073806    0.00036141      0.63183
_SET1_   ENSG00000187288     3    9898398    9956938    154      17  35802     -0.76834      0.44515    0.00036141      -0.7687
_SET1_   ENSG00000254999     3   10122276   10178874    188       8  35802      0.23976      0.14277    0.00036141       0.2394
_SET1_   ENSG00000144560     3   11587544   11797220    739      64  35802       1.1128    0.0069146    0.00036141       1.1124
_SET1_   ENSG00000132170     3   12293867   12485855    467      37  35802       1.3433    0.0070509    0.00036141       1.3429
_SET1_   ENSG00000131389     3   14409076   14540857    380      66  35802      0.90928     0.019405    0.00036141      0.90892
